Year,Node,C,K,S,A,Vi,B_Archive_Craft,B_Archive_Flow,B_Archive_Hands,B_Archive_Helm,B_Archive_Lore,B_Archive_Shield,B_Archive_Stewards,B_Craft_Flow,B_Craft_Hands,B_Craft_Helm,B_Craft_Lore,B_Craft_Shield,B_Craft_Stewards,B_Flow_Hands,B_Flow_Helm,B_Flow_Lore,B_Flow_Shield,B_Flow_Stewards,B_Hands_Helm,B_Hands_Lore,B_Hands_Shield,B_Hands_Stewards,B_Helm_Lore,B_Helm_Shield,B_Helm_Stewards,B_Lore_Shield,B_Lore_Stewards,B_Shield_Stewards
1934,Flow,5.8543,4.4695,6.6187,5.9884,6.6993,0.5351,0.5330,0.4574,0.6051,0.5717,0.5746,0.5242,0.4612,0.3957,0.5235,0.4946,0.4972,0.4536,0.3942,0.5215,0.4927,0.4952,0.4518,0.4475,0.4228,0.4250,0.3877,0.5594,0.5622,0.5129,0.5312,0.4846,0.4871
1934,Hands,4.2069,3.8115,6.7226,3.0584,2.8250,0.5351,0.5330,0.4574,0.6051,0.5717,0.5746,0.5242,0.4612,0.3957,0.5235,0.4946,0.4972,0.4536,0.3942,0.5215,0.4927,0.4952,0.4518,0.4475,0.4228,0.4250,0.3877,0.5594,0.5622,0.5129,0.5312,0.4846,0.4871
1934,Helm,6.5704,5.3253,4.1829,6.4649,10.9453,0.5351,0.5330,0.4574,0.6051,0.5717,0.5746,0.5242,0.4612,0.3957,0.5235,0.4946,0.4972,0.4536,0.3942,0.5215,0.4927,0.4952,0.4518,0.4475,0.4228,0.4250,0.3877,0.5594,0.5622,0.5129,0.5312,0.4846,0.4871
1934,Lore,5.6212,4.7388,4.5515,6.2064,8.9117,0.5351,0.5330,0.4574,0.6051,0.5717,0.5746,0.5242,0.4612,0.3957,0.5235,0.4946,0.4972,0.4536,0.3942,0.5215,0.4927,0.4952,0.4518,0.4475,0.4228,0.4250,0.3877,0.5594,0.5622,0.5129,0.5312,0.4846,0.4871
1934,Shield,5.5578,4.7834,3.5029,4.4910,9.0838,0.5351,0.5330,0.4574,0.6051,0.5717,0.5746,0.5242,0.4612,0.3957,0.5235,0.4946,0.4972,0.4536,0.3942,0.5215,0.4927,0.4952,0.4518,0.4475,0.4228,0.4250,0.3877,0.5594,0.5622,0.5129,0.5312,0.4846,0.4871
1934,Stewards,4.8750,5.1309,6.7872,6.0018,6.2196,0.5351,0.5330,0.4574,0.6051,0.5717,0.5746,0.5242,0.4612,0.3957,0.5235,0.4946,0.4972,0.4536,0.3942,0.5215,0.4927,0.4952,0.4518,0.4475,0.4228,0.4250,0.3877,0.5594,0.5622,0.5129,0.5312,0.4846,0.4871
1934,Archive,7.4100,6.9199,3.2037,6.6093,14.4310,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Craft,6.2306,6.2186,5.5578,5.6866,9.7347,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Flow,6.7917,5.9937,5.2760,7.2177,11.1183,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Hands,4.8862,4.7247,5.8749,3.8397,5.6558,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Helm,7.1739,7.0525,3.9601,6.4907,13.5116,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Lore,5.0978,6.2962,5.1372,6.6979,9.6058,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Shield,5.3539,6.2056,4.4332,5.3987,9.8256,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1934,Stewards,5.6447,6.0430,4.9698,6.8032,10.1195,0.6233,0.6471,0.5469,0.6865,0.6210,0.6249,0.6300,0.5754,0.4863,0.6104,0.5522,0.5556,0.5602,0.5049,0.6337,0.5733,0.5769,0.5816,0.5356,0.4845,0.4876,0.4916,0.6082,0.6119,0.6170,0.5536,0.5581,0.5616
1936,Archive,7.1084,7.0178,3.1169,7.2096,14.6142,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Craft,5.5245,5.4663,4.5220,5.9410,9.4393,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Flow,6.8063,6.8115,3.7680,6.6138,13.1568,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Hands,5.6294,5.0353,6.0243,4.1956,6.7382,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Helm,8.0282,6.6023,4.4486,6.1620,13.2629,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Lore,6.8740,6.1839,5.2082,5.9066,10.8030,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Shield,6.9812,5.8025,4.1815,5.0662,11.1354,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Stewards,7.7171,6.9381,3.9394,7.2493,14.3405,0.6206,0.6835,0.5705,0.6853,0.6444,0.6501,0.7024,0.6003,0.5010,0.6018,0.5659,0.5709,0.6168,0.5518,0.6628,0.6233,0.6288,0.6794,0.5532,0.5202,0.5248,0.5670,0.6248,0.6303,0.6811,0.5928,0.6405,0.6461
1936,Archive,8.1204,6.8708,3.3877,7.4426,15.3247,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Craft,6.0269,6.0697,5.8086,5.6861,9.1311,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Flow,7.5901,7.4511,4.6962,6.8602,13.7752,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Hands,5.7297,5.9266,7.3780,4.3667,6.4617,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Helm,7.0906,7.2185,6.3517,5.7619,10.8383,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Lore,5.8850,5.4505,6.4951,7.7030,8.6919,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Shield,7.2266,6.2766,4.3347,4.7782,11.5576,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1936,Stewards,6.9844,7.3869,5.0694,6.8277,12.7157,0.6247,0.7043,0.5739,0.6551,0.6166,0.6674,0.6869,0.6036,0.4919,0.5614,0.5284,0.5720,0.5887,0.5545,0.6329,0.5958,0.6449,0.6637,0.5158,0.4855,0.5256,0.5409,0.5541,0.5998,0.6173,0.5646,0.5811,0.6290
1938,Archive,7.8694,7.1059,4.2642,7.1885,14.3053,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Craft,7.3412,7.3031,5.3258,5.8635,12.2503,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Flow,8.5095,7.4813,4.5612,7.0382,14.9487,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Hands,6.4900,6.0135,7.1348,4.0336,7.3854,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Helm,7.7812,7.1914,5.1840,6.6439,13.1106,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Lore,5.6452,5.8647,6.9888,7.1136,8.0779,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Shield,7.3565,7.1423,3.7892,5.9365,13.6779,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Stewards,6.8500,6.9981,5.1543,6.9575,12.1725,0.6642,0.7070,0.5789,0.6781,0.5918,0.6872,0.6629,0.6737,0.5516,0.6461,0.5639,0.6547,0.6316,0.5872,0.6878,0.6003,0.6970,0.6724,0.5632,0.4915,0.5707,0.5505,0.5757,0.6685,0.6449,0.5834,0.5628,0.6535
1938,Archive,8.3873,7.8640,3.4946,7.3299,16.4216,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Craft,7.0635,6.8405,4.8900,6.3237,12.1759,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Flow,8.0901,8.0608,4.5151,8.0630,15.6673,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Hands,5.8596,6.0742,6.1110,5.3354,8.4905,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Helm,8.4578,8.5259,5.4385,7.4721,15.2813,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Lore,5.6841,5.0924,6.3382,6.9170,7.8968,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Shield,7.5952,8.0593,4.5163,5.7601,14.0182,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1938,Stewards,7.7327,7.9247,5.2721,7.2200,13.9952,0.6937,0.7513,0.6271,0.7451,0.6157,0.7246,0.7243,0.6829,0.5700,0.6773,0.5597,0.6587,0.6583,0.6174,0.7335,0.6061,0.7134,0.7130,0.6123,0.5060,0.5955,0.5952,0.6012,0.7075,0.7072,0.5846,0.5843,0.6877
1939,Archive,7.7458,8.0364,3.6239,6.9936,15.6551,0.6550,0.6681,0.6139,0.7142,0.6485,0.7185,0.6601,0.5920,0.5440,0.6328,0.5747,0.6367,0.5849,0.5548,0.6454,0.5861,0.6494,0.5966,0.5931,0.5386,0.5967,0.5482,0.6266,0.6942,0.6377,0.6304,0.5791,0.6416
1939,Craft,6.5516,6.6672,5.3541,5.4172,10.5732,0.6550,0.6681,0.6139,0.7142,0.6485,0.7185,0.6601,0.5920,0.5440,0.6328,0.5747,0.6367,0.5849,0.5548,0.6454,0.5861,0.6494,0.5966,0.5931,0.5386,0.5967,0.5482,0.6266,0.6942,0.6377,0.6304,0.5791,0.6416
1939,Flow,6.9230,7.0131,6.2207,7.2116,11.3213,0.6550,0.6681,0.6139,0.7142,0.6485,0.7185,0.6601,0.5920,0.5440,0.6328,0.5747,0.6367,0.5849,0.5548,0.6454,0.5861,0.6494,0.5966,0.5931,0.5386,0.5967,0.5482,0.6266,0.6942,0.6377,0.6304,0.5791,0.6416
1939,Hands,6.4432,5.8863,6.1543,4.2763,8.3134,0.6550,0.6681,0.6139,0.7142,0.6485,0.7185,0.6601,0.5920,0.5440,0.6328,0.5747,0.6367,0.5849,0.5548,0.6454,0.5861,0.6494,0.5966,0.5931,0.5386,0.5967,0.5482,0.6266,0.6942,0.6377,0.6304,0.5791,0.6416
1939,Helm,8.2292,7.7631,5.2236,6.6206,14.0790,0.6550,0.6681,0.6139,0.7142,0.6485,0.7185,0.6601,0.5920,0.5440,0.6328,0.5747,0.6367,0.5849,0.5548,0.6454,0.5861,0.6494,0.5966,0.5931,0.5386,0.5967,0.5482,0.6266,0.6942,0.6377,0.6304,0.5791,0.6416
