Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
China,1811,Archive,0.71,0.71,0.45,0.55,1.5,11.0,12.5
China,1811,Flow,0.71,0.55,0.45,0.84,1.5,7.0,8.5
China,1812,Helm,0.89,0.84,0.55,0.84,1.5,7.5,9.0
China,1812,Shield,0.45,0.55,0.45,0.84,2.0,6.0,8.0
China,1812,Lore,0.45,0.45,0.84,0.55,3.5,11.5,15.0
China,1812,Stewards,0.55,0.84,0.84,0.55,3.0,8.0,11.0
China,1812,Craft,0.84,0.45,0.55,0.45,4.5,6.0,10.5
China,1812,Hands,0.45,0.45,0.45,0.84,1.0,4.5,5.5
China,1812,Archive,0.45,0.55,0.0,0.71,3.0,11.5,14.5
China,1812,Flow,0.84,0.71,0.84,0.84,4.5,7.0,11.5
China,1813,Helm,0.71,0.55,0.0,0.84,2.0,7.5,9.5
China,1813,Shield,0.84,0.71,0.55,0.55,4.5,6.5,11.0
China,1813,Lore,0.45,0.71,0.0,0.45,3.0,12.0,15.0
China,1813,Stewards,0.45,0.71,0.84,0.45,2.5,8.0,10.5
China,1813,Craft,0.45,0.45,0.45,0.45,1.0,7.5,8.5
China,1813,Hands,0.55,0.45,0.0,0.55,2.5,3.0,5.5
China,1813,Archive,0.55,0.84,0.84,0.55,2.5,10.5,13.0
China,1813,Flow,0.45,0.55,0.55,0.45,3.0,7.5,10.5
China,1814,Helm,0.45,0.84,0.45,0.71,1.5,7.0,8.5
China,1814,Shield,0.71,0.0,1.0,0.84,3.0,6.0,9.0
China,1814,Lore,0.55,0.0,0.71,0.0,2.0,13.0,15.0
China,1814,Stewards,0.71,0.0,0.0,0.84,1.0,9.0,10.0
China,1814,Craft,0.71,0.84,0.45,0.89,3.0,7.0,10.0
China,1814,Hands,0.84,0.55,1.0,0.55,4.5,3.0,7.5
China,1814,Archive,0.45,0.84,0.0,0.45,2.0,11.0,13.0
China,1814,Flow,0.0,0.45,0.45,0.55,0.5,8.5,9.0
China,1815,Helm,0.0,0.45,0.84,0.89,3.5,5.5,9.0
China,1815,Shield,0.84,0.71,0.45,0.0,2.0,6.5,8.5
China,1815,Lore,0.45,0.45,0.45,0.84,3.0,12.5,15.5
China,1815,Stewards,0.45,0.45,0.45,0.45,1.0,9.5,10.5
China,1815,Craft,0.55,0.84,0.55,0.45,2.0,8.5,10.5
China,1815,Hands,0.45,0.45,0.45,0.71,2.0,4.5,6.5
China,1815,Archive,0.55,0.45,0.71,0.45,2.5,10.5,13.0
China,1815,Flow,0.55,0.45,0.0,1.0,2.0,7.0,9.0
China,1816,Helm,0.71,1.0,0.45,0.0,4.0,6.0,10.0
China,1816,Shield,0.71,0.0,0.45,0.45,3.0,5.5,8.5
China,1816,Lore,1.0,0.55,0.45,0.84,3.0,12.0,15.0
China,1816,Stewards,0.0,0.45,0.55,0.55,1.5,9.5,11.0
China,1816,Craft,0.55,0.45,0.84,0.45,2.5,7.0,9.5
China,1816,Hands,0.45,0.55,0.0,0.89,0.5,5.0,5.5
China,1816,Archive,0.55,0.45,0.55,0.45,2.0,11.0,13.0
China,1816,Flow,0.45,0.84,0.55,0.84,3.5,6.5,10.0
China,1817,Helm,0.45,0.55,0.71,0.55,2.5,5.5,8.0
China,1817,Shield,0.45,0.0,0.55,0.45,1.0,6.5,7.5
China,1817,Lore,0.71,0.55,0.45,0.84,3.5,12.0,15.5
China,1817,Stewards,0.45,0.45,0.84,0.71,3.5,8.5,12.0
China,1817,Craft,0.55,0.45,0.45,0.84,3.0,8.0,11.0
China,1817,Hands,0.55,0.84,0.45,0.45,1.0,4.5,5.5
China,1817,Archive,0.45,0.71,0.45,0.71,2.5,10.5,13.0
China,1817,Flow,0.45,0.71,0.45,0.45,2.5,6.5,9.0
China,1818,Helm,0.55,0.45,0.55,0.55,3.5,6.5,10.0
China,1818,Shield,0.0,0.71,0.84,1.0,4.0,6.0,10.0
China,1818,Lore,0.0,0.84,0.55,1.0,2.5,12.0,14.5
China,1818,Stewards,0.84,0.71,0.84,0.45,4.0,7.0,11.0
China,1818,Craft,0.45,0.55,0.45,0.45,1.0,7.5,8.5
China,1818,Hands,0.84,0.45,0.45,0.45,3.5,4.5,8.0
China,1818,Archive,0.84,0.71,0.45,0.55,5.0,9.5,14.5
China,1818,Flow,0.71,0.55,0.84,0.45,2.0,8.5,10.5
China,1819,Helm,0.45,0.84,0.45,0.84,3.0,6.5,9.5
China,1819,Shield,0.84,0.55,0.55,0.45,3.0,5.5,8.5
China,1819,Lore,0.55,0.0,0.0,0.84,1.5,13.0,14.5
China,1819,Stewards,0.45,0.71,0.45,0.0,3.0,8.5,11.5
China,1819,Craft,0.71,0.55,0.71,0.55,2.0,7.0,9.0
China,1819,Hands,0.71,0.45,0.45,0.71,2.0,4.5,6.5
China,1819,Archive,0.45,0.84,1.0,0.71,3.5,10.5,14.0
China,1819,Flow,0.45,0.71,0.45,0.55,2.5,8.0,10.5
China,1820,Helm,0.71,0.45,0.45,0.55,3.5,7.0,10.5
China,1820,Shield,0.45,0.45,0.0,0.45,2.0,6.5,8.5
China,1820,Lore,0.55,0.55,0.0,0.45,2.0,14.0,16.0
China,1820,Stewards,0.89,0.45,0.55,0.71,3.0,8.0,11.0
China,1820,Craft,0.71,0.84,0.84,0.84,4.0,7.0,11.0
China,1820,Hands,0.55,0.55,0.84,0.0,3.0,4.5,7.5
China,1820,Archive,0.71,0.89,0.84,0.45,3.5,10.5,14.0
China,1820,Flow,0.0,0.71,0.45,0.45,2.0,7.5,9.5
China,1821,Helm,0.89,0.84,0.84,0.0,4.0,5.0,9.0
China,1821,Shield,0.84,0.45,0.55,0.45,2.5,6.0,8.5
China,1821,Lore,0.0,0.71,0.45,0.0,3.0,13.0,16.0
China,1821,Stewards,0.84,0.0,0.45,0.0,2.0,8.5,10.5
China,1821,Craft,0.84,0.71,0.0,0.71,3.5,7.5,11.0
China,1821,Hands,0.71,0.55,0.0,0.71,1.5,4.5,6.0
China,1821,Archive,0.84,0.45,0.71,1.1,1.0,11.5,12.5
China,1821,Flow,0.55,0.55,0.55,0.45,3.5,6.0,9.5
China,1822,Helm,0.71,0.71,0.0,0.0,4.0,6.0,10.0
China,1822,Shield,0.45,0.45,0.0,1.0,2.0,7.0,9.0
China,1822,Lore,0.55,0.71,0.55,0.45,2.0,13.0,15.0
China,1822,Stewards,0.84,0.55,0.0,0.45,3.0,7.5,10.5
China,1822,Craft,0.71,0.45,0.84,0.89,2.5,7.0,9.5
China,1822,Hands,1.0,0.84,0.71,0.45,2.0,4.5,6.5
China,1822,Archive,0.84,0.45,0.55,0.45,2.5,12.0,14.5
China,1822,Flow,0.55,0.84,0.0,0.45,3.0,7.5,10.5
China,1823,Helm,0.84,0.0,0.71,0.71,2.5,6.5,9.0
China,1823,Shield,0.0,0.0,0.84,0.55,2.0,6.5,8.5
China,1823,Lore,0.45,0.0,0.45,0.89,2.0,13.5,15.5
China,1823,Stewards,0.55,0.45,0.71,0.84,2.0,9.0,11.0
China,1823,Craft,0.84,0.45,0.84,0.0,2.0,7.5,9.5
China,1823,Hands,0.0,0.45,0.71,0.45,2.0,4.5,6.5
China,1823,Archive,0.71,0.89,0.71,0.45,3.0,10.0,13.0
China,1823,Flow,0.45,0.45,0.84,0.0,1.0,7.5,8.5
China,1824,Helm,0.0,0.71,0.84,0.84,2.5,6.5,9.0
China,1824,Shield,0.55,0.45,0.45,0.84,1.5,6.5,8.0
China,1824,Lore,0.71,0.45,0.0,0.0,2.0,13.0,15.0
China,1824,Stewards,0.0,0.71,0.45,0.45,3.0,7.5,10.5
China,1824,Craft,0.45,0.55,0.45,0.84,2.5,7.5,10.0
China,1824,Hands,0.71,0.0,0.45,0.45,3.5,4.0,7.5
China,1824,Archive,0.45,0.84,0.71,0.55,2.0,11.5,13.5
China,1824,Flow,0.55,0.71,0.55,0.55,1.5,9.0,10.5
China,1825,Helm,0.55,0.55,0.0,0.45,2.0,6.0,8.0
China,1825,Shield,0.84,0.71,0.71,0.0,5.0,4.5,9.5
China,1825,Lore,0.45,0.71,0.0,0.55,2.5,12.5,15.0
China,1825,Stewards,0.45,0.0,0.55,0.0,2.0,9.5,11.5
China,1825,Craft,0.71,0.71,0.0,0.45,3.0,6.5,9.5
China,1825,Hands,0.45,0.0,0.45,0.71,2.0,4.5,6.5
China,1825,Archive,0.71,0.89,0.89,0.84,4.5,10.0,14.5
China,1825,Flow,0.45,0.84,0.71,0.45,3.0,6.5,9.5
China,1826,Helm,0.84,0.45,0.45,0.0,3.0,6.0,9.0
China,1826,Shield,0.55,0.55,0.84,0.71,3.5,5.5,9.0
China,1826,Lore,0.71,0.71,0.0,0.45,3.0,12.0,15.0
China,1826,Stewards,0.45,0.45,0.55,0.84,2.5,8.5,11.0
China,1826,Craft,0.45,0.89,0.71,0.45,4.0,7.5,11.5
China,1826,Hands,0.84,0.71,0.55,0.0,3.0,4.5,7.5
China,1826,Archive,0.71,0.84,0.45,0.55,2.5,11.0,13.5
China,1826,Flow,0.84,0.55,0.84,0.89,4.5,6.5,11.0
China,1827,Helm,0.45,0.71,0.45,0.45,2.5,6.5,9.0
China,1827,Shield,0.84,0.45,0.71,0.84,3.0,6.0,9.0
China,1827,Lore,0.71,0.55,0.55,0.45,3.5,11.0,14.5
China,1827,Stewards,0.45,0.71,0.0,0.45,3.0,7.5,10.5
China,1827,Craft,0.84,0.71,0.45,0.0,2.0,7.5,9.5
China,1827,Hands,0.45,0.71,0.0,0.45,1.0,4.5,5.5
China,1827,Archive,0.45,0.55,0.45,0.0,3.0,10.0,13.0
China,1827,Flow,0.45,0.45,0.55,0.84,2.5,7.0,9.5
China,1828,Helm,0.71,0.55,0.45,0.45,1.0,7.0,8.0
China,1828,Shield,0.55,0.71,0.71,0.45,2.5,7.0,9.5
China,1828,Lore,0.45,1.1,0.55,0.84,4.5,11.5,16.0
China,1828,Stewards,0.45,0.45,0.55,1.1,2.0,9.0,11.0
China,1828,Craft,0.71,0.84,0.45,0.55,2.5,7.0,9.5
China,1828,Hands,0.71,0.45,0.55,0.55,2.0,4.5,6.5
China,1828,Archive,0.55,0.84,0.45,0.71,3.5,10.5,14.0
China,1828,Flow,0.55,0.55,0.45,1.0,2.0,8.0,10.0
China,1829,Helm,0.55,0.55,0.55,0.45,3.0,7.0,10.0
China,1829,Shield,0.55,0.45,0.55,0.71,2.5,3.0,5.5
China,1829,Lore,0.45,0.45,0.89,0.0,3.0,11.0,14.0
China,1829,Stewards,0.45,0.55,0.45,0.84,4.0,7.0,11.0
China,1829,Craft,0.45,0.0,0.71,0.71,2.0,7.5,9.5
China,1829,Hands,1.0,0.55,0.84,0.55,4.0,0.5,4.5
China,1829,Archive,1.0,0.0,0.55,0.55,3.5,9.5,13.0
China,1829,Flow,0.71,0.84,0.45,0.45,2.5,7.0,9.5
China,1830,Helm,0.45,0.55,0.45,0.45,1.0,7.0,8.0
China,1830,Shield,0.0,0.45,0.45,0.45,2.5,4.0,6.5
China,1830,Lore,0.55,0.45,0.0,0.84,2.5,11.0,13.5
China,1830,Stewards,0.55,0.0,0.55,0.45,2.5,6.5,9.0
China,1830,Craft,0.45,0.55,0.84,0.55,1.5,8.0,9.5
China,1830,Hands,0.55,0.71,0.84,0.55,2.5,1.5,4.0
China,1830,Archive,0.55,0.89,0.0,0.71,1.5,9.5,11.0
China,1830,Flow,0.45,0.45,0.71,0.45,4.0,5.5,9.5
China,1831,Helm,0.45,0.84,0.84,0.55,3.5,6.5,10.0
China,1831,Shield,0.55,0.45,0.71,0.84,2.5,4.5,7.0
China,1831,Lore,0.84,0.0,1.0,0.45,3.5,10.0,13.5
China,1831,Stewards,0.71,0.55,0.55,0.84,3.5,5.0,8.5
China,1831,Craft,0.55,0.45,0.84,0.45,2.0,7.5,9.5
China,1831,Hands,0.84,0.89,0.84,0.84,5.0,0.5,5.5
China,1831,Archive,0.0,0.45,0.84,0.71,2.5,10.0,12.5
China,1831,Flow,0.45,0.71,0.45,0.45,1.0,6.5,7.5
China,1832,Helm,0.89,0.71,1.0,0.89,3.5,6.5,10.0
China,1832,Shield,0.71,0.71,0.84,0.45,3.0,3.0,6.0
China,1832,Lore,0.71,0.71,0.45,0.89,3.5,11.0,14.5
China,1832,Stewards,0.84,0.45,0.45,0.84,3.0,6.0,9.0
China,1832,Craft,0.45,0.0,0.55,0.0,1.0,7.5,8.5
China,1832,Hands,0.71,1.0,0.45,1.0,3.5,1.0,4.5
China,1832,Archive,0.71,0.55,0.45,0.55,1.5,9.5,11.0
China,1832,Flow,0.45,0.55,0.71,0.0,2.0,5.5,7.5
China,1833,Helm,0.71,0.45,0.55,0.45,2.0,7.0,9.0
China,1833,Shield,0.0,0.0,0.84,0.45,2.5,3.5,6.0
China,1833,Lore,0.0,0.84,0.45,0.45,1.5,11.0,12.5
China,1833,Stewards,0.45,0.71,0.55,0.55,1.0,7.0,8.0
China,1833,Craft,0.0,0.71,0.55,0.55,2.5,7.5,10.0
China,1833,Hands,1.1,0.89,0.71,1.1,3.0,3.0,6.0
China,1833,Archive,0.45,0.45,0.45,0.0,2.0,10.0,12.0
China,1833,Flow,0.45,0.45,0.45,0.45,1.0,6.5,7.5
China,1834,Helm,0.71,1.0,0.45,0.55,3.5,6.0,9.5
China,1834,Shield,0.84,0.45,0.71,0.45,1.5,4.0,5.5
China,1834,Lore,0.0,0.71,0.71,0.71,1.0,12.0,13.0
China,1834,Stewards,0.84,0.45,0.45,0.71,2.5,7.0,9.5
China,1834,Craft,0.55,0.84,0.45,0.0,2.0,8.5,10.5
China,1834,Hands,0.55,0.55,0.55,0.84,4.0,3.0,7.0
China,1834,Archive,0.71,0.0,0.55,0.55,2.5,9.5,12.0
China,1834,Flow,0.45,0.55,0.45,0.55,2.5,6.0,8.5
China,1835,Helm,0.45,0.89,0.84,0.71,2.5,7.0,9.5
China,1835,Shield,0.0,0.0,0.89,0.84,2.0,4.0,6.0
China,1835,Lore,0.45,0.45,0.45,0.55,2.0,11.5,13.5
China,1835,Stewards,0.55,0.45,0.71,0.45,4.0,5.5,9.5
China,1835,Craft,0.0,0.71,0.71,0.71,2.5,7.0,9.5
China,1835,Hands,0.55,1.0,0.45,0.84,4.0,3.0,7.0
China,1835,Archive,0.0,0.55,0.45,0.45,2.5,9.0,11.5
China,1835,Flow,0.71,0.84,0.45,0.55,4.0,5.5,9.5
China,1836,Helm,0.84,0.45,0.0,0.45,2.0,7.0,9.0
China,1836,Shield,0.45,0.45,0.71,0.55,3.0,3.0,6.0
China,1836,Lore,0.71,0.55,0.84,1.0,2.0,11.0,13.0
China,1836,Stewards,0.0,0.45,0.71,0.45,2.5,6.0,8.5
China,1836,Craft,0.84,0.45,0.84,0.55,2.0,7.5,9.5
China,1836,Hands,0.84,0.0,0.45,1.1,3.0,2.0,5.0
China,1836,Archive,0.45,0.0,0.55,0.84,1.5,10.0,11.5
China,1836,Flow,0.55,0.55,0.71,0.55,1.0,6.0,7.0
China,1837,Helm,0.71,0.0,0.0,0.55,1.5,7.0,8.5
China,1837,Shield,0.55,0.55,0.55,0.84,4.0,3.5,7.5
China,1837,Lore,0.71,0.45,0.71,0.55,4.0,10.0,14.0
China,1837,Stewards,0.0,0.84,0.0,1.0,2.5,6.0,8.5
China,1837,Craft,0.71,0.45,0.71,0.71,4.0,6.5,10.5
China,1837,Hands,0.45,0.45,0.45,0.84,2.0,2.5,4.5
China,1837,Archive,0.55,0.45,0.55,0.71,1.5,10.5,12.0
China,1837,Flow,0.45,0.71,0.55,1.0,3.0,7.0,10.0
China,1838,Helm,0.0,0.84,0.45,0.45,1.5,7.0,8.5
China,1838,Shield,0.55,0.55,0.45,0.45,2.0,4.0,6.0
China,1838,Lore,0.55,0.0,0.55,0.84,2.5,11.0,13.5
China,1838,Stewards,0.45,0.45,0.0,0.55,1.5,7.0,8.5
China,1838,Craft,0.55,0.0,0.45,0.71,1.5,7.0,8.5
China,1838,Hands,1.0,0.71,0.84,1.0,6.0,0.0,6.0
China,1838,Archive,0.71,0.55,0.84,0.0,2.0,10.0,12.0
China,1838,Flow,0.89,0.55,0.71,0.55,4.5,5.5,10.0
China,1839,Helm,0.55,1.1,0.84,0.71,4.0,4.0,8.0
China,1839,Shield,0.89,0.55,1.3,1.34,5.5,-1.5,4.0
China,1839,Lore,0.55,0.55,0.45,0.71,2.5,8.5,11.0
China,1839,Stewards,0.89,0.45,0.84,1.1,3.0,5.0,8.0
China,1839,Craft,0.71,0.55,0.55,0.84,2.5,5.5,8.0
China,1839,Hands,0.55,1.0,0.71,0.55,4.5,1.0,5.5
China,1839,Archive,0.84,0.45,0.84,0.55,2.5,7.5,10.0
China,1839,Flow,0.55,0.84,0.45,0.89,3.0,4.0,7.0
China,1840,Helm,1.0,1.0,0.84,0.55,5.0,4.5,9.5
China,1840,Shield,0.84,1.82,1.58,1.1,7.0,-2.5,4.5
China,1840,Lore,0.45,0.0,0.84,0.55,2.0,9.0,11.0
China,1840,Stewards,0.45,0.84,0.84,0.55,2.5,5.0,7.5
China,1840,Craft,0.45,0.45,0.55,1.1,2.0,6.0,8.0
China,1840,Hands,0.71,0.84,0.84,0.45,3.5,2.0,5.5
China,1840,Archive,0.71,0.0,0.55,0.0,3.0,8.0,11.0
China,1840,Flow,0.84,0.71,1.0,0.89,3.0,2.0,5.0
China,1841,Helm,0.45,0.89,0.45,1.0,3.0,6.5,9.5
China,1841,Shield,0.71,0.84,0.84,0.71,3.0,2.0,5.0
China,1841,Lore,0.45,0.55,0.45,0.71,2.0,10.5,12.5
China,1841,Stewards,0.84,0.55,0.89,0.55,2.5,5.0,7.5
China,1841,Craft,0.0,0.45,0.45,0.55,2.0,7.0,9.0
China,1841,Hands,0.71,1.1,0.84,0.45,4.0,1.5,5.5
China,1841,Archive,0.45,0.45,0.45,0.45,1.5,7.5,9.0
China,1841,Flow,0.71,1.1,0.84,0.55,3.0,3.0,6.0
China,1842,Helm,0.55,0.89,0.84,0.55,2.5,6.5,9.0
China,1842,Shield,0.84,1.0,1.1,0.45,4.0,2.0,6.0
China,1842,Lore,0.55,0.84,0.45,0.0,2.0,8.5,10.5
China,1842,Stewards,0.55,0.89,0.55,0.0,3.0,6.5,9.5
China,1842,Craft,0.55,0.45,0.45,0.45,2.5,5.5,8.0
China,1842,Hands,0.71,0.89,1.0,0.84,2.5,2.5,5.0
China,1842,Archive,0.45,0.71,0.71,0.84,2.5,7.5,10.0
China,1842,Flow,0.55,0.84,0.55,0.55,3.5,3.0,6.5
China,1843,Helm,0.55,0.71,0.45,0.55,2.5,5.0,7.5
China,1843,Shield,0.84,0.45,0.55,0.89,3.0,2.5,5.5
China,1843,Lore,0.84,0.45,0.55,0.84,2.5,9.0,11.5
China,1843,Stewards,0.84,0.45,0.0,0.45,2.0,6.5,8.5
China,1843,Craft,0.0,0.84,0.55,0.71,3.5,6.0,9.5
China,1843,Hands,0.71,1.0,0.89,0.0,3.0,1.5,4.5
China,1843,Archive,1.0,0.45,0.0,0.71,2.5,7.5,10.0
China,1843,Flow,0.89,0.89,0.71,0.71,5.0,4.0,9.0
China,1844,Helm,0.55,0.55,0.89,0.45,2.5,7.0,9.5
China,1844,Shield,1.0,0.55,0.45,1.1,2.0,2.5,4.5
China,1844,Lore,0.71,0.71,0.0,0.71,3.0,8.5,11.5
China,1844,Stewards,0.45,0.84,0.0,0.45,1.0,7.5,8.5
China,1844,Craft,0.71,0.0,0.89,0.55,3.0,6.0,9.0
China,1844,Hands,0.71,0.55,0.45,0.89,2.0,4.0,6.0
China,1844,Archive,0.45,0.45,0.84,0.89,3.0,7.5,10.5
China,1844,Flow,0.84,0.55,0.71,0.45,2.5,5.0,7.5
China,1845,Helm,0.84,0.45,0.89,0.89,1.5,6.5,8.0
China,1845,Shield,0.55,0.89,0.55,0.71,2.0,2.0,4.0
China,1845,Lore,0.71,0.0,0.0,0.55,2.5,8.0,10.5
China,1845,Stewards,1.1,1.1,0.71,0.45,3.5,3.0,6.5
China,1845,Craft,0.89,1.0,0.55,1.0,5.0,2.0,7.0
China,1845,Hands,1.0,0.55,0.55,0.55,3.0,0.5,3.5
China,1845,Archive,0.45,0.45,0.0,0.45,0.5,8.0,8.5
China,1845,Flow,1.0,0.71,0.71,0.84,5.0,1.5,6.5
China,1846,Helm,0.89,0.55,0.55,0.84,2.5,5.5,8.0
China,1846,Shield,0.55,0.84,0.55,0.71,3.0,1.5,4.5
China,1846,Lore,0.45,0.55,0.71,0.71,1.5,7.5,9.0
China,1846,Stewards,0.84,0.55,1.1,0.55,2.5,4.0,6.5
China,1846,Craft,0.55,0.71,0.55,0.84,3.0,3.0,6.0
China,1846,Hands,1.0,0.71,0.84,0.71,4.0,0.0,4.0
