Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Singapore,1952,State Memory,8,7,-2,7,20,15.6
Singapore,1952,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1953,Executive,7,6,-1,6,17,13.2
Singapore,1953,Army,6,5,0,5,13.5,9.6
Singapore,1953,Priests,8,7,-2,7,20,15.6
Singapore,1953,Property Owners,7,6,-1,6,17,13.2
Singapore,1953,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1953,Proletariat,8,7,-2,7,20,15.6
Singapore,1953,State Memory,7,6,-1,6,17,13.2
Singapore,1953,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1954,Executive,8,7,-2,7,20,15.6
Singapore,1954,Army,7,6,-1,6,17,13.2
Singapore,1954,Priests,9,8,-3,8,23,18
Singapore,1954,Property Owners,8,7,-2,7,20,15.6
Singapore,1954,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1954,Proletariat,9,8,-3,8,23,18
Singapore,1954,State Memory,8,7,-2,7,20,15.6
Singapore,1954,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1955,Executive,9,8,-3,8,23,18
Singapore,1955,Army,8,7,-2,7,20,15.6
Singapore,1955,Priests,10,9,-4,9,26.5,20.4
Singapore,1955,Property Owners,9,8,-3,8,23,18
Singapore,1955,Trades/Professions,9,8,-3,8,23,18
Singapore,1955,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1955,State Memory,9,8,-3,8,23,18
Singapore,1955,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1956,Executive,8,7,-2,7,20,15.6
Singapore,1956,Army,7,6,-1,6,17,13.2
Singapore,1956,Priests,9,8,-3,8,23,18
Singapore,1956,Property Owners,8,7,-2,7,20,15.6
Singapore,1956,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1956,Proletariat,9,8,-3,8,23,18
Singapore,1956,State Memory,8,7,-2,7,20,15.6
Singapore,1956,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1957,Executive,7,6,-1,6,17,13.2
Singapore,1957,Army,6,5,0,5,13.5,9.6
Singapore,1957,Priests,8,7,-2,7,20,15.6
Singapore,1957,Property Owners,7,6,-1,6,17,13.2
Singapore,1957,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1957,Proletariat,8,7,-2,7,20,15.6
Singapore,1957,State Memory,7,6,-1,6,17,13.2
Singapore,1957,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1958,Executive,6,5,0,5,13.5,9.6
Singapore,1958,Army,5,4,1,4,11,7.8
Singapore,1958,Priests,7,6,-1,6,17,13.2
Singapore,1958,Property Owners,6,5,0,5,13.5,9.6
Singapore,1958,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1958,Proletariat,7,6,-1,6,17,13.2
Singapore,1958,State Memory,6,5,0,5,13.5,9.6
Singapore,1958,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1959,Executive,5,4,1,4,11,7.8
Singapore,1959,Army,4,3,2,3,7.5,6
Singapore,1959,Priests,6,5,0,5,13.5,9.6
Singapore,1959,Property Owners,5,4,1,4,11,7.8
Singapore,1959,Trades/Professions,5,4,1,4,11,7.8
Singapore,1959,Proletariat,6,5,0,5,13.5,9.6
Singapore,1959,State Memory,5,4,1,4,11,7.8
Singapore,1959,Shopkeepers/Merchants,4,3,2,3,7.5,6
Singapore,1960,Executive,6,5,0,5,13.5,9.6
Singapore,1960,Army,5,4,1,4,11,7.8
Singapore,1960,Priests,7,6,-1,6,17,13.2
Singapore,1960,Property Owners,6,5,0,5,13.5,9.6
Singapore,1960,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1960,Proletariat,7,6,-1,6,17,13.2
Singapore,1960,State Memory,6,5,0,5,13.5,9.6
Singapore,1960,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1960,Executive,6,5,0,5,13.5,9.6
Singapore,1960,Army,5,4,1,4,11,7.8
Singapore,1960,Priests,7,6,-1,6,17,13.2
Singapore,1960,Property Owners,6,5,0,5,13.5,9.6
Singapore,1960,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1960,Proletariat,7,6,-1,6,17,13.2
Singapore,1960,State Memory,6,5,0,5,13.5,9.6
Singapore,1960,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1961,Executive,7,6,-1,6,17,13.2
Singapore,1961,Army,6,5,0,5,13.5,9.6
Singapore,1961,Priests,8,7,-2,7,20,15.6
Singapore,1961,Property Owners,7,6,-1,6,17,13.2
Singapore,1961,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1961,Proletariat,8,7,-2,7,20,15.6
Singapore,1961,State Memory,7,6,-1,6,17,13.2
Singapore,1961,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1962,Executive,8,7,-2,7,20,15.6
Singapore,1962,Army,7,6,-1,6,17,13.2
Singapore,1962,Priests,9,8,-3,8,23,18
Singapore,1962,Property Owners,8,7,-2,7,20,15.6
Singapore,1962,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1962,Proletariat,9,8,-3,8,23,18
Singapore,1962,State Memory,8,7,-2,7,20,15.6
Singapore,1962,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1963,Executive,9,8,-3,8,23,18
Singapore,1963,Army,8,7,-2,7,20,15.6
Singapore,1963,Priests,10,9,-4,9,26.5,20.4
Singapore,1963,Property Owners,9,8,-3,8,23,18
Singapore,1963,Trades/Professions,9,8,-3,8,23,18
Singapore,1963,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1963,State Memory,9,8,-3,8,23,18
Singapore,1963,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1964,Executive,8,7,-2,7,20,15.6
Singapore,1964,Army,7,6,-1,6,17,13.2
Singapore,1964,Priests,9,8,-3,8,23,18
Singapore,1964,Property Owners,8,7,-2,7,20,15.6
Singapore,1964,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1964,Proletariat,9,8,-3,8,23,18
Singapore,1964,State Memory,8,7,-2,7,20,15.6
Singapore,1964,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1965,Executive,7,6,-1,6,17,13.2
Singapore,1965,Army,6,5,0,5,13.5,9.6
Singapore,1965,Priests,8,7,-2,7,20,15.6
Singapore,1965,Property Owners,7,6,-1,6,17,13.2
Singapore,1965,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1965,Proletariat,8,7,-2,7,20,15.6
Singapore,1965,State Memory,7,6,-1,6,17,13.2
Singapore,1965,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1966,Executive,6,5,0,5,13.5,9.6
Singapore,1966,Army,5,4,1,4,11,7.8
Singapore,1966,Priests,7,6,-1,6,17,13.2
Singapore,1966,Property Owners,6,5,0,5,13.5,9.6
Singapore,1966,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1966,Proletariat,7,6,-1,6,17,13.2
Singapore,1966,State Memory,6,5,0,5,13.5,9.6
Singapore,1966,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1967,Executive,7,6,-1,6,17,13.2
Singapore,1967,Army,6,5,0,5,13.5,9.6
Singapore,1967,Priests,8,7,-2,7,20,15.6
Singapore,1967,Property Owners,7,6,-1,6,17,13.2
Singapore,1967,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1967,Proletariat,8,7,-2,7,20,15.6
Singapore,1967,State Memory,7,6,-1,6,17,13.2
Singapore,1967,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1968,Executive,8,7,-2,7,20,15.6
Singapore,1968,Army,7,6,-1,6,17,13.2
Singapore,1968,Priests,9,8,-3,8,23,18
Singapore,1968,Property Owners,8,7,-2,7,20,15.6
Singapore,1968,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1968,Proletariat,9,8,-3,8,23,18
Singapore,1968,State Memory,8,7,-2,7,20,15.6
Singapore,1968,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1969,Executive,9,8,-3,8,23,18
Singapore,1969,Army,8,7,-2,7,20,15.6
Singapore,1969,Priests,10,9,-4,9,26.5,20.4
Singapore,1969,Property Owners,9,8,-3,8,23,18
Singapore,1969,Trades/Professions,9,8,-3,8,23,18
Singapore,1969,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1969,State Memory,9,8,-3,8,23,18
Singapore,1969,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1970,Executive,8,7,-2,7,20,15.6
Singapore,1970,Army,7,6,-1,6,17,13.2
Singapore,1970,Priests,9,8,-3,8,23,18
Singapore,1970,Property Owners,8,7,-2,7,20,15.6
Singapore,1970,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1970,Proletariat,9,8,-3,8,23,18
Singapore,1970,State Memory,8,7,-2,7,20,15.6
Singapore,1970,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1971,Executive,7,6,-1,6,17,13.2
Singapore,1971,Army,6,5,0,5,13.5,9.6
Singapore,1971,Priests,8,7,-2,7,20,15.6
Singapore,1971,Property Owners,7,6,-1,6,17,13.2
Singapore,1971,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1971,Proletariat,8,7,-2,7,20,15.6
Singapore,1971,State Memory,7,6,-1,6,17,13.2
Singapore,1971,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1972,Executive,6,5,0,5,13.5,9.6
Singapore,1972,Army,5,4,1,4,11,7.8
Singapore,1972,Priests,7,6,-1,6,17,13.2
Singapore,1972,Property Owners,6,5,0,5,13.5,9.6
Singapore,1972,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1972,Proletariat,7,6,-1,6,17,13.2
Singapore,1972,State Memory,6,5,0,5,13.5,9.6
Singapore,1972,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1973,Executive,7,6,-1,6,17,13.2
Singapore,1973,Army,6,5,0,5,13.5,9.6
Singapore,1973,Priests,8,7,-2,7,20,15.6
Singapore,1973,Property Owners,7,6,-1,6,17,13.2
Singapore,1973,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1973,Proletariat,8,7,-2,7,20,15.6
Singapore,1973,State Memory,7,6,-1,6,17,13.2
Singapore,1973,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1974,Executive,8,7,-2,7,20,15.6
Singapore,1974,Army,7,6,-1,6,17,13.2
Singapore,1974,Priests,9,8,-3,8,23,18
Singapore,1974,Property Owners,8,7,-2,7,20,15.6
Singapore,1974,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1974,Proletariat,9,8,-3,8,23,18
Singapore,1974,State Memory,8,7,-2,7,20,15.6
Singapore,1974,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1975,Executive,9,8,-3,8,23,18
Singapore,1975,Army,8,7,-2,7,20,15.6
Singapore,1975,Priests,10,9,-4,9,26.5,20.4
Singapore,1975,Property Owners,9,8,-3,8,23,18
Singapore,1975,Trades/Professions,9,8,-3,8,23,18
Singapore,1975,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1975,State Memory,9,8,-3,8,23,18
Singapore,1975,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1976,Executive,8,7,-2,7,20,15.6
Singapore,1976,Army,7,6,-1,6,17,13.2
Singapore,1976,Priests,9,8,-3,8,23,18
Singapore,1976,Property Owners,8,7,-2,7,20,15.6
Singapore,1976,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1976,Proletariat,9,8,-3,8,23,18
Singapore,1976,State Memory,8,7,-2,7,20,15.6
Singapore,1976,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1977,Executive,9,8,-3,8,23,18
Singapore,1977,Army,8,7,-2,7,20,15.6
Singapore,1977,Priests,10,9,-4,9,26.5,20.4
Singapore,1977,Property Owners,9,8,-3,8,23,18
Singapore,1977,Trades/Professions,9,8,-3,8,23,18
Singapore,1977,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1977,State Memory,9,8,-3,8,23,18
Singapore,1977,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1978,Executive,8,7,-2,7,20,15.6
Singapore,1978,Army,7,6,-1,6,17,13.2
Singapore,1978,Priests,9,8,-3,8,23,18
Singapore,1978,Property Owners,8,7,-2,7,20,15.6
Singapore,1978,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1978,Proletariat,9,8,-3,8,23,18
Singapore,1978,State Memory,8,7,-2,7,20,15.6
Singapore,1978,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1979,Executive,7,6,-1,6,17,13.2
Singapore,1979,Army,6,5,0,5,13.5,9.6
Singapore,1979,Priests,8,7,-2,7,20,15.6
Singapore,1979,Property Owners,7,6,-1,6,17,13.2
Singapore,1979,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1979,Proletariat,8,7,-2,7,20,15.6
Singapore,1979,State Memory,7,6,-1,6,17,13.2
Singapore,1979,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1980,Executive,6,5,0,5,13.5,9.6
Singapore,1980,Army,5,4,1,4,11,7.8
Singapore,1980,Priests,7,6,-1,6,17,13.2
Singapore,1980,Property Owners,6,5,0,5,13.5,9.6
Singapore,1980,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1980,Proletariat,7,6,-1,6,17,13.2
Singapore,1980,State Memory,6,5,0,5,13.5,9.6
Singapore,1980,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1981,Executive,7,6,-1,6,17,13.2
Singapore,1981,Army,6,5,0,5,13.5,9.6
Singapore,1981,Priests,8,7,-2,7,20,15.6
Singapore,1981,Property Owners,7,6,-1,6,17,13.2
Singapore,1981,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1981,Proletariat,8,7,-2,7,20,15.6
Singapore,1981,State Memory,7,6,-1,6,17,13.2
Singapore,1981,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1982,Executive,8,7,-2,7,20,15.6
Singapore,1982,Army,7,6,-1,6,17,13.2
Singapore,1982,Priests,9,8,-3,8,23,18
Singapore,1982,Property Owners,8,7,-2,7,20,15.6
Singapore,1982,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1982,Proletariat,9,8,-3,8,23,18
Singapore,1982,State Memory,8,7,-2,7,20,15.6
Singapore,1982,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1983,Executive,9,8,-3,8,23,18
Singapore,1983,Army,8,7,-2,7,20,15.6
Singapore,1983,Priests,10,9,-4,9,26.5,20.4
Singapore,1983,Property Owners,9,8,-3,8,23,18
Singapore,1983,Trades/Professions,9,8,-3,8,23,18
Singapore,1983,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1983,State Memory,9,8,-3,8,23,18
Singapore,1983,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1984,Executive,8,7,-2,7,20,15.6
Singapore,1984,Army,7,6,-1,6,17,13.2
Singapore,1984,Priests,9,8,-3,8,23,18
Singapore,1984,Property Owners,8,7,-2,7,20,15.6
Singapore,1984,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1984,Proletariat,9,8,-3,8,23,18
Singapore,1984,State Memory,8,7,-2,7,20,15.6
Singapore,1984,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1985,Executive,7,6,-1,6,17,13.2
Singapore,1985,Army,6,5,0,5,13.5,9.6
Singapore,1985,Priests,8,7,-2,7,20,15.6
Singapore,1985,Property Owners,7,6,-1,6,17,13.2
Singapore,1985,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1985,Proletariat,8,7,-2,7,20,15.6
Singapore,1985,State Memory,7,6,-1,6,17,13.2
Singapore,1985,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1986,Executive,6,5,0,5,13.5,9.6
Singapore,1986,Army,5,4,1,4,11,7.8
Singapore,1986,Priests,7,6,-1,6,17,13.2
Singapore,1986,Property Owners,6,5,0,5,13.5,9.6
Singapore,1986,Trades/Professions,6,5,0,5,13.5,9.6
Singapore,1986,Proletariat,7,6,-1,6,17,13.2
Singapore,1986,State Memory,6,5,0,5,13.5,9.6
Singapore,1986,Shopkeepers/Merchants,5,4,1,4,11,7.8
Singapore,1987,Executive,7,6,-1,6,17,13.2
Singapore,1987,Army,6,5,0,5,13.5,9.6
Singapore,1987,Priests,8,7,-2,7,20,15.6
Singapore,1987,Property Owners,7,6,-1,6,17,13.2
Singapore,1987,Trades/Professions,7,6,-1,6,17,13.2
Singapore,1987,Proletariat,8,7,-2,7,20,15.6
Singapore,1987,State Memory,7,6,-1,6,17,13.2
Singapore,1987,Shopkeepers/Merchants,6,5,0,5,13.5,9.6
Singapore,1988,Executive,8,7,-2,7,20,15.6
Singapore,1988,Army,7,6,-1,6,17,13.2
Singapore,1988,Priests,9,8,-3,8,23,18
Singapore,1988,Property Owners,8,7,-2,7,20,15.6
Singapore,1988,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1988,Proletariat,9,8,-3,8,23,18
Singapore,1988,State Memory,8,7,-2,7,20,15.6
Singapore,1988,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1989,Executive,9,8,-3,8,23,18
Singapore,1989,Army,8,7,-2,7,20,15.6
Singapore,1989,Priests,10,9,-4,9,26.5,20.4
Singapore,1989,Property Owners,9,8,-3,8,23,18
Singapore,1989,Trades/Professions,9,8,-3,8,23,18
Singapore,1989,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1989,State Memory,9,8,-3,8,23,18
Singapore,1989,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1990,Executive,8,7,-2,7,20,15.6
Singapore,1990,Army,7,6,-1,6,17,13.2
Singapore,1990,Priests,9,8,-3,8,23,18
Singapore,1990,Property Owners,8,7,-2,7,20,15.6
Singapore,1990,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1990,Proletariat,9,8,-3,8,23,18
Singapore,1990,State Memory,8,7,-2,7,20,15.6
Singapore,1990,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1990,Executive,8,7,-2,7,20,15.6
Singapore,1990,Army,7,6,-1,6,17,13.2
Singapore,1990,Priests,9,8,-3,8,23,18
Singapore,1990,Property Owners,8,7,-2,7,20,15.6
Singapore,1990,Trades/Professions,8,7,-2,7,20,15.6
Singapore,1990,Proletariat,9,8,-3,8,23,18
Singapore,1990,State Memory,8,7,-2,7,20,15.6
Singapore,1990,Shopkeepers/Merchants,7,6,-1,6,17,13.2
Singapore,1991,Executive,9,8,-3,8,23,18
Singapore,1991,Army,8,7,-2,7,20,15.6
Singapore,1991,Priests,10,9,-4,9,26.5,20.4
Singapore,1991,Property Owners,9,8,-3,8,23,18
Singapore,1991,Trades/Professions,9,8,-3,8,23,18
Singapore,1991,Proletariat,10,9,-4,9,26.5,20.4
Singapore,1991,State Memory,9,8,-3,8,23,18
Singapore,1991,Shopkeepers/Merchants,8,7,-2,7,20,15.6
Singapore,1992,Executive,8,7,-2,7,20,15.6
