Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Thailand,1900,Lore,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1900,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1900,Craft,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1900,Hands,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1900,Archive,0.0,0.0,0.0,0.0,0.0,14.5,14.5
Thailand,1900,Flow,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1905,Helm,0.45,0.45,0.0,0.0,1.0,13.0,14.0
Thailand,1905,Shield,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1905,Lore,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1905,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1905,Craft,0.0,0.45,0.55,0.0,2.0,10.5,12.5
Thailand,1905,Hands,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1905,Archive,0.0,0.0,0.0,0.0,0.0,14.5,14.5
Thailand,1905,Flow,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1910,Helm,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1910,Shield,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1910,Lore,0.45,0.0,0.0,0.0,1.0,13.0,14.0
Thailand,1910,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1910,Craft,0.0,0.0,0.55,0.0,1.0,11.5,12.5
Thailand,1910,Hands,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1910,Archive,0.0,0.0,0.55,0.0,1.0,13.5,14.5
Thailand,1910,Flow,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1915,Helm,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1915,Shield,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,1915,Lore,0.0,0.0,0.55,0.0,1.0,12.0,13.0
Thailand,1915,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1915,Craft,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Thailand,1915,Hands,0.55,0.55,0.45,0.0,3.0,5.5,8.5
Thailand,1915,Archive,0.0,0.0,0.45,0.0,1.0,12.5,13.5
Thailand,1915,Flow,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Thailand,1920,Helm,0.0,0.45,0.0,0.0,1.0,8.5,9.5
Thailand,1920,Shield,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,1920,Lore,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1920,Stewards,0.0,0.55,0.0,0.0,1.0,6.5,7.5
Thailand,1920,Craft,0.55,0.0,0.45,0.0,2.0,6.0,8.0
Thailand,1920,Hands,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1920,Archive,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1920,Flow,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Thailand,1925,Helm,0.45,0.45,0.0,0.0,1.0,8.5,9.5
Thailand,1925,Shield,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,1925,Lore,0.0,0.0,0.45,0.0,1.0,11.5,12.5
Thailand,1925,Stewards,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Thailand,1925,Craft,0.0,0.45,0.0,0.0,1.0,8.0,9.0
Thailand,1925,Hands,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1925,Archive,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1925,Flow,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Thailand,1930,Helm,0.45,0.45,0.55,0.0,3.0,3.5,6.5
Thailand,1930,Shield,0.0,0.0,0.0,0.0,0.0,6.5,6.5
Thailand,1930,Lore,0.0,0.0,0.45,0.0,1.0,8.5,9.5
Thailand,1930,Stewards,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Thailand,1930,Craft,0.0,0.0,0.0,0.0,0.0,1.5,1.5
Thailand,1930,Hands,0.0,0.55,0.0,0.0,1.0,0.0,1.0
Thailand,1930,Archive,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1930,Flow,0.0,0.55,0.0,0.0,1.0,-0.5,0.5
Thailand,1935,Helm,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Thailand,1935,Shield,0.0,0.45,0.0,0.0,1.0,11.0,12.0
Thailand,1935,Lore,0.0,0.55,0.0,0.0,1.0,9.5,10.5
Thailand,1935,Stewards,0.0,0.0,0.0,0.0,0.0,6.5,6.5
Thailand,1935,Craft,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Thailand,1935,Hands,0.55,0.0,0.0,0.0,1.0,2.5,3.5
Thailand,1935,Archive,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1935,Flow,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Thailand,1940,Helm,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1940,Shield,0.45,0.0,0.0,0.0,1.0,9.0,10.0
Thailand,1940,Lore,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1940,Stewards,0.0,0.0,0.45,0.0,1.0,5.5,6.5
Thailand,1940,Craft,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Thailand,1940,Hands,0.0,0.0,0.0,0.0,0.0,2.5,2.5
Thailand,1940,Archive,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1940,Flow,0.55,0.0,0.45,0.0,2.0,2.0,4.0
Thailand,1945,Helm,0.45,0.55,0.0,0.0,2.0,4.5,6.5
Thailand,1945,Shield,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1945,Lore,0.55,0.0,0.55,0.0,2.0,7.5,9.5
Thailand,1945,Stewards,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Thailand,1945,Craft,0.0,0.45,0.0,0.0,1.0,1.5,2.5
Thailand,1945,Hands,0.0,0.45,0.0,0.0,1.0,1.5,2.5
Thailand,1945,Archive,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1945,Flow,0.0,0.0,0.0,0.0,0.0,2.5,2.5
Thailand,1950,Helm,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1950,Shield,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1950,Lore,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,1950,Stewards,0.0,0.0,0.0,0.0,0.0,8.5,8.5
Thailand,1950,Craft,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Thailand,1950,Hands,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1950,Archive,0.0,0.0,0.0,0.45,0.5,9.5,10.0
Thailand,1950,Flow,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Thailand,1955,Helm,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,1955,Shield,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1955,Lore,0.0,0.45,0.0,0.0,1.0,11.5,12.5
Thailand,1955,Stewards,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Thailand,1955,Craft,0.55,0.0,0.0,0.0,1.0,8.0,9.0
Thailand,1955,Hands,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1955,Archive,0.0,0.0,0.0,0.55,0.5,9.5,10.0
Thailand,1955,Flow,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Thailand,1960,Helm,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1960,Shield,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1960,Lore,0.0,0.0,0.0,0.0,0.0,13.5,13.5
Thailand,1960,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1960,Craft,0.0,0.55,0.0,0.0,1.0,9.5,10.5
Thailand,1960,Hands,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1960,Archive,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1960,Flow,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,1965,Helm,0.0,0.45,0.0,0.0,1.0,12.0,13.0
Thailand,1965,Shield,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1965,Lore,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1965,Stewards,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1965,Craft,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1965,Hands,0.0,0.45,0.0,0.0,1.0,5.5,6.5
Thailand,1965,Archive,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1965,Flow,0.0,0.0,0.0,0.0,0.0,13.5,13.5
Thailand,1970,Helm,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,1970,Shield,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1970,Lore,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1970,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1970,Craft,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,1970,Hands,0.0,0.0,0.55,0.0,1.0,5.0,6.0
Thailand,1970,Archive,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,1970,Flow,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1975,Helm,0.45,0.45,0.0,0.0,2.0,2.5,4.5
Thailand,1975,Shield,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1975,Lore,0.0,0.45,0.0,0.0,1.0,5.0,6.0
Thailand,1975,Stewards,0.0,0.45,0.0,0.0,1.0,5.5,6.5
Thailand,1975,Craft,0.0,0.45,0.0,0.0,1.0,5.5,6.5
Thailand,1975,Hands,0.45,0.0,0.0,0.0,1.0,4.5,5.5
Thailand,1975,Archive,0.0,0.45,0.0,0.0,1.0,7.0,8.0
Thailand,1975,Flow,0.0,0.0,0.0,0.0,0.0,5.5,5.5
Thailand,1980,Helm,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1980,Shield,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,1980,Lore,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1980,Stewards,0.45,0.0,0.0,0.0,1.0,11.0,12.0
Thailand,1980,Craft,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1980,Hands,0.0,0.0,0.0,0.0,0.0,6.0,6.0
Thailand,1980,Archive,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1980,Flow,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,1985,Helm,0.0,0.55,0.45,0.0,2.0,9.5,11.5
Thailand,1985,Shield,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,1985,Lore,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1985,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1985,Craft,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1985,Hands,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,1985,Archive,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1985,Flow,0.0,0.55,0.0,0.0,1.0,13.0,14.0
Thailand,1990,Helm,0.0,0.0,0.0,0.55,0.5,8.0,8.5
Thailand,1990,Shield,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,1990,Lore,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,1990,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1990,Craft,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1990,Hands,0.0,0.0,0.0,0.0,0.0,10.5,10.5
Thailand,1990,Archive,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,1990,Flow,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1995,Helm,0.0,0.0,0.0,0.0,0.0,8.5,8.5
Thailand,1995,Shield,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,1995,Lore,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,1995,Stewards,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,1995,Craft,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Thailand,1995,Hands,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Thailand,1995,Archive,0.45,0.0,0.0,0.0,1.0,11.5,12.5
Thailand,1995,Flow,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,2000,Helm,0.45,0.0,0.0,0.0,1.0,9.5,10.5
Thailand,2000,Shield,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,2000,Lore,0.0,0.45,0.0,0.0,1.0,8.5,9.5
Thailand,2000,Stewards,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,2000,Craft,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,2000,Hands,0.0,0.0,0.0,0.0,0.0,8.5,8.5
Thailand,2000,Archive,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,2000,Flow,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,2005,Helm,0.55,0.55,0.55,0.0,3.0,8.5,11.5
Thailand,2005,Shield,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,2005,Lore,0.45,0.55,0.0,0.0,2.0,5.5,7.5
Thailand,2005,Stewards,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,2005,Craft,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,2005,Hands,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Thailand,2005,Archive,0.0,0.45,0.0,0.0,1.0,8.5,9.5
Thailand,2005,Flow,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Thailand,2010,Helm,0.0,0.0,0.0,0.0,0.0,2.5,2.5
Thailand,2010,Shield,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Thailand,2010,Lore,0.0,0.0,0.0,0.0,0.0,2.5,2.5
Thailand,2010,Stewards,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Thailand,2010,Craft,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Thailand,2010,Hands,0.0,0.0,0.0,0.0,0.0,4.5,4.5
Thailand,2010,Archive,0.0,0.0,0.0,0.0,0.0,2.5,2.5
Thailand,2010,Flow,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Thailand,2015,Helm,0.45,0.0,0.0,0.0,1.0,7.0,8.0
Thailand,2015,Shield,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Thailand,2015,Lore,0.55,0.0,0.55,0.0,2.0,7.0,9.0
Thailand,2015,Stewards,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Thailand,2015,Craft,0.0,0.0,0.0,0.0,0.0,8.5,8.5
Thailand,2015,Hands,0.0,0.0,0.0,0.0,0.0,5.0,5.0
Thailand,2015,Archive,0.0,0.0,0.0,0.0,0.0,8.0,8.0
Thailand,2015,Flow,0.0,0.0,0.0,0.0,0.0,8.5,8.5
Thailand,2020,Helm,0.0,0.0,0.0,0.0,0.0,4.5,4.5
Thailand,2020,Shield,0.0,0.0,0.0,0.0,0.0,9.0,9.0
Thailand,2020,Lore,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Thailand,2020,Stewards,0.0,0.0,0.0,0.0,0.0,3.0,3.0
Thailand,2020,Craft,0.0,0.55,0.0,0.0,1.0,5.0,6.0
Thailand,2020,Hands,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thailand,2020,Archive,0.0,0.0,0.0,0.0,0.0,4.5,4.5
Thailand,2020,Flow,0.0,0.0,0.0,0.0,0.0,1.5,1.5
Thailand,2025,Helm,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Thailand,2025,Shield,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Thailand,2025,Lore,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Thailand,2025,Stewards,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Thailand,2025,Craft,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Thailand,2025,Hands,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Thailand,2025,Archive,0.0,0.0,0.0,0.0,0.0,4.5,4.5
Thailand,2025,Flow,0.0,0.0,0.0,0.0,0.0,7.5,7.5
