Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Argentina,1958,Helm,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Shield,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Lore,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Stewards,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Craft,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Hands,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Archive,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1958,Flow,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1959,Helm,5.0,5.0,6.0,5.0,6.5,13.075
Argentina,1959,Shield,5.0,5.0,5.0,5.0,7.5,13.639
Argentina,1959,Lore,5.0,5.0,5.0,5.0,7.5,13.639
Argentina,1959,Stewards,4.0,4.8,6.0,4.0,4.8,10.773
Argentina,1959,Craft,5.0,5.0,5.0,5.0,7.5,13.639
Argentina,1959,Hands,4.0,4.4,6.0,4.0,4.4,10.773
Argentina,1959,Archive,5.0,5.0,5.0,5.0,7.5,13.639
Argentina,1959,Flow,4.2,5.0,5.4,4.2,5.9,11.545
Argentina,1960,Helm,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Shield,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Lore,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Stewards,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Craft,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Hands,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Archive,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1960,Flow,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Helm,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Shield,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Lore,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Stewards,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Craft,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Hands,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Archive,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1961,Flow,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1962,Helm,3.0,3.4,8.8,3.0,-0.9,5.433
Argentina,1962,Shield,5.0,5.0,7.0,4.0,5.0,8.508
Argentina,1962,Lore,4.0,4.0,6.6,4.0,3.4,7.698
Argentina,1962,Stewards,4.0,4.0,6.8,4.0,3.2,7.633
Argentina,1962,Craft,4.0,4.0,6.0,4.0,4.0,7.895
Argentina,1962,Hands,4.0,4.0,6.4,4.0,3.6,7.763
Argentina,1962,Archive,4.0,4.0,7.0,4.0,3.0,7.569
Argentina,1962,Flow,3.0,3.4,7.8,3.0,0.1,5.682
Argentina,1963,Helm,4.0,5.0,6.0,4.0,5.0,11.201
Argentina,1963,Shield,5.0,5.0,6.0,4.0,6.0,12.665
Argentina,1963,Lore,5.0,5.0,5.0,5.0,7.5,14.202
Argentina,1963,Stewards,4.8,5.0,5.0,4.8,7.2,13.717
Argentina,1963,Craft,5.0,5.0,5.0,5.0,7.5,14.202
Argentina,1963,Hands,5.0,5.0,5.0,5.0,7.5,14.202
Argentina,1963,Archive,5.0,5.0,5.0,5.0,7.5,14.202
Argentina,1963,Flow,4.8,5.0,5.0,4.8,7.2,13.717
Argentina,1964,Helm,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Shield,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Lore,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Stewards,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Craft,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Hands,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Archive,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1964,Flow,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Helm,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Shield,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Lore,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Stewards,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Craft,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Hands,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Archive,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1965,Flow,5.0,5.0,5.0,5.0,7.5,15.163
Argentina,1966,Helm,4.0,4.2,7.0,4.0,3.2,10.164
Argentina,1966,Shield,6.0,6.0,5.0,5.0,9.5,14.765
Argentina,1966,Lore,4.0,4.8,6.0,4.0,4.8,10.624
Argentina,1966,Stewards,5.0,5.0,5.0,5.0,7.5,13.443
Argentina,1966,Craft,5.0,5.0,5.0,5.0,7.5,13.443
Argentina,1966,Hands,4.0,4.0,6.0,4.0,4.0,10.624
Argentina,1966,Archive,4.2,4.8,5.0,4.2,6.1,11.583
Argentina,1966,Flow,5.0,5.0,5.0,5.0,7.5,13.443
Argentina,1967,Helm,4.6,5.0,6.0,5.0,6.1,13.959
Argentina,1967,Shield,6.0,6.0,5.0,5.0,9.5,16.746
Argentina,1967,Lore,5.0,5.0,5.0,5.0,7.5,15.219
Argentina,1967,Stewards,5.0,5.0,5.0,5.0,7.5,15.219
Argentina,1967,Craft,5.0,5.0,5.0,5.0,7.5,15.219
Argentina,1967,Hands,5.0,5.0,5.0,5.0,7.5,15.219
Argentina,1967,Archive,5.0,5.0,5.0,5.0,7.5,15.219
Argentina,1967,Flow,5.0,5.0,5.0,5.0,7.5,15.219
Argentina,1968,Helm,4.2,5.0,6.6,5.0,5.1,12.457
Argentina,1968,Shield,6.0,6.0,5.0,5.0,9.5,16.024
Argentina,1968,Lore,5.0,5.0,5.0,5.0,7.5,14.585
Argentina,1968,Stewards,5.0,5.0,5.0,5.0,7.5,14.585
Argentina,1968,Craft,5.0,5.0,5.0,5.0,7.5,14.585
Argentina,1968,Hands,4.2,4.4,6.4,4.4,4.4,11.988
Argentina,1968,Archive,5.0,5.0,5.0,5.0,7.5,14.585
Argentina,1968,Flow,5.0,5.0,5.4,5.0,7.1,14.338
Argentina,1969,Helm,4.0,4.2,7.0,4.0,3.2,9.07
Argentina,1969,Shield,5.2,6.0,6.0,5.0,7.7,11.676
Argentina,1969,Lore,4.0,4.8,6.0,4.0,4.8,9.474
Argentina,1969,Stewards,4.2,5.0,6.0,4.4,5.4,10.042
Argentina,1969,Craft,5.0,5.0,6.0,5.0,6.5,11.45
Argentina,1969,Hands,4.0,4.0,7.0,4.0,3.0,9.07
Argentina,1969,Archive,4.0,4.8,6.0,4.0,4.8,9.474
Argentina,1969,Flow,4.2,5.0,6.0,4.2,5.3,9.882
Argentina,1970,Helm,4.0,4.0,7.0,4.0,3.0,8.679
Argentina,1970,Shield,5.0,5.0,6.6,5.0,5.9,10.669
Argentina,1970,Lore,4.0,4.0,6.2,4.0,3.8,8.985
Argentina,1970,Stewards,4.0,4.2,6.6,4.0,3.6,8.831
Argentina,1970,Craft,4.6,5.0,6.2,5.0,5.9,10.414
Argentina,1970,Hands,4.0,4.0,7.0,4.0,3.0,8.679
Argentina,1970,Archive,4.0,4.0,6.0,4.0,4.0,9.063
Argentina,1970,Flow,4.0,4.2,6.6,4.0,3.6,8.831
Argentina,1971,Helm,3.8,4.0,7.4,4.0,2.4,8.058
Argentina,1971,Shield,5.0,5.0,6.8,5.0,5.7,10.252
Argentina,1971,Lore,4.0,4.0,6.4,4.0,3.6,8.639
Argentina,1971,Stewards,4.0,4.0,6.6,4.0,3.4,8.565
Argentina,1971,Craft,4.2,5.0,6.6,4.6,4.9,9.221
Argentina,1971,Hands,4.0,4.0,7.0,4.0,3.0,8.418
Argentina,1971,Archive,4.0,4.0,6.4,4.0,3.6,8.639
Argentina,1971,Flow,4.0,4.0,6.8,4.0,3.2,8.491
Argentina,1972,Helm,3.2,3.6,8.6,3.2,-0.2,5.411
Argentina,1972,Shield,5.0,5.0,7.0,4.0,5.0,7.889
Argentina,1972,Lore,4.0,4.0,7.0,4.0,3.0,7.03
Argentina,1972,Stewards,3.2,4.0,7.0,3.2,1.8,5.806
Argentina,1972,Craft,4.0,4.0,7.0,4.0,3.0,7.03
Argentina,1972,Hands,3.0,3.2,8.0,3.0,-0.3,5.248
Argentina,1972,Archive,4.0,4.0,7.0,4.0,3.0,7.03
Argentina,1972,Flow,3.2,3.8,7.2,3.2,1.4,5.755
Argentina,1973,Helm,5.0,5.0,6.0,5.0,6.5,13.855
Argentina,1973,Shield,4.0,4.2,7.0,4.0,3.2,10.9
Argentina,1973,Lore,5.0,5.0,5.0,5.0,7.5,14.459
Argentina,1973,Stewards,5.0,5.0,5.0,5.0,7.5,14.459
Argentina,1973,Craft,5.0,5.0,5.0,5.0,7.5,14.459
Argentina,1973,Hands,5.0,5.0,5.0,5.0,7.5,14.459
Argentina,1973,Archive,5.0,5.0,5.0,5.0,7.5,14.459
Argentina,1973,Flow,5.0,5.0,5.0,5.0,7.5,14.459
Argentina,1974,Helm,4.0,4.2,7.0,4.0,3.2,8.486
Argentina,1974,Shield,4.0,4.8,7.0,4.0,3.8,8.486
Argentina,1974,Lore,4.0,4.6,6.6,4.0,4.0,8.634
Argentina,1974,Stewards,4.0,4.8,6.0,4.0,4.8,8.86
Argentina,1974,Craft,4.4,5.0,6.0,4.6,5.7,9.755
Argentina,1974,Hands,4.2,5.0,6.0,4.4,5.4,9.387
Argentina,1974,Archive,4.0,4.8,6.0,4.0,4.8,8.86
Argentina,1974,Flow,4.0,4.8,6.0,4.0,4.8,8.86
Argentina,1975,Helm,2.8,3.2,9.0,2.6,-1.7,3.683
Argentina,1975,Shield,3.0,3.6,8.2,3.0,-0.1,4.155
Argentina,1975,Lore,3.0,3.2,8.0,3.0,-0.3,4.191
Argentina,1975,Stewards,3.0,3.6,8.0,3.0,0.1,4.191
Argentina,1975,Craft,4.0,4.0,7.0,4.0,3.0,5.549
Argentina,1975,Hands,3.0,3.2,8.0,3.0,-0.3,4.191
Argentina,1975,Archive,3.0,3.2,8.0,3.0,-0.3,4.191
Argentina,1975,Flow,3.0,3.2,8.0,3.0,-0.3,4.191
Argentina,1976,Helm,4.0,5.0,8.0,3.0,2.5,6.199
Argentina,1976,Shield,6.0,7.0,7.0,4.0,8.0,8.751
Argentina,1976,Lore,3.0,3.2,8.0,3.0,-0.3,5.241
Argentina,1976,Stewards,5.0,5.0,7.0,4.0,5.0,7.928
Argentina,1976,Craft,4.0,5.0,7.0,4.0,4.0,7.021
Argentina,1976,Hands,2.0,3.0,9.0,2.0,-3.0,3.457
Argentina,1976,Archive,3.0,3.0,8.0,3.0,-0.5,5.241
Argentina,1976,Flow,4.0,4.0,7.0,4.0,3.0,7.021
Argentina,1977,Helm,5.0,5.0,7.0,4.0,5.0,8.658
Argentina,1977,Shield,7.0,7.0,6.0,5.0,10.5,11.376
Argentina,1977,Lore,2.4,3.0,8.0,2.6,-1.3,4.776
Argentina,1977,Stewards,5.0,5.0,6.0,4.0,6.0,9.02
Argentina,1977,Craft,4.0,5.0,7.0,4.0,4.0,7.655
Argentina,1977,Hands,2.0,3.0,9.0,2.0,-3.0,3.744
Argentina,1977,Archive,3.0,3.0,8.0,3.0,-0.5,5.693
Argentina,1977,Flow,4.0,4.0,7.0,4.0,3.0,7.655
Argentina,1978,Helm,5.0,5.0,6.0,5.0,6.5,11.236
Argentina,1978,Shield,7.0,7.0,6.0,5.0,10.5,13.35
Argentina,1978,Lore,3.0,3.0,7.0,3.0,0.5,6.893
Argentina,1978,Stewards,5.0,5.0,6.0,5.0,6.5,11.236
Argentina,1978,Craft,5.0,5.0,6.0,5.0,6.5,11.236
Argentina,1978,Hands,2.0,3.0,8.6,2.0,-2.6,4.393
Argentina,1978,Archive,3.0,3.2,7.0,3.0,0.7,6.893
Argentina,1978,Flow,5.0,5.0,6.0,5.0,6.5,11.236
Argentina,1979,Helm,5.0,5.4,6.0,5.0,6.9,11.754
Argentina,1979,Shield,7.0,7.0,5.0,5.0,11.5,14.587
Argentina,1979,Lore,3.0,4.0,7.0,3.0,1.5,7.189
Argentina,1979,Stewards,5.0,5.8,5.2,5.0,8.1,12.151
Argentina,1979,Craft,5.0,5.0,6.0,5.0,6.5,11.754
Argentina,1979,Hands,2.0,3.0,8.0,2.0,-2.0,4.707
Argentina,1979,Archive,4.0,4.0,6.0,3.0,3.5,8.898
Argentina,1979,Flow,5.0,5.0,6.0,5.0,6.5,11.754
Argentina,1980,Helm,5.0,5.8,6.0,5.0,7.3,11.818
Argentina,1980,Shield,7.0,7.0,5.0,5.0,11.5,14.63
Argentina,1980,Lore,3.0,3.8,7.0,3.0,1.3,7.225
Argentina,1980,Stewards,5.0,5.8,5.0,5.0,8.3,12.318
Argentina,1980,Craft,5.0,5.0,6.0,5.0,6.5,11.818
Argentina,1980,Hands,3.0,3.0,8.0,3.0,-0.5,6.902
Argentina,1980,Archive,4.0,4.0,6.0,4.0,4.0,9.768
Argentina,1980,Flow,4.0,5.0,7.0,4.0,4.0,9.35
Argentina,1981,Helm,4.0,4.6,7.0,4.0,3.6,7.547
Argentina,1981,Shield,6.0,7.0,6.0,5.0,9.5,10.319
Argentina,1981,Lore,3.0,4.0,7.0,3.0,1.5,5.873
Argentina,1981,Stewards,4.0,4.6,7.0,4.0,3.6,7.547
Argentina,1981,Craft,4.0,5.0,7.0,4.0,4.0,7.547
Argentina,1981,Hands,3.0,3.0,8.0,3.0,-0.5,5.616
Argentina,1981,Archive,4.0,4.0,7.0,4.0,3.0,7.547
Argentina,1981,Flow,3.0,4.0,8.0,3.0,0.5,5.616
Argentina,1982,Helm,2.8,3.2,9.0,2.8,-1.6,3.882
Argentina,1982,Shield,5.0,6.0,8.0,4.0,5.0,6.133
Argentina,1982,Lore,4.0,4.0,7.0,4.0,3.0,5.713
Argentina,1982,Stewards,3.0,3.2,8.0,3.0,-0.3,4.308
Argentina,1982,Craft,3.0,4.0,8.0,3.0,0.5,4.308
Argentina,1982,Hands,3.0,3.0,8.0,3.0,-0.5,4.308
Argentina,1982,Archive,3.0,3.2,8.0,3.0,-0.3,4.308
Argentina,1982,Flow,2.0,3.0,9.0,2.0,-3.0,2.866
Argentina,1983,Helm,5.0,5.0,6.0,5.0,6.5,12.155
Argentina,1983,Shield,4.0,4.2,7.0,4.0,3.2,9.606
Argentina,1983,Lore,5.0,5.0,5.0,5.0,7.5,12.673
Argentina,1983,Stewards,4.0,4.4,6.0,4.0,4.4,10.038
Argentina,1983,Craft,4.8,5.0,5.4,4.8,6.8,12.045
Argentina,1983,Hands,4.0,4.0,6.0,4.0,4.0,10.038
Argentina,1983,Archive,5.0,5.0,6.0,5.0,6.5,12.155
Argentina,1983,Flow,4.0,4.0,6.0,4.0,4.0,10.038
Argentina,1984,Helm,6.0,6.0,5.0,6.0,10.0,18.254
Argentina,1984,Shield,4.0,5.0,6.0,4.0,5.0,12.3
Argentina,1984,Lore,6.0,6.0,4.0,6.0,11.0,19.022
Argentina,1984,Stewards,4.0,5.0,5.0,4.0,6.0,12.863
Argentina,1984,Craft,5.0,5.0,5.0,5.0,7.5,15.645
Argentina,1984,Hands,5.0,5.0,5.0,5.0,7.5,15.645
Argentina,1984,Archive,6.0,6.0,5.0,6.0,10.0,18.254
Argentina,1984,Flow,5.0,5.0,5.0,5.0,7.5,15.645
Argentina,1985,Helm,6.0,6.0,5.0,6.0,10.0,17.464
Argentina,1985,Shield,4.0,5.0,6.0,4.0,5.0,11.798
Argentina,1985,Lore,6.0,6.0,4.0,6.0,11.0,18.191
Argentina,1985,Stewards,4.0,5.0,5.2,4.0,5.8,12.227
Argentina,1985,Craft,5.0,5.0,5.0,5.0,7.5,14.987
Argentina,1985,Hands,4.8,5.0,5.2,4.8,7.0,14.346
Argentina,1985,Archive,6.0,6.0,5.0,6.0,10.0,17.464
Argentina,1985,Flow,4.0,4.8,6.2,4.0,4.6,11.693
Argentina,1986,Helm,6.0,6.0,5.0,6.0,10.0,18.751
Argentina,1986,Shield,4.0,5.0,5.2,4.0,5.8,13.076
Argentina,1986,Lore,6.0,6.0,4.0,6.0,11.0,19.544
Argentina,1986,Stewards,4.8,5.0,5.0,4.8,7.2,15.5
Argentina,1986,Craft,5.0,5.0,5.0,5.0,7.5,16.059
Argentina,1986,Hands,5.0,5.0,5.0,5.0,7.5,16.059
Argentina,1986,Archive,6.0,6.0,5.0,6.0,10.0,18.751
Argentina,1986,Flow,5.0,5.0,5.0,5.0,7.5,16.059
Argentina,1987,Helm,5.0,5.0,6.0,5.0,6.5,12.409
Argentina,1987,Shield,4.0,5.0,7.0,4.0,4.0,9.8
Argentina,1987,Lore,5.0,5.2,5.0,5.0,7.7,12.94
Argentina,1987,Stewards,4.0,5.0,5.6,4.0,5.4,10.422
Argentina,1987,Craft,5.0,5.0,5.0,5.0,7.5,12.94
Argentina,1987,Hands,4.0,4.2,6.0,4.0,4.2,10.241
Argentina,1987,Archive,5.0,5.2,5.0,5.0,7.7,12.94
Argentina,1987,Flow,4.0,5.0,6.0,4.0,5.0,10.241
Argentina,1988,Helm,4.0,4.4,7.0,4.0,3.4,7.388
Argentina,1988,Shield,4.0,5.0,7.0,4.0,4.0,7.388
Argentina,1988,Lore,4.2,4.8,6.0,4.2,5.1,8.025
Argentina,1988,Stewards,3.0,4.0,7.0,3.0,1.5,5.754
Argentina,1988,Craft,4.0,5.0,6.0,4.0,5.0,7.706
Argentina,1988,Hands,3.0,4.0,7.0,3.0,1.5,5.754
Argentina,1988,Archive,4.2,5.0,6.0,4.2,5.3,8.025
Argentina,1988,Flow,3.0,4.0,7.0,3.0,1.5,5.754
Argentina,1989,Helm,2.0,3.0,9.0,2.0,-3.0,2.218
Argentina,1989,Shield,3.6,4.0,7.0,3.6,2.4,3.955
Argentina,1989,Lore,3.0,4.0,7.0,3.0,1.5,3.424
Argentina,1989,Stewards,2.0,3.0,9.0,2.0,-3.0,2.218
Argentina,1989,Craft,3.0,4.0,8.0,3.0,0.5,3.286
Argentina,1989,Hands,2.0,3.0,9.0,2.0,-3.0,2.218
Argentina,1989,Archive,3.0,3.2,7.0,3.0,0.7,3.424
Argentina,1989,Flow,1.0,2.0,10.0,2.0,-6.0,1.529
Argentina,1990,Helm,4.0,5.0,7.0,4.0,4.0,7.953
Argentina,1990,Shield,4.0,5.0,6.0,4.0,5.0,8.299
Argentina,1990,Lore,4.0,5.0,6.0,4.0,5.0,8.299
Argentina,1990,Stewards,4.0,5.0,6.0,4.0,5.0,8.299
Argentina,1990,Craft,4.0,5.0,6.0,4.0,5.0,8.299
Argentina,1990,Hands,3.0,4.0,7.0,3.0,1.5,6.177
Argentina,1990,Archive,4.0,5.0,6.0,4.0,5.0,8.299
Argentina,1990,Flow,4.0,5.0,7.0,4.0,4.0,7.953
Argentina,1991,Helm,5.0,6.0,5.0,5.0,8.5,14.297
Argentina,1991,Shield,4.0,5.0,5.0,4.0,6.0,11.784
Argentina,1991,Lore,5.0,5.0,5.0,5.0,7.5,14.297
Argentina,1991,Stewards,5.0,6.0,5.0,5.0,8.5,14.297
Argentina,1991,Craft,5.0,6.0,5.0,5.0,8.5,14.297
Argentina,1991,Hands,4.0,5.0,5.0,4.0,6.0,11.784
Argentina,1991,Archive,5.0,5.0,5.0,5.0,7.5,14.297
Argentina,1991,Flow,5.0,6.0,5.0,5.0,8.5,14.297
Argentina,1992,Helm,5.0,6.0,5.0,6.0,9.0,15.441
Argentina,1992,Shield,4.0,5.0,5.0,4.0,6.0,11.923
Argentina,1992,Lore,5.0,5.0,5.0,5.0,7.5,14.47
Argentina,1992,Stewards,5.0,6.0,5.0,5.0,8.5,14.47
Argentina,1992,Craft,5.0,6.0,5.0,5.0,8.5,14.47
Argentina,1992,Hands,4.0,5.0,5.0,4.0,6.0,11.923
Argentina,1992,Archive,5.0,5.0,5.0,5.0,7.5,14.47
Argentina,1992,Flow,5.0,6.0,5.0,5.0,8.5,14.47
Argentina,1993,Helm,5.4,6.0,5.0,6.0,9.4,18.414
Argentina,1993,Shield,5.0,5.0,5.0,5.0,7.5,16.614
Argentina,1993,Lore,5.0,5.0,5.0,5.0,7.5,16.614
Argentina,1993,Stewards,5.0,6.0,4.0,5.0,9.5,17.349
Argentina,1993,Craft,6.0,6.0,4.0,6.0,11.0,20.244
Argentina,1993,Hands,5.0,5.0,4.0,5.0,8.5,17.349
Argentina,1993,Archive,5.0,5.0,5.0,5.0,7.5,16.614
Argentina,1993,Flow,6.0,6.0,4.0,5.0,10.5,19.095
Argentina,1994,Helm,5.0,6.0,5.0,6.0,9.0,17.621
Argentina,1994,Shield,5.0,5.0,5.0,5.0,7.5,16.51
Argentina,1994,Lore,5.0,5.0,5.0,5.0,7.5,16.51
Argentina,1994,Stewards,5.0,6.0,4.0,5.0,9.5,17.239
Argentina,1994,Craft,6.0,6.0,4.0,6.0,11.0,20.113
Argentina,1994,Hands,5.0,5.0,4.0,5.0,8.5,17.239
Argentina,1994,Archive,5.0,5.0,5.0,5.0,7.5,16.51
Argentina,1994,Flow,6.0,6.0,4.0,5.0,10.5,18.964
Argentina,1995,Helm,6.0,6.0,5.0,6.0,10.0,19.798
Argentina,1995,Shield,5.0,5.0,5.0,5.0,7.5,16.932
Argentina,1995,Lore,5.0,5.0,5.0,5.0,7.5,16.932
Argentina,1995,Stewards,6.0,6.0,4.0,5.0,10.5,19.506
Argentina,1995,Craft,6.0,6.0,4.0,6.0,11.0,20.645
Argentina,1995,Hands,5.0,5.0,5.0,5.0,7.5,16.932
Argentina,1995,Archive,5.0,5.0,5.0,5.0,7.5,16.932
Argentina,1995,Flow,6.0,6.0,4.0,5.0,10.5,19.506
Argentina,1996,Helm,6.0,6.0,4.0,6.0,11.0,20.813
Argentina,1996,Shield,5.0,5.0,5.0,5.0,7.5,17.065
Argentina,1996,Lore,5.0,5.0,5.0,5.0,7.5,17.065
Argentina,1996,Stewards,6.0,6.0,4.0,5.0,10.5,19.663
Argentina,1996,Craft,6.0,6.0,4.0,6.0,11.0,20.813
Argentina,1996,Hands,5.0,5.0,5.0,5.0,7.5,17.065
Argentina,1996,Archive,5.0,5.0,5.0,5.0,7.5,17.065
Argentina,1996,Flow,6.0,6.0,4.0,5.0,10.5,19.663
Argentina,1997,Helm,6.0,6.0,4.0,6.0,11.0,21.093
Argentina,1997,Shield,5.0,5.0,5.0,5.0,7.5,17.287
Argentina,1997,Lore,5.0,5.2,4.0,5.0,8.7,18.057
Argentina,1997,Stewards,6.0,6.0,4.0,5.0,10.5,19.925
Argentina,1997,Craft,6.0,6.0,4.0,6.0,11.0,21.093
Argentina,1997,Hands,5.0,5.0,5.0,5.0,7.5,17.287
Argentina,1997,Archive,5.0,5.0,4.0,5.0,8.5,18.057
Argentina,1997,Flow,6.0,6.0,4.0,5.0,10.5,19.925
