Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Saudi Arabia,1941,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1941,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1941,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1942,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1942,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1942,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1942,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1942,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1942,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1942,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1942,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1943,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1943,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1943,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1943,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1943,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1943,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1943,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1943,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1944,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1944,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1944,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1944,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1944,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1944,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1944,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1944,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1945,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1945,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1945,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1945,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1945,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1945,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1945,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1945,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1946,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1946,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1946,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1946,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1946,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1946,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1946,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1946,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1947,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1947,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1947,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1947,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1947,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1947,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1947,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1947,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1948,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1948,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1948,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1948,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1948,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1948,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1948,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1948,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1949,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1949,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1949,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1949,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1949,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1949,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1949,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1949,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1950,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1950,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1950,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1950,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1950,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1950,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1950,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1950,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1951,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1951,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1951,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1951,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1951,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1951,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1951,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1951,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1952,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1952,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1952,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1952,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1952,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1952,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1952,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1952,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1953,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1953,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1953,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1953,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1953,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1953,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1953,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1953,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1954,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1954,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1954,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1954,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1954,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1954,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1954,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1954,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1955,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1955,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1955,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1955,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1955,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1955,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1955,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1955,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1956,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1956,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1956,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1956,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1956,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1956,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1956,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1956,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1957,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1957,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1957,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1957,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1957,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1957,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1957,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1957,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1958,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1958,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1958,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1958,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1958,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1958,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1958,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1958,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1959,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1959,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1959,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1959,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1959,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1959,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1959,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1959,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1960,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1960,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1960,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1960,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1960,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1960,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1960,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1960,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1961,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1961,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1961,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1961,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1961,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1961,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1961,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1961,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1962,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1962,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1962,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1962,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1962,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1962,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1962,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1962,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1963,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1963,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1963,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1963,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1963,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1963,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1963,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1963,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1964,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1964,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1964,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1964,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1964,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1964,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1964,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1964,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1965,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1965,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1965,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1965,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1965,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1965,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1965,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1965,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1966,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1966,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1966,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1966,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1966,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1966,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1966,StateMemory,12,7,-8,10,28.5,18.0
Saudi Arabia,1966,Shopkeepers/Merchants,9,8,-6,8,24.0,18.0
Saudi Arabia,1967,Executive,10,9,-8,9,26.5,22.8
Saudi Arabia,1967,Army,11,8,-9,8,29.0,18.0
Saudi Arabia,1967,Priests,8,2,-2,6,15.0,12.0
Saudi Arabia,1967,Property,9,8,-6,8,24.0,20.4
Saudi Arabia,1967,Trades/Professions,8,8,-6,8,23.0,18.0
Saudi Arabia,1967,Proletariat,7,8,-5,7,20.5,15.6
Saudi Arabia,1967,StateMemory,12,7,-8,10,28.5,18.0
