Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
India,1962,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1962,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1962,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1962,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1964,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1964,Army,6.0,4.0,0.0,3.0,13.0,7.8
India,1964,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1964,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1964,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1964,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1964,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1964,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1965,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1965,Army,6.0,4.0,0.0,3.0,13.0,7.8
India,1965,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1965,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1965,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1965,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1965,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1965,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1966,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1966,Army,6.0,5.0,0.0,3.0,14.0,8.4
India,1966,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1966,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1966,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1966,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1966,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1966,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1967,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1967,Army,6.0,5.0,0.0,3.0,14.0,8.4
India,1967,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1967,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1967,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1967,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1967,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1967,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1968,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1968,Army,6.0,5.0,0.0,3.0,14.0,8.4
India,1968,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1968,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1968,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1968,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1968,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1968,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1969,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1969,Army,6.0,5.0,0.0,3.0,14.0,8.4
India,1969,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1969,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1969,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1969,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1969,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1969,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1970,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1970,Army,6.0,5.0,0.0,3.0,14.0,8.4
India,1970,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1970,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1970,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1970,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1970,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1970,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1971,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1971,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1971,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1971,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1971,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1971,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1971,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1971,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1972,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1972,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1972,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1972,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1972,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1972,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1972,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1972,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1973,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1973,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1973,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1973,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1973,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1973,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1973,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1973,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1974,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1974,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1974,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1974,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1974,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1974,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1974,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1974,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1975,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1975,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1975,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1975,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1975,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1975,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1975,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1975,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1976,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1976,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1976,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1976,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1976,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1976,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1976,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1976,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1977,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1977,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1977,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1977,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1977,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1977,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1977,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1977,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1978,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1978,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1978,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1978,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1978,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1978,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1978,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1978,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1979,Executive,7.0,6.0,-2.0,5.0,18.5,11.3
India,1979,Army,6.0,6.0,0.0,3.0,15.0,9.0
India,1979,Priests,8.0,3.0,-1.0,4.0,15.0,9.0
India,1979,Property,5.0,5.0,-1.0,4.0,13.0,7.8
India,1979,Trades/Professions,6.0,5.0,-1.0,4.0,14.0,8.4
India,1979,Proletariat,7.0,2.0,-1.0,2.0,11.0,6.6
India,1979,StateMemory,5.0,3.0,-1.0,3.0,11.0,6.6
India,1979,Shopkeepers/Merchants,6.0,4.0,-1.0,3.0,12.0,7.2
India,1980,Executive,6.0,5.0,-2.0,4.0,15.0,7.7
India,1980,Army,7.0,4.0,-3.0,3.0,14.5,8.5
India,1980,Priests,8.0,3.0,-1.0,2.0,12.0,9.2
India,1980,Property,5.0,6.0,-2.0,4.0,15.0,7.7
India,1980,Trades/Professions,6.0,5.0,-1.0,3.0,13.5,8.8
India,1980,Proletariat,7.0,4.0,-1.0,2.0,12.0,9.2
India,1980,StateMemory,6.0,5.0,-2.0,3.0,13.5,8.8
India,1980,Shopkeepers/Merchants,5.0,6.0,-1.0,4.0,15.0,7.7
India,1981,Executive,6.0,5.0,-2.0,4.0,15.0,7.7
India,1981,Army,7.0,4.0,-3.0,3.0,14.5,8.5
India,1981,Priests,8.0,3.0,-1.0,2.0,12.0,9.2
India,1981,Property,5.0,6.0,-2.0,4.0,15.0,7.7
India,1981,Trades/Professions,6.0,5.0,-1.0,3.0,13.5,8.8
India,1981,Proletariat,7.0,4.0,-1.0,2.0,12.0,9.2
India,1981,StateMemory,6.0,5.0,-2.0,3.0,13.5,8.8
India,1981,Shopkeepers/Merchants,5.0,6.0,-1.0,4.0,15.0,7.7
India,1982,Executive,6.0,5.0,-2.0,4.0,15.0,7.7
India,1982,Army,7.0,4.0,-3.0,3.0,14.5,8.5
India,1982,Priests,8.0,3.0,-1.0,2.0,12.0,9.2
India,1982,Property,5.0,6.0,-2.0,4.0,15.0,7.7
India,1982,Trades/Professions,6.0,5.0,-1.0,3.0,13.5,8.8
India,1982,Proletariat,7.0,4.0,-1.0,2.0,12.0,9.2
India,1982,StateMemory,6.0,5.0,-2.0,3.0,13.5,8.8
India,1982,Shopkeepers/Merchants,5.0,6.0,-1.0,4.0,15.0,7.7
India,1983,Executive,6.0,5.0,-2.0,4.0,15.0,7.7
India,1983,Army,7.0,4.0,-3.0,3.0,14.5,8.5
India,1983,Priests,8.0,3.0,-1.0,2.0,12.0,9.2
India,1983,Property,5.0,6.0,-2.0,4.0,15.0,7.7
India,1983,Trades/Professions,6.0,5.0,-1.0,3.0,13.5,8.8
India,1983,Proletariat,7.0,4.0,-1.0,2.0,12.0,9.2
India,1983,StateMemory,6.0,5.0,-2.0,3.0,13.5,8.8
India,1983,Shopkeepers/Merchants,5.0,6.0,-1.0,4.0,15.0,7.7
India,1984,Executive,6.0,5.0,-2.0,4.0,15.0,7.7
India,1984,Army,7.0,4.0,-3.0,3.0,14.5,8.5
India,1984,Priests,8.0,3.0,-1.0,2.0,12.0,9.2
India,1984,Property,5.0,6.0,-2.0,4.0,15.0,7.7
India,1984,Trades/Professions,6.0,5.0,-1.0,3.0,13.5,8.8
India,1984,Proletariat,7.0,4.0,-1.0,2.0,12.0,9.2
India,1984,StateMemory,6.0,5.0,-2.0,3.0,13.5,8.8
India,1984,Shopkeepers/Merchants,5.0,6.0,-1.0,4.0,15.0,7.7
India,1985,Executive,6.5,5.5,-2.5,4.5,16.25,8.0
India,1985,Army,7.5,4.5,-3.5,3.5,15.25,8.8
India,1985,Priests,8.5,3.5,-1.5,2.5,12.75,9.5
India,1985,Property,5.5,6.5,-2.5,4.5,16.25,8.0
India,1985,Trades/Professions,6.5,5.5,-1.5,3.5,14.25,9.1
India,1985,Proletariat,7.5,4.5,-1.5,2.5,12.75,9.5
India,1985,StateMemory,6.5,5.5,-2.5,3.5,14.25,9.1
India,1985,Shopkeepers/Merchants,5.5,6.5,-1.5,4.5,16.25,8.0
India,1986,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1986,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1986,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1986,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1986,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1986,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1986,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1986,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1987,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1987,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1987,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1987,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1987,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1987,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1987,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1987,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1988,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1988,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1988,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1988,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1988,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1988,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1988,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1988,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1989,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1989,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1989,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1989,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1989,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1989,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1989,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1989,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1990,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1990,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1990,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1990,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1990,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1990,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1990,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1990,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1990,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1990,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1990,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1990,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1990,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1990,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1990,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1990,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1991,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1991,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1991,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1991,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1991,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1991,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1991,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1991,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1992,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1992,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1992,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1992,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1992,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1992,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1992,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1992,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1993,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1993,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1993,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1993,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1993,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1993,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1993,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1993,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1994,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1994,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1994,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1994,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1994,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1994,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1994,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1994,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1995,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1995,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1995,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1995,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1995,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1995,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1995,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1995,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1996,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1996,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1996,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1996,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1996,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1996,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1996,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1996,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1997,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1997,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1997,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1997,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1997,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1997,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1997,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1997,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1998,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1998,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1998,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1998,Property,6.0,7.0,-3.0,5.0,17.5,8.3
India,1998,Trades/Professions,7.0,6.0,-2.0,4.0,15.0,9.4
India,1998,Proletariat,8.0,5.0,-2.0,3.0,14.0,9.8
India,1998,StateMemory,7.0,6.0,-3.0,4.0,15.0,9.4
India,1998,Shopkeepers/Merchants,6.0,7.0,-2.0,5.0,17.5,8.3
India,1999,Executive,7.0,6.0,-3.0,5.0,17.5,8.3
India,1999,Army,8.0,5.0,-4.0,4.0,16.0,9.1
India,1999,Priests,9.0,4.0,-2.0,3.0,14.0,9.8
India,1999,Property,6.0,7.0,-3.0,5.0,17.5,8.3
