Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Germany,1886,Lore,0.548,0.0,0.548,0.0,2.0,13.0,15.0
Germany,1886,Shield,0.837,0.837,0.447,0.837,2.5,12.5,15.0
Germany,1886,Stewards,0.837,0.548,0.548,0.447,3.0,11.5,14.5
Germany,1887,Archive,0.447,0.447,0.837,0.447,2.0,13.0,15.0
Germany,1887,Craft,0.447,0.707,0.707,0.447,1.0,14.5,15.5
Germany,1887,Flow,0.447,0.0,0.447,0.447,1.5,13.0,14.5
Germany,1887,Hands,0.837,1.14,0.548,0.548,4.0,6.0,10.0
Germany,1887,Helm,0.837,1.095,0.447,0.447,4.0,12.0,16.0
Germany,1887,Lore,0.447,0.707,0.837,0.837,2.0,13.5,15.5
Germany,1887,Shield,0.447,1.095,0.837,0.707,4.5,11.5,16.0
Germany,1887,Stewards,0.837,0.837,0.548,0.837,4.0,12.0,16.0
Germany,1888,Archive,0.837,0.447,0.447,0.894,3.0,12.0,15.0
Germany,1888,Craft,1.483,0.0,1.14,1.095,4.0,13.5,17.5
Germany,1888,Flow,1.483,1.0,0.447,0.548,6.0,10.0,16.0
Germany,1888,Hands,0.548,0.447,0.0,0.894,2.0,7.5,9.5
Germany,1888,Helm,0.548,1.14,1.225,1.304,4.5,8.0,12.5
Germany,1888,Lore,0.837,0.447,0.548,0.894,3.0,12.5,15.5
Germany,1888,Shield,0.894,0.707,0.894,1.0,3.0,11.5,14.5
Germany,1888,Stewards,1.14,0.548,1.304,0.447,4.0,12.5,16.5
Germany,1889,Archive,0.0,0.447,0.707,0.548,2.5,13.0,15.5
Germany,1889,Craft,0.707,0.447,0.0,1.0,1.5,13.5,15.0
Germany,1889,Flow,1.225,1.0,0.548,0.447,5.0,11.0,16.0
Germany,1889,Hands,0.837,0.894,0.548,0.447,4.0,5.0,9.0
Germany,1889,Helm,1.304,0.548,1.304,0.837,8.0,7.5,15.5
Germany,1889,Lore,0.837,0.894,0.707,1.14,5.5,10.0,15.5
Germany,1889,Shield,1.095,0.894,1.225,0.837,4.5,11.5,16.0
Germany,1889,Stewards,0.707,1.342,0.837,0.707,4.5,12.5,17.0
Germany,1890,Archive,1.342,0.548,0.447,0.837,4.5,12.0,16.5
Germany,1890,Craft,0.548,0.548,0.837,1.342,4.5,13.5,18.0
Germany,1890,Flow,0.447,1.095,1.304,0.837,6.5,11.0,17.5
Germany,1890,Hands,0.447,0.447,0.707,0.894,2.0,7.5,9.5
Germany,1890,Helm,0.447,1.673,0.548,0.894,5.0,7.0,12.0
Germany,1890,Lore,1.095,0.894,0.707,0.837,4.5,11.0,15.5
Germany,1890,Shield,0.707,0.837,0.837,0.548,3.5,9.5,13.0
Germany,1890,Stewards,0.837,1.0,0.707,0.707,2.0,12.5,14.5
Germany,1891,Archive,0.548,0.548,0.548,0.548,3.5,12.0,15.5
Germany,1891,Craft,0.707,0.548,0.548,0.837,2.0,15.5,17.5
Germany,1891,Flow,0.447,0.0,0.447,0.447,2.0,13.0,15.0
Germany,1891,Hands,0.548,0.548,0.548,1.095,1.0,7.0,8.0
Germany,1891,Helm,0.548,0.548,0.548,0.0,2.0,8.5,10.5
Germany,1891,Lore,0.0,0.447,0.548,0.447,2.0,14.0,16.0
Germany,1891,Shield,0.837,0.707,0.894,0.837,6.0,12.0,18.0
Germany,1891,Stewards,0.0,0.707,0.447,1.0,1.5,12.5,14.0
Germany,1892,Archive,0.447,0.447,0.707,0.837,2.0,13.0,15.0
Germany,1892,Craft,0.837,0.837,0.707,0.447,3.5,13.5,17.0
Germany,1892,Flow,0.837,0.447,0.837,0.548,5.5,11.5,17.0
Germany,1892,Hands,0.548,0.837,0.707,0.707,2.5,6.5,9.0
Germany,1892,Helm,0.707,0.0,0.447,0.447,2.0,8.5,10.5
Germany,1892,Lore,0.837,0.894,0.548,0.707,5.0,11.0,16.0
Germany,1892,Shield,0.707,1.304,0.447,0.548,4.5,11.5,16.0
Germany,1892,Stewards,0.707,0.447,0.447,0.837,2.5,13.0,15.5
Germany,1893,Archive,0.548,1.0,0.837,0.548,4.5,12.0,16.5
Germany,1893,Craft,0.447,0.447,0.548,0.447,2.0,15.5,17.5
Germany,1893,Flow,0.447,0.447,0.548,0.837,4.0,12.5,16.5
Germany,1893,Hands,0.837,1.0,0.0,0.548,4.0,5.5,9.5
Germany,1893,Helm,0.0,0.837,0.548,0.894,2.0,7.5,9.5
Germany,1893,Lore,0.447,0.837,0.707,0.0,1.0,13.0,14.0
Germany,1893,Shield,0.0,0.837,0.837,0.447,2.5,12.0,14.5
Germany,1893,Stewards,0.447,0.548,0.0,0.707,1.0,13.5,14.5
Germany,1894,Archive,0.894,0.707,1.095,0.707,4.5,10.0,14.5
Germany,1894,Craft,0.837,0.837,0.447,0.548,3.0,14.5,17.5
Germany,1894,Flow,0.837,0.707,0.707,0.447,1.0,13.0,14.0
Germany,1894,Hands,0.447,0.707,0.837,0.707,2.5,7.0,9.5
Germany,1894,Helm,0.707,1.095,0.837,0.707,3.5,7.5,11.0
Germany,1894,Lore,0.707,1.0,0.837,0.837,4.5,11.5,16.0
Germany,1894,Shield,0.447,0.707,0.837,0.548,3.0,12.5,15.5
Germany,1894,Stewards,0.837,0.837,0.548,0.447,3.0,12.5,15.5
Germany,1895,Archive,0.0,0.707,0.707,0.894,4.0,12.0,16.0
Germany,1895,Craft,0.548,0.894,0.548,0.447,3.5,14.5,18.0
Germany,1895,Flow,0.548,0.707,0.548,0.837,2.5,13.0,15.5
Germany,1895,Hands,0.548,0.707,0.548,0.447,2.5,6.0,8.5
Germany,1895,Helm,0.0,0.548,0.548,0.707,3.0,8.0,11.0
Germany,1895,Lore,0.447,0.447,0.548,0.548,2.5,13.5,16.0
Germany,1895,Shield,0.707,0.707,0.548,0.447,4.5,10.0,14.5
Germany,1895,Stewards,0.837,0.548,1.0,1.0,3.0,12.0,15.0
Germany,1896,Archive,0.447,0.447,0.0,0.548,1.0,13.5,14.5
Germany,1896,Craft,0.548,0.447,0.447,0.707,2.5,13.5,16.0
Germany,1896,Flow,0.894,0.707,0.894,0.548,3.5,13.0,16.5
Germany,1896,Hands,0.837,0.837,0.548,0.0,3.0,7.0,10.0
Germany,1896,Helm,0.707,0.707,0.548,0.894,2.0,8.0,10.0
Germany,1896,Lore,0.707,0.707,0.548,0.837,2.5,12.5,15.0
Germany,1896,Shield,0.894,0.447,1.14,0.0,3.0,10.5,13.5
Germany,1896,Stewards,0.548,0.447,0.447,0.707,2.5,11.0,13.5
Germany,1897,Archive,0.447,0.837,0.447,0.837,2.5,13.5,16.0
Germany,1897,Craft,0.548,0.837,0.447,0.447,4.0,14.5,18.5
Germany,1897,Flow,0.447,0.837,0.837,0.447,3.0,12.5,15.5
Germany,1897,Hands,0.707,0.837,0.837,0.447,2.5,7.0,9.5
Germany,1897,Helm,0.894,0.548,0.707,0.548,2.5,9.0,11.5
Germany,1897,Lore,0.707,0.447,0.837,0.707,1.0,13.5,14.5
Germany,1897,Shield,0.707,0.548,1.095,0.548,5.0,12.0,17.0
Germany,1897,Stewards,0.707,0.447,0.0,1.14,2.0,12.0,14.0
Germany,1898,Archive,0.837,0.548,0.837,0.548,4.0,11.5,15.5
Germany,1898,Craft,0.837,0.707,1.0,0.707,3.5,13.5,17.0
Germany,1898,Flow,1.14,0.0,0.837,0.0,3.0,13.0,16.0
Germany,1898,Hands,0.707,0.447,0.548,0.707,4.5,6.0,10.5
Germany,1898,Helm,1.0,0.447,0.548,0.894,0.5,9.0,9.5
Germany,1898,Lore,0.447,0.0,0.0,0.894,2.0,13.5,15.5
Germany,1898,Shield,0.548,0.837,0.0,0.707,2.5,12.5,15.0
Germany,1898,Stewards,0.548,0.707,0.548,0.447,3.0,12.5,15.5
Germany,1899,Archive,0.894,0.707,0.548,0.447,3.0,12.0,15.0
Germany,1899,Craft,0.0,0.447,0.837,0.894,2.5,13.5,16.0
Germany,1899,Flow,0.548,0.837,0.548,0.837,3.5,12.0,15.5
Germany,1899,Hands,0.837,0.837,0.548,0.837,2.5,7.0,9.5
Germany,1899,Helm,0.707,0.548,0.837,0.447,4.0,6.5,10.5
Germany,1899,Lore,0.447,0.548,0.0,0.837,2.5,13.5,16.0
Germany,1899,Shield,0.707,0.447,0.447,0.0,2.0,12.5,14.5
Germany,1899,Stewards,0.894,0.837,0.894,0.548,4.5,10.5,15.0
Germany,1900,Archive,0.447,0.447,0.707,0.548,1.5,13.5,15.0
Germany,1900,Craft,0.0,0.837,1.0,0.548,3.5,14.5,18.0
Germany,1900,Flow,0.894,0.548,0.447,0.837,3.0,11.5,14.5
Germany,1900,Hands,0.0,0.548,0.837,0.447,2.5,6.0,8.5
Germany,1900,Helm,0.837,0.837,0.707,0.707,4.0,7.5,11.5
Germany,1900,Lore,0.0,0.837,0.548,0.0,3.0,13.0,16.0
Germany,1900,Shield,0.837,0.447,0.837,0.0,4.0,12.5,16.5
Germany,1900,Stewards,0.0,0.548,0.548,0.837,2.0,12.5,14.5
Germany,1901,Archive,0.447,0.447,0.0,0.894,1.5,12.5,14.0
Germany,1901,Craft,0.447,0.548,0.707,0.447,3.5,14.5,18.0
Germany,1901,Flow,0.837,0.548,0.447,0.837,1.5,13.0,14.5
Germany,1901,Hands,0.837,0.707,0.548,0.447,1.0,7.0,8.0
Germany,1901,Helm,0.447,0.0,0.548,0.447,2.5,7.5,10.0
Germany,1901,Lore,0.707,0.707,0.837,0.548,1.0,13.5,14.5
Germany,1901,Shield,0.447,0.447,0.447,0.548,2.5,12.5,15.0
Germany,1901,Stewards,0.548,0.707,0.0,0.0,2.0,11.5,13.5
Germany,1902,Archive,0.707,0.707,0.894,0.837,1.5,13.5,15.0
Germany,1902,Craft,0.837,0.707,0.707,0.707,5.5,13.5,19.0
Germany,1902,Flow,0.894,0.894,0.447,0.0,4.0,13.0,17.0
Germany,1902,Hands,0.0,0.837,0.447,0.0,2.0,7.0,9.0
Germany,1902,Helm,0.837,0.0,0.837,0.548,1.5,9.0,10.5
Germany,1902,Lore,0.894,0.707,0.548,0.837,3.5,13.5,17.0
Germany,1902,Shield,1.095,0.548,0.447,0.447,4.0,11.5,15.5
Germany,1902,Stewards,0.447,0.447,0.447,0.447,1.0,12.5,13.5
Germany,1903,Archive,0.548,0.548,0.707,0.837,2.5,13.0,15.5
Germany,1903,Craft,0.707,0.0,1.0,0.447,4.0,13.5,17.5
Germany,1903,Flow,0.447,1.14,0.837,1.095,3.0,12.0,15.0
Germany,1903,Hands,0.837,0.548,0.894,0.548,4.5,6.5,11.0
Germany,1903,Helm,0.707,0.707,0.447,0.548,2.0,8.5,10.5
Germany,1903,Lore,0.894,0.0,0.447,0.707,3.5,12.0,15.5
Germany,1903,Shield,0.447,0.548,0.447,0.447,1.5,12.5,14.0
Germany,1903,Stewards,0.837,0.837,0.447,0.447,4.0,11.5,15.5
Germany,1904,Archive,1.095,0.447,0.548,0.447,2.0,12.5,14.5
Germany,1904,Craft,0.447,0.707,0.0,0.894,1.5,14.5,16.0
Germany,1904,Flow,0.447,0.894,0.548,0.707,3.5,13.0,16.5
Germany,1904,Hands,0.707,0.548,0.447,0.837,2.0,7.5,9.5
Germany,1904,Helm,0.447,0.837,0.447,0.447,3.0,8.5,11.5
Germany,1904,Lore,0.447,0.837,0.548,0.447,3.0,13.0,16.0
Germany,1904,Shield,0.548,0.837,0.837,0.707,2.0,13.0,15.0
Germany,1904,Stewards,0.548,0.548,0.447,0.837,1.0,13.0,14.0
Germany,1905,Archive,0.447,0.447,0.837,0.548,3.0,13.0,16.0
Germany,1905,Craft,0.837,0.707,0.707,0.837,3.0,14.0,17.0
Germany,1905,Flow,0.548,0.548,0.837,1.304,4.5,11.5,16.0
Germany,1905,Hands,0.0,0.707,0.707,0.0,2.0,7.0,9.0
Germany,1905,Helm,0.548,0.548,0.447,0.447,2.0,9.0,11.0
Germany,1905,Lore,0.894,0.707,0.837,0.447,2.0,13.0,15.0
Germany,1905,Shield,0.707,0.548,0.837,0.447,4.0,13.0,17.0
Germany,1905,Stewards,0.447,0.707,0.0,0.447,1.5,13.5,15.0
Germany,1906,Archive,0.548,0.447,0.707,0.447,2.5,12.5,15.0
Germany,1906,Craft,0.447,0.447,0.447,0.447,1.5,14.5,16.0
Germany,1906,Flow,1.414,0.837,0.548,0.548,3.5,12.0,15.5
Germany,1906,Hands,0.548,0.447,1.0,0.894,2.0,6.5,8.5
Germany,1906,Helm,0.548,0.837,0.837,0.0,4.0,9.0,13.0
Germany,1906,Lore,0.447,0.837,0.894,0.548,3.5,12.0,15.5
Germany,1906,Shield,1.14,0.548,0.548,0.894,2.0,13.5,15.5
Germany,1906,Stewards,0.548,0.707,0.447,0.447,1.5,13.0,14.5
Germany,1907,Archive,0.837,0.707,0.0,0.894,2.5,12.5,15.0
Germany,1907,Craft,0.837,0.894,0.548,0.837,1.5,15.5,17.0
Germany,1907,Flow,0.548,0.548,1.304,0.837,3.5,13.0,16.5
Germany,1907,Hands,1.0,0.0,0.447,0.447,2.0,7.0,9.0
Germany,1907,Helm,0.548,0.707,0.447,0.447,2.5,8.0,10.5
Germany,1907,Lore,0.707,0.707,0.447,0.548,3.0,13.0,16.0
Germany,1907,Shield,0.548,0.707,0.837,0.0,1.0,14.0,15.0
Germany,1907,Stewards,0.0,0.837,0.0,0.0,2.0,12.5,14.5
Germany,1908,Archive,0.447,0.707,0.548,0.837,3.0,13.0,16.0
Germany,1908,Craft,0.707,0.447,0.447,0.0,1.0,15.5,16.5
Germany,1908,Flow,0.0,1.095,0.707,0.707,2.0,13.0,15.0
Germany,1908,Hands,0.548,0.548,0.447,0.548,1.5,6.5,8.0
Germany,1908,Helm,0.548,0.548,0.548,0.548,3.5,8.0,11.5
Germany,1908,Lore,0.0,0.548,0.447,0.837,0.5,14.5,15.0
Germany,1908,Shield,0.548,0.548,0.447,0.0,2.0,14.0,16.0
Germany,1908,Stewards,0.837,0.447,0.0,0.548,2.5,12.5,15.0
Germany,1909,Archive,0.894,0.548,0.447,0.447,3.5,12.0,15.5
Germany,1909,Craft,0.447,0.447,0.548,0.447,2.5,14.0,16.5
Germany,1909,Flow,1.14,0.707,0.447,0.707,2.0,13.0,15.0
Germany,1909,Hands,0.0,0.447,0.548,0.837,2.0,8.0,10.0
Germany,1909,Helm,0.447,0.447,0.447,0.548,2.0,9.0,11.0
Germany,1909,Lore,0.707,0.447,0.447,0.837,1.5,13.5,15.0
Germany,1909,Shield,0.548,0.0,0.837,0.548,3.5,13.0,16.5
Germany,1909,Stewards,0.447,0.447,0.447,0.548,1.5,13.0,14.5
Germany,1910,Archive,0.447,0.447,0.447,0.837,2.5,12.5,15.0
Germany,1910,Craft,0.707,0.837,0.0,0.837,2.0,15.0,17.0
Germany,1910,Flow,0.548,0.894,0.894,0.447,1.5,13.5,15.0
Germany,1910,Hands,0.447,0.548,0.447,0.447,3.0,6.0,9.0
Germany,1910,Helm,0.707,0.447,0.0,0.837,1.5,9.0,10.5
Germany,1910,Lore,0.707,0.548,0.707,0.707,4.0,13.0,17.0
Germany,1910,Shield,0.894,0.447,0.837,0.548,2.5,14.0,16.5
Germany,1910,Stewards,0.548,0.548,0.548,0.707,4.0,11.0,15.0
Germany,1911,Archive,0.447,0.0,0.548,0.0,2.0,14.0,16.0
Germany,1911,Craft,0.447,0.447,0.894,0.548,3.5,13.0,16.5
Germany,1911,Flow,0.837,0.707,0.837,0.447,3.0,13.0,16.0
Germany,1911,Hands,0.548,0.894,0.447,0.548,3.5,6.5,10.0
Germany,1911,Helm,0.894,0.548,0.447,0.894,4.5,7.5,12.0
Germany,1911,Lore,0.707,0.837,0.707,0.548,3.5,13.0,16.5
Germany,1911,Shield,0.707,0.447,0.447,0.548,3.5,13.0,16.5
Germany,1911,Stewards,0.447,0.0,0.707,0.447,2.5,12.0,14.5
Germany,1912,Archive,0.837,0.447,0.548,0.837,2.5,12.0,14.5
Germany,1912,Craft,0.707,0.894,0.707,0.447,3.0,14.5,17.5
Germany,1912,Flow,0.548,0.447,0.548,1.225,3.5,12.0,15.5
Germany,1912,Hands,0.837,1.0,1.14,0.707,4.5,6.5,11.0
Germany,1912,Helm,0.548,0.548,0.894,0.707,2.5,9.5,12.0
Germany,1912,Lore,0.707,0.707,0.447,0.0,2.0,13.0,15.0
Germany,1912,Shield,0.447,0.548,0.548,0.447,2.5,13.5,16.0
Germany,1912,Stewards,1.095,0.548,0.707,0.447,2.5,11.5,14.0
Germany,1913,Archive,0.548,0.707,0.707,0.837,3.5,12.0,15.5
Germany,1913,Craft,0.837,0.0,0.837,0.447,3.0,13.5,16.5
Germany,1913,Flow,0.837,0.837,0.548,0.447,2.5,13.5,16.0
Germany,1913,Hands,0.447,0.548,0.447,1.225,4.5,6.5,11.0
Germany,1913,Helm,0.0,1.225,0.447,1.225,4.0,6.0,10.0
Germany,1913,Lore,0.548,0.837,0.0,0.837,3.5,13.0,16.5
Germany,1913,Shield,0.837,0.447,1.095,0.837,4.0,13.0,17.0
Germany,1913,Stewards,0.707,0.837,0.548,1.14,3.0,13.5,16.5
Germany,1914,Archive,0.548,0.707,0.548,0.894,3.0,12.5,15.5
Germany,1914,Craft,1.517,0.447,0.894,0.707,6.5,10.0,16.5
Germany,1914,Flow,0.837,0.837,0.707,0.837,2.0,9.0,11.0
Germany,1914,Hands,1.414,0.837,0.894,1.517,3.5,9.0,12.5
Germany,1914,Helm,1.304,0.707,0.548,0.707,2.5,11.0,13.5
Germany,1914,Lore,1.517,0.837,0.548,1.0,3.5,10.5,14.0
Germany,1914,Shield,0.837,1.14,0.837,0.837,2.0,15.0,17.0
Germany,1914,Stewards,0.447,1.095,0.707,0.0,4.0,8.5,12.5
Germany,1915,Archive,0.0,0.837,0.707,1.0,2.5,12.0,14.5
Germany,1915,Craft,1.304,1.0,1.0,1.095,4.0,9.5,13.5
Germany,1915,Flow,0.894,0.447,0.447,0.894,2.0,5.0,7.0
Germany,1915,Hands,0.837,1.095,0.447,1.14,4.0,6.0,10.0
Germany,1915,Helm,0.447,0.707,0.837,0.707,1.5,9.0,10.5
Germany,1915,Lore,1.095,0.447,0.548,0.837,2.0,12.5,14.5
Germany,1915,Shield,1.225,0.447,0.837,0.707,4.5,11.0,15.5
Germany,1915,Stewards,1.0,1.304,0.837,0.837,5.5,6.0,11.5
Germany,1916,Archive,0.837,0.548,0.894,1.0,0.5,8.0,8.5
Germany,1916,Craft,0.447,0.837,0.707,0.707,3.0,8.0,11.0
Germany,1916,Flow,0.447,0.837,0.707,0.837,3.0,1.5,4.5
Germany,1916,Hands,0.837,1.14,1.483,0.447,6.0,4.0,10.0
Germany,1916,Helm,0.447,0.894,0.0,1.225,2.5,8.0,10.5
Germany,1916,Lore,1.225,0.548,1.304,1.225,5.5,7.5,13.0
Germany,1916,Shield,1.304,0.707,0.894,0.447,5.5,8.0,13.5
Germany,1916,Stewards,1.304,0.707,0.707,0.707,1.5,8.0,9.5
Germany,1917,Archive,1.643,1.581,0.837,1.304,6.0,6.5,12.5
Germany,1917,Craft,1.14,0.548,1.673,1.643,4.0,4.0,8.0
Germany,1917,Flow,1.225,0.548,0.707,0.447,5.5,-2.5,3.0
Germany,1917,Hands,0.707,0.447,1.095,0.837,2.5,0.5,3.0
Germany,1917,Helm,0.837,0.548,0.447,2.387,2.5,3.5,6.0
Germany,1917,Lore,1.225,1.304,1.414,0.837,6.0,4.5,10.5
Germany,1917,Shield,0.447,1.483,1.14,0.548,6.5,7.5,14.0
Germany,1917,Stewards,1.581,1.14,1.14,0.447,6.0,2.0,8.0
Germany,1918,Archive,0.548,1.483,1.342,0.0,6.0,2.5,8.5
Germany,1918,Craft,0.447,1.095,0.837,0.707,3.5,1.0,4.5
Germany,1918,Flow,0.894,0.894,0.447,1.304,1.5,-3.0,-1.5
Germany,1918,Hands,1.225,0.894,1.0,0.837,4.5,-4.5,0.0
Germany,1918,Helm,1.304,1.304,0.548,1.304,2.5,-1.0,1.5
Germany,1918,Lore,0.894,0.548,1.581,1.517,6.0,0.5,6.5
Germany,1918,Shield,0.707,0.548,1.225,0.837,6.5,0.5,7.0
Germany,1918,Stewards,0.837,1.14,1.225,0.548,4.5,0.5,5.0
Germany,1919,Archive,0.894,1.949,0.894,0.447,6.0,-0.5,5.5
Germany,1919,Craft,1.871,1.517,1.817,1.517,10.0,-2.5,7.5
Germany,1919,Flow,0.837,1.0,0.894,1.871,4.0,-4.0,0.0
Germany,1919,Hands,1.304,2.608,1.095,1.483,11.0,-0.5,10.5
Germany,1919,Helm,0.837,0.837,1.304,1.225,5.0,-2.5,2.5
Germany,1919,Lore,1.304,1.342,1.14,1.483,9.0,5.0,14.0
Germany,1919,Shield,0.447,1.483,1.342,1.14,3.5,-1.5,2.0
Germany,1919,Stewards,1.517,0.837,1.14,0.837,7.0,0.5,7.5
Germany,1920,Archive,0.837,1.817,1.095,0.707,7.5,-1.0,6.5
Germany,1920,Craft,2.702,1.304,0.447,1.817,6.5,3.5,10.0
Germany,1920,Flow,1.414,1.14,0.707,1.304,4.0,-2.5,1.5
Germany,1920,Hands,1.342,1.673,0.837,1.483,6.0,0.0,6.0
Germany,1920,Helm,1.304,1.789,1.095,1.14,6.0,-2.5,3.5
Germany,1920,Lore,1.14,2.302,1.483,1.304,7.0,5.5,12.5
Germany,1920,Shield,1.225,1.095,0.894,1.095,5.0,-1.5,3.5
Germany,1920,Stewards,1.517,1.517,1.225,1.14,6.5,1.5,8.0
Germany,1921,Archive,1.304,1.673,1.095,0.894,6.0,-1.5,4.5
Germany,1921,Craft,2.074,1.14,1.673,1.225,8.0,-0.5,7.5
Germany,1921,Flow,1.095,2.28,0.447,1.643,7.5,-3.0,4.5
Germany,1921,Hands,1.14,0.837,1.517,0.707,6.5,0.5,7.0
Germany,1921,Helm,1.483,1.789,1.14,0.837,7.5,-2.5,5.0
Germany,1921,Lore,1.581,1.304,1.483,1.304,9.0,4.0,13.0
Germany,1921,Shield,1.817,1.414,1.095,1.871,5.5,-2.0,3.5
Germany,1921,Stewards,1.095,0.894,1.095,1.095,4.0,-0.5,3.5
Germany,1922,Archive,0.447,0.707,0.837,1.304,3.5,2.5,6.0
Germany,1922,Craft,0.894,1.342,1.225,2.345,4.5,0.0,4.5
Germany,1922,Flow,0.707,1.342,0.837,0.707,3.5,-2.0,1.5
Germany,1922,Hands,1.304,1.304,1.0,1.483,7.5,-0.5,7.0
Germany,1922,Helm,2.074,1.14,0.447,1.581,8.0,-2.5,5.5
Germany,1922,Lore,0.548,2.074,1.414,0.548,2.0,6.5,8.5
Germany,1922,Shield,0.894,1.581,1.304,0.707,3.5,-2.5,1.0
Germany,1922,Stewards,2.0,1.14,0.447,0.837,4.0,-4.0,0.0
Germany,1923,Archive,1.483,0.837,1.095,1.225,6.5,-4.0,2.5
Germany,1923,Craft,1.14,1.581,0.707,0.548,3.0,-3.0,0.0
Germany,1923,Flow,0.837,1.225,0.894,1.581,6.0,-7.0,-1.0
Germany,1923,Hands,1.095,1.817,1.0,0.894,6.0,-4.0,2.0
Germany,1923,Helm,0.548,0.837,0.548,0.837,3.0,-4.0,-1.0
Germany,1923,Lore,1.14,1.342,2.049,0.894,5.5,2.5,8.0
Germany,1923,Shield,1.304,0.707,0.894,0.707,3.5,-1.0,2.5
Germany,1923,Stewards,0.447,1.414,0.548,1.304,5.0,-7.0,-2.0
Germany,1924,Archive,0.837,0.447,0.548,0.548,2.5,5.5,8.0
Germany,1924,Craft,0.894,0.548,0.548,0.837,2.5,6.5,9.0
