Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Sweden,1950,Helm,0.0,0.0,0.45,0.0,1.0,14.5,15.5
Sweden,1950,Shield,0.55,0.0,0.0,0.0,1.0,10.5,11.5
Sweden,1950,Lore,0.0,0.0,0.0,0.0,0.0,15.5,15.5
Sweden,1950,Stewards,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Sweden,1950,Craft,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Sweden,1950,Hands,0.0,0.0,0.0,0.0,0.0,15.0,15.0
Sweden,1950,Archive,0.0,0.0,0.0,0.0,0.0,15.5,15.5
Sweden,1950,Flow,0.0,0.0,0.0,0.0,0.0,14.0,14.0
Sweden,1960,Helm,0.0,0.0,0.0,0.0,0.0,16.5,16.5
Sweden,1960,Shield,0.0,0.0,0.0,0.0,0.0,13.5,13.5
Sweden,1960,Lore,0.0,0.0,0.0,0.0,0.0,17.0,17.0
Sweden,1960,Stewards,0.55,0.0,0.0,0.55,1.5,15.0,16.5
Sweden,1960,Craft,0.0,0.0,0.0,0.0,0.0,16.5,16.5
Sweden,1960,Hands,0.0,0.0,0.0,0.0,0.0,16.0,16.0
Sweden,1960,Archive,0.0,0.0,0.0,0.0,0.0,16.5,16.5
Sweden,1960,Flow,0.0,0.45,0.0,0.0,1.0,15.5,16.5
Sweden,1970,Helm,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,1970,Shield,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,1970,Lore,0.45,0.45,0.45,0.0,3.0,12.0,15.0
Sweden,1970,Stewards,0.45,0.0,0.0,0.0,1.0,10.0,11.0
Sweden,1970,Craft,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,1970,Hands,0.0,0.0,0.0,0.55,0.5,14.0,14.5
Sweden,1970,Archive,0.0,0.55,0.0,0.0,1.0,13.5,14.5
Sweden,1970,Flow,0.45,0.0,0.0,0.0,1.0,11.5,12.5
Sweden,1980,Helm,0.0,0.0,0.45,0.0,1.0,10.5,11.5
Sweden,1980,Shield,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,1980,Lore,0.55,0.0,0.55,0.0,2.0,13.0,15.0
Sweden,1980,Stewards,0.45,0.0,0.0,0.0,1.0,10.0,11.0
Sweden,1980,Craft,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,1980,Hands,0.0,0.0,0.0,0.0,0.0,12.0,12.0
Sweden,1980,Archive,0.0,0.0,0.45,0.0,1.0,12.5,13.5
Sweden,1980,Flow,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,1990,Helm,0.45,0.55,0.45,0.0,3.0,4.5,7.5
Sweden,1990,Shield,0.55,0.45,0.0,0.0,2.0,9.5,11.5
Sweden,1990,Lore,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Sweden,1990,Stewards,0.55,0.71,0.55,0.0,4.0,1.0,5.0
Sweden,1990,Craft,0.45,0.45,0.0,0.0,2.0,6.5,8.5
Sweden,1990,Hands,0.45,0.45,0.45,0.0,3.0,4.0,7.0
Sweden,1990,Archive,0.0,0.55,0.0,0.0,1.0,9.5,10.5
Sweden,1990,Flow,0.45,0.55,0.45,0.0,3.0,4.5,7.5
Sweden,2000,Helm,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Sweden,2000,Shield,0.0,0.0,0.0,0.55,0.5,10.5,11.0
Sweden,2000,Lore,0.0,0.0,0.45,0.0,1.0,13.0,14.0
Sweden,2000,Stewards,0.0,0.0,0.45,0.0,1.0,12.5,13.5
Sweden,2000,Craft,0.0,0.0,0.0,0.0,0.0,13.5,13.5
Sweden,2000,Hands,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Sweden,2000,Archive,0.0,0.0,0.0,0.0,0.0,13.5,13.5
Sweden,2000,Flow,0.0,0.0,0.45,0.0,1.0,12.5,13.5
Sweden,2010,Helm,0.0,0.0,0.0,0.0,0.0,11.5,11.5
Sweden,2010,Shield,0.45,0.0,0.0,0.55,1.5,8.5,10.0
Sweden,2010,Lore,0.0,0.0,0.0,0.0,0.0,13.0,13.0
Sweden,2010,Stewards,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,2010,Craft,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,2010,Hands,0.45,0.0,0.0,0.0,1.0,10.0,11.0
Sweden,2010,Archive,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,2010,Flow,0.0,0.0,0.0,0.0,0.0,12.5,12.5
Sweden,2020,Helm,0.45,0.0,0.0,0.0,1.0,6.5,7.5
Sweden,2020,Shield,0.0,0.45,0.0,0.0,1.0,6.0,7.0
Sweden,2020,Lore,0.0,0.0,0.0,0.0,0.0,11.0,11.0
Sweden,2020,Stewards,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Sweden,2020,Craft,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Sweden,2020,Hands,0.0,0.0,0.45,0.0,1.0,7.0,8.0
Sweden,2020,Archive,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Sweden,2020,Flow,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Sweden,2026,Helm,0.0,0.0,0.0,0.0,0.0,7.5,7.5
Sweden,2026,Shield,0.0,0.55,0.0,0.0,1.0,8.0,9.0
Sweden,2026,Lore,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Sweden,2026,Stewards,0.55,0.0,0.0,0.0,1.0,7.5,8.5
Sweden,2026,Craft,0.0,0.45,0.0,0.0,1.0,9.5,10.5
Sweden,2026,Hands,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Sweden,2026,Archive,0.0,0.0,0.0,0.0,0.0,9.5,9.5
Sweden,2026,Flow,0.45,0.0,0.45,0.0,2.0,7.5,9.5
