Entity,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max,Stress Capacity Ratio,Resilience Index,Envelope Midpoint,Envelope Delta,node_value_rank,stress_rank
BYD,2010,Stewards,6.0,7.0,5.0,6.0,11.0,21.836,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.7142857142857143,4.666666666666667,11.0,0.0,5.0,2.0
BYD,2010,Hands,5.0,7.0,4.0,4.0,10.0,18.056,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.5714285714285714,4.0,10.0,0.0,6.0,4.0
BYD,2010,Archive,4.8,6.0,4.0,5.0,9.3,19.058,0.45,0.0,0.0,0.0,1.0,8.5,9.5,0.6666666666666666,3.9333333333333336,9.0,0.3000000000000007,7.0,4.0
BYD,2010,Shield,5.0,5.0,5.0,5.0,7.5,18.63,0.0,0.0,0.0,0.0,0.0,7.5,7.5,1.0,3.3333333333333335,7.5,0.0,8.0,2.0
BYD,2011,Lore,7.0,7.0,4.2,8.0,13.8,26.047,0.0,0.0,0.45,0.0,1.0,13.0,14.0,0.6,5.933333333333334,13.5,0.3000000000000007,1.0,3.0
BYD,2011,Helm,7.0,7.0,5.2,7.0,12.3,23.932,0.0,0.0,0.45,0.0,1.0,11.5,12.5,0.7428571428571429,5.266666666666667,12.0,0.3000000000000007,2.0,1.0
BYD,2011,Stewards,6.0,7.0,5.0,6.0,11.0,21.203,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.7142857142857143,4.666666666666667,11.0,0.0,3.0,2.0
BYD,2011,Flow,6.0,7.0,5.0,5.0,10.5,19.974,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.7142857142857143,4.333333333333333,10.5,0.0,4.0,2.0
BYD,2011,Craft,5.8,6.8,5.2,6.0,10.4,20.659,0.45,0.45,0.45,0.0,3.0,8.0,11.0,0.7647058823529412,4.466666666666668,9.5,0.9000000000000004,5.0,1.0
BYD,2011,Archive,4.8,6.0,4.0,5.0,9.3,18.513,0.45,0.0,0.0,0.0,1.0,8.5,9.5,0.6666666666666666,3.9333333333333336,9.0,0.3000000000000007,6.0,4.0
BYD,2011,Hands,5.0,7.0,5.0,4.0,9.0,16.804,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.7142857142857143,3.6666666666666665,9.0,0.0,7.0,2.0
BYD,2011,Shield,5.0,5.0,5.0,5.0,7.5,18.102,0.0,0.0,0.0,0.0,0.0,7.5,7.5,1.0,3.3333333333333335,7.5,0.0,8.0,2.0
BYD,2012,Lore,7.0,7.0,4.2,8.0,13.8,25.85,0.0,0.0,0.45,0.0,1.0,13.0,14.0,0.6,5.933333333333334,13.5,0.3000000000000007,1.0,3.0
BYD,2012,Helm,7.0,7.0,5.2,7.0,12.3,23.754,0.0,0.0,0.45,0.0,1.0,11.5,12.5,0.7428571428571429,5.266666666666667,12.0,0.3000000000000007,2.0,1.0
BYD,2012,Craft,5.8,6.8,5.2,6.0,10.4,20.51,0.45,0.45,0.45,0.0,3.0,8.0,11.0,0.7647058823529412,4.466666666666668,9.5,0.9000000000000004,3.0,1.0
BYD,2012,Stewards,6.0,6.0,5.0,6.0,10.0,21.049,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.8333333333333334,4.333333333333333,10.0,0.0,4.0,2.0
BYD,2012,Flow,6.0,6.0,5.0,5.0,9.5,19.831,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.8333333333333334,4.0,9.5,0.0,5.0,2.0
BYD,2012,Hands,5.0,7.0,5.2,4.0,8.8,16.539,0.0,0.0,0.45,0.0,1.0,8.0,9.0,0.7428571428571429,3.6,8.5,0.3000000000000007,6.0,1.0
BYD,2012,Archive,4.8,6.0,5.0,5.0,8.3,17.59,0.45,0.0,0.0,0.0,1.0,7.5,8.5,0.8333333333333334,3.6,8.0,0.3000000000000007,7.0,2.0
BYD,2012,Shield,5.0,5.0,5.0,5.0,7.5,17.974,0.0,0.0,0.0,0.0,0.0,7.5,7.5,1.0,3.3333333333333335,7.5,0.0,8.0,2.0
BYD,2013,Lore,7.0,7.0,4.2,8.0,13.8,26.254,0.0,0.0,0.45,0.0,1.0,13.0,14.0,0.6,5.933333333333334,13.5,0.3000000000000007,1.0,3.0
BYD,2013,Helm,7.0,7.0,5.2,7.0,12.3,24.118,0.0,0.0,0.45,0.0,1.0,11.5,12.5,0.7428571428571429,5.266666666666667,12.0,0.3000000000000007,2.0,1.0
BYD,2013,Craft,5.8,6.8,4.2,6.0,11.4,21.724,0.45,0.45,0.45,0.0,3.0,9.0,12.0,0.6176470588235294,4.800000000000001,10.5,0.9000000000000004,3.0,3.0
BYD,2013,Stewards,6.0,6.0,4.0,6.0,11.0,22.291,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.6666666666666666,4.666666666666667,11.0,0.0,4.0,4.0
BYD,2013,Flow,6.0,7.0,5.0,5.0,10.5,20.124,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.7142857142857143,4.333333333333333,10.5,0.0,5.0,2.0
BYD,2013,Hands,5.0,7.0,5.2,4.0,8.8,16.778,0.0,0.0,0.45,0.0,1.0,8.0,9.0,0.7428571428571429,3.6,8.5,0.3000000000000007,6.0,1.0
BYD,2013,Archive,4.8,6.0,5.0,5.0,8.3,17.847,0.45,0.0,0.0,0.0,1.0,7.5,8.5,0.8333333333333334,3.6,8.0,0.3000000000000007,7.0,2.0
BYD,2013,Shield,5.0,5.0,5.0,5.0,7.5,18.237,0.0,0.0,0.0,0.0,0.0,7.5,7.5,1.0,3.3333333333333335,7.5,0.0,8.0,2.0
BYD,2014,Lore,7.0,7.0,4.2,8.0,13.8,26.863,0.0,0.0,0.45,0.0,1.0,13.0,14.0,0.6,5.933333333333334,13.5,0.3000000000000007,1.0,2.0
BYD,2014,Helm,7.0,7.0,5.2,7.0,12.3,24.671,0.0,0.0,0.45,0.0,1.0,11.5,12.5,0.7428571428571429,5.266666666666667,12.0,0.3000000000000007,2.0,1.0
BYD,2014,Stewards,6.0,7.0,4.0,6.0,12.0,22.794,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,3.0,3.0
BYD,2014,Flow,6.0,7.0,4.0,5.0,11.5,21.483,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.5714285714285714,4.666666666666667,11.5,0.0,4.0,3.0
BYD,2014,Craft,5.8,6.8,4.2,6.0,11.4,22.211,0.45,0.45,0.45,0.0,3.0,9.0,12.0,0.6176470588235294,4.800000000000001,10.5,0.9000000000000004,5.0,2.0
BYD,2014,Archive,5.0,6.0,4.0,5.0,9.5,19.474,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,6.0,3.0
BYD,2014,Hands,5.0,7.0,5.2,4.0,8.8,17.146,0.0,0.0,0.45,0.0,1.0,8.0,9.0,0.7428571428571429,3.6,8.5,0.3000000000000007,7.0,1.0
BYD,2014,Shield,5.0,5.0,4.0,5.0,8.5,19.474,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.8,3.6666666666666665,8.5,0.0,8.0,3.0
BYD,2015,Lore,7.0,8.0,4.2,8.0,14.8,27.78,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.525,6.266666666666667,14.5,0.3000000000000007,1.0,2.0
BYD,2015,Craft,7.0,8.0,4.0,6.0,14.0,25.61,0.71,0.71,0.71,0.0,6.0,11.0,17.0,0.5,5.666666666666667,14.0,0.0,2.0,3.0
BYD,2015,Flow,7.0,8.0,4.0,5.0,13.5,24.297,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,3.0,3.0
BYD,2015,Helm,7.0,7.0,5.2,7.0,12.3,25.541,0.0,0.0,0.45,0.0,1.0,11.5,12.5,0.7428571428571429,5.266666666666667,12.0,0.3000000000000007,4.0,1.0
BYD,2015,Stewards,6.0,7.0,4.0,6.0,12.0,23.586,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,3.0
BYD,2015,Hands,5.0,8.0,5.2,4.0,9.8,17.765,0.0,0.0,0.45,0.0,1.0,9.0,10.0,0.65,3.9333333333333336,9.5,0.3000000000000007,6.0,1.0
BYD,2015,Archive,5.0,6.0,4.0,5.0,9.5,20.134,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,7.0,3.0
BYD,2015,Shield,5.0,6.0,4.0,5.0,9.5,20.134,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,7.0,3.0
BYD,2016,Lore,7.0,8.0,4.2,8.0,14.8,28.894,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.525,6.266666666666667,14.5,0.3000000000000007,1.0,2.0
BYD,2016,Craft,7.2,8.2,3.8,6.0,14.6,27.215,0.45,0.45,0.45,0.0,3.0,14.0,17.0,0.4634146341463415,5.866666666666666,15.5,-0.9000000000000004,2.0,4.0
BYD,2016,Flow,7.0,8.0,4.0,5.0,13.5,25.193,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,3.0,3.0
BYD,2016,Helm,7.0,7.0,5.2,8.0,12.8,27.724,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7428571428571429,5.6000000000000005,12.5,0.3000000000000007,4.0,1.0
BYD,2016,Archive,6.0,7.0,4.0,6.0,12.0,24.485,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,3.0
BYD,2016,Stewards,6.0,7.0,4.0,6.0,12.0,24.485,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,3.0
BYD,2016,Hands,5.0,8.0,5.2,4.0,9.8,18.398,0.0,0.0,0.45,0.0,1.0,9.0,10.0,0.65,3.9333333333333336,9.5,0.3000000000000007,6.0,1.0
BYD,2016,Shield,5.0,6.0,4.0,5.0,9.5,20.883,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,7.0,3.0
BYD,2017,Lore,7.0,8.0,4.2,8.0,14.8,28.513,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.525,6.266666666666667,14.5,0.3000000000000007,1.0,3.0
BYD,2017,Craft,7.2,8.2,3.8,6.0,14.6,26.857,0.45,0.45,0.45,0.0,3.0,14.0,17.0,0.4634146341463415,5.866666666666666,15.5,-0.9000000000000004,2.0,5.0
BYD,2017,Helm,7.0,7.0,5.2,8.0,12.8,27.362,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7428571428571429,5.6000000000000005,12.5,0.3000000000000007,3.0,1.0
BYD,2017,Flow,7.0,8.0,5.0,5.0,12.5,23.826,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.625,5.0,12.5,0.0,4.0,2.0
BYD,2017,Archive,6.0,7.0,4.0,6.0,12.0,24.171,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,4.0
BYD,2017,Stewards,6.0,7.0,4.0,6.0,12.0,24.171,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,4.0
BYD,2017,Hands,5.0,8.0,5.2,4.0,9.8,18.169,0.0,0.0,0.45,0.0,1.0,9.0,10.0,0.65,3.9333333333333336,9.5,0.3000000000000007,6.0,1.0
BYD,2017,Shield,5.0,6.0,5.0,5.0,8.5,19.727,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.8333333333333334,3.6666666666666665,8.5,0.0,7.0,2.0
BYD,2018,Lore,8.0,8.2,4.2,9.2,16.6,33.107,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,2.0
BYD,2018,Craft,7.2,8.2,3.8,6.0,14.6,27.904,0.45,0.45,0.45,0.0,3.0,14.0,17.0,0.4634146341463415,5.866666666666666,15.5,-0.9000000000000004,2.0,4.0
BYD,2018,Flow,7.0,8.0,4.0,5.0,13.5,25.818,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,3.0,3.0
BYD,2018,Helm,7.0,7.0,5.2,8.0,12.8,28.442,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7428571428571429,5.6000000000000005,12.5,0.3000000000000007,4.0,1.0
BYD,2018,Archive,6.0,7.0,4.0,6.0,12.0,25.099,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,3.0
BYD,2018,Stewards,6.0,7.0,4.0,6.0,12.0,25.099,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,3.0
BYD,2018,Hands,5.0,8.0,5.2,4.0,9.8,18.837,0.0,0.0,0.45,0.0,1.0,9.0,10.0,0.65,3.9333333333333336,9.5,0.3000000000000007,6.0,1.0
BYD,2018,Shield,5.0,6.0,4.0,5.0,9.5,21.395,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,7.0,3.0
BYD,2019,Lore,8.0,8.2,4.2,9.2,16.6,33.494,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,3.0
BYD,2019,Craft,7.2,8.2,3.8,7.0,15.1,29.575,0.45,0.45,0.45,0.0,3.0,14.5,17.5,0.4634146341463415,6.199999999999999,16.0,-0.9000000000000004,2.0,5.0
BYD,2019,Flow,7.0,8.0,4.0,5.0,13.5,26.038,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5,5.333333333333333,13.5,0.0,3.0,4.0
BYD,2019,Helm,7.0,7.0,5.2,8.0,12.8,28.762,0.0,0.0,0.45,0.0,1.0,12.0,13.0,0.7428571428571429,5.6000000000000005,12.5,0.3000000000000007,4.0,1.0
BYD,2019,Archive,6.0,7.0,4.0,6.0,12.0,25.356,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,4.0
BYD,2019,Stewards,6.0,7.0,4.0,6.0,12.0,25.356,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,5.0,4.0
BYD,2019,Hands,5.0,8.0,5.0,4.0,10.0,19.174,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.625,4.0,10.0,0.0,6.0,2.0
BYD,2019,Shield,5.0,6.0,4.0,5.0,9.5,21.609,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.6666666666666666,4.0,9.5,0.0,7.0,4.0
BYD,2020,Lore,8.0,8.2,4.2,9.2,16.6,35.076,0.0,0.45,0.45,0.45,2.5,15.5,18.0,0.5121951219512195,7.066666666666666,16.75,-0.14999999999999858,1.0,4.0
BYD,2020,Craft,7.2,8.2,3.8,7.0,15.1,30.988,0.45,0.45,0.45,0.0,3.0,14.5,17.5,0.4634146341463415,6.199999999999999,16.0,-0.9000000000000004,2.0,6.0
BYD,2020,Helm,8.0,7.0,5.2,8.0,13.8,32.203,0.0,0.0,0.45,0.0,1.0,13.0,14.0,0.7428571428571429,5.933333333333334,13.5,0.3000000000000007,3.0,1.0
BYD,2020,Stewards,7.0,7.0,4.0,7.0,13.5,30.278,0.0,0.0,0.0,0.0,0.0,13.5,13.5,0.5714285714285714,5.666666666666667,13.5,0.0,4.0,5.0
BYD,2020,Flow,7.2,8.0,4.8,5.0,12.9,26.851,0.45,0.0,0.45,0.0,2.0,12.5,14.5,0.6,5.133333333333333,13.5,-0.5999999999999996,5.0,3.0
BYD,2020,Archive,6.0,7.0,4.0,6.0,12.0,26.527,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.5714285714285714,5.0,12.0,0.0,6.0,5.0
BYD,2020,Shield,6.0,6.0,4.0,5.0,10.5,25.021,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,7.0,5.0
BYD,2020,Hands,5.0,8.0,5.0,4.0,10.0,20.073,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.625,4.0,10.0,0.0,8.0,2.0
BYD,2021,Lore,8.0,9.2,4.2,9.2,17.6,37.13,0.0,0.45,0.45,0.45,2.5,16.5,19.0,0.4565217391304348,7.3999999999999995,17.75,-0.14999999999999858,1.0,3.0
BYD,2021,Craft,8.2,9.2,3.8,7.0,17.1,35.309,0.45,0.45,0.45,0.0,3.0,16.5,19.5,0.41304347826086957,6.866666666666666,18.0,-0.8999999999999986,2.0,5.0
BYD,2021,Flow,8.2,9.0,3.8,5.0,15.9,32.334,0.45,0.0,0.45,0.0,2.0,15.5,17.5,0.4222222222222222,6.133333333333333,16.5,-0.5999999999999996,3.0,5.0
BYD,2021,Helm,8.0,8.0,5.2,8.0,14.8,34.146,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.65,6.266666666666667,14.5,0.3000000000000007,4.0,1.0
BYD,2021,Stewards,7.0,8.0,4.0,7.0,14.5,32.084,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,4.0
BYD,2021,Archive,7.0,7.0,4.0,6.0,13.0,30.645,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.5714285714285714,5.333333333333333,13.0,0.0,6.0,4.0
BYD,2021,Hands,6.0,8.0,5.0,4.0,11.0,23.874,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.625,4.333333333333333,11.0,0.0,7.0,2.0
BYD,2021,Shield,6.0,6.0,4.0,5.0,10.5,26.559,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,8.0,4.0
BYD,2022,Lore,8.0,9.2,4.2,9.2,17.6,37.832,0.0,0.45,0.45,0.45,2.5,16.5,19.0,0.4565217391304348,7.3999999999999995,17.75,-0.14999999999999858,1.0,3.0
BYD,2022,Craft,8.2,9.2,3.8,7.0,17.1,35.854,0.45,0.45,0.45,0.0,3.0,16.5,19.5,0.41304347826086957,6.866666666666666,18.0,-0.8999999999999986,2.0,5.0
BYD,2022,Flow,8.2,9.0,3.8,6.0,16.4,34.328,0.45,0.0,0.45,0.0,2.0,16.0,18.0,0.4222222222222222,6.466666666666666,17.0,-0.6000000000000014,3.0,5.0
BYD,2022,Helm,8.0,8.0,5.2,8.0,14.8,34.726,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.65,6.266666666666667,14.5,0.3000000000000007,4.0,1.0
BYD,2022,Archive,7.0,8.0,4.0,7.0,14.5,32.623,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,4.0
BYD,2022,Stewards,7.0,8.0,4.0,7.0,14.5,32.623,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,5.0,4.0
BYD,2022,Hands,6.0,8.0,5.0,4.0,11.0,24.167,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.625,4.333333333333333,11.0,0.0,6.0,2.0
BYD,2022,Shield,6.0,6.0,4.0,5.0,10.5,26.944,0.0,0.0,0.0,0.0,0.0,10.5,10.5,0.6666666666666666,4.333333333333333,10.5,0.0,7.0,4.0
BYD,2023,Lore,8.0,9.2,4.2,9.2,17.6,37.357,0.0,0.45,0.45,0.45,2.5,16.5,19.0,0.4565217391304348,7.3999999999999995,17.75,-0.14999999999999858,1.0,5.0
BYD,2023,Craft,8.2,9.2,3.8,7.0,17.1,35.351,0.45,0.45,0.45,0.0,3.0,16.5,19.5,0.41304347826086957,6.866666666666666,18.0,-0.8999999999999986,2.0,7.0
BYD,2023,Flow,8.2,9.0,5.4,6.0,14.8,31.601,0.45,0.0,1.14,0.0,4.0,13.0,17.0,0.6000000000000001,5.933333333333333,15.0,-0.1999999999999993,3.0,2.0
BYD,2023,Helm,8.0,8.0,5.2,8.0,14.8,34.272,0.0,0.0,0.45,0.0,1.0,14.0,15.0,0.65,6.266666666666667,14.5,0.3000000000000007,3.0,3.0
BYD,2023,Archive,7.0,8.0,4.0,7.0,14.5,32.201,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,4.0,6.0
BYD,2023,Stewards,7.0,8.0,4.0,7.0,14.5,32.201,0.0,0.0,0.0,0.0,0.0,14.5,14.5,0.5,6.0,14.5,0.0,4.0,6.0
BYD,2023,Hands,6.0,8.0,5.0,4.0,11.0,23.817,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.625,4.333333333333333,11.0,0.0,5.0,4.0
