Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node value,Bond strength
China,1987,Property Owners,3,4,-1.0,2.0,10.0,8.4
China,1987,Trades/Professions,5,6,-2.0,4.0,15.0,14.4
China,1987,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,1987,State Memory,8,8,-7.0,8.0,21.0,20.4
China,1987,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,1988,Executive,7,7,-5.0,6.0,18.0,18.0
China,1988,Army,4,5,-2.0,3.0,12.5,10.8
China,1988,Priests,1,1,1.0,1.0,3.5,2.4
China,1988,Property Owners,2,3,0.0,1.5,7.3,6.0
China,1988,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,1988,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,1988,State Memory,7,7,-6.0,7.0,18.5,16.8
China,1988,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,1989,Executive,6,6,-4.0,5.0,16.0,15.6
China,1989,Army,5,6,-3.0,4.0,15.0,13.2
China,1989,Priests,1,1,1.0,1.0,3.5,2.4
China,1989,Property Owners,3,4,-1.0,2.0,10.0,8.4
China,1989,Trades/Professions,3,4,0.0,2.0,9.0,7.2
China,1989,Proletariat,6,8,-3.0,2.0,15.0,13.2
China,1989,State Memory,6,6,-5.0,6.0,16.0,14.4
China,1989,Shopkeepers/Merchants,3,4,-1.0,2.0,10.0,8.4
China,1990,Executive,5,5,-3.0,4.0,14.0,13.2
China,1990,Army,4,5,-2.0,3.0,12.5,10.8
China,1990,Priests,1,1,1.0,1.0,3.5,2.4
China,1990,Property Owners,2,3,0.0,1.5,7.3,6.0
China,1990,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,1990,Proletariat,5,7,-2.0,2.0,14.0,12.0
China,1990,State Memory,5,5,-4.0,5.0,14.5,12.6
China,1990,Shopkeepers/Merchants,3,4,-1.0,2.0,10.0,8.4
China,1991,Executive,6,6,-4.0,5.0,16.0,15.6
China,1991,Army,3,4,-1.0,2.0,9.0,8.4
China,1991,Priests,1,1,1.0,1.0,3.5,2.4
China,1991,Property Owners,3,4,-1.0,2.0,10.0,8.4
China,1991,Trades/Professions,5,6,-2.0,4.0,15.0,14.4
China,1991,Proletariat,6,8,-3.0,2.0,15.0,13.2
China,1991,State Memory,6,6,-5.0,6.0,16.0,14.4
China,1991,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,1992,Executive,7,7,-5.0,6.0,18.0,18.0
China,1992,Army,4,5,-2.0,3.0,12.5,10.8
China,1992,Priests,1,1,1.0,1.0,3.5,2.4
China,1992,Property Owners,4,5,-2.0,2.5,12.8,10.8
China,1992,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,1992,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,1992,State Memory,7,7,-6.0,7.0,18.5,16.8
China,1992,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,1993,Executive,8,8,-6.0,7.0,21.0,21.6
China,1993,Army,3,4,-1.0,2.0,9.0,8.4
China,1993,Priests,1,1,1.0,1.0,3.5,2.4
China,1993,Property Owners,5,6,-3.0,3.0,14.0,12.6
China,1993,Trades/Professions,5,6,-2.0,4.0,15.0,14.4
China,1993,Proletariat,6,8,-3.0,2.0,15.0,13.2
China,1993,State Memory,6,6,-5.0,6.0,16.0,14.4
China,1993,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,1994,Executive,7,7,-5.0,6.0,19.0,18.0
China,1994,Army,5,6,-3.0,4.0,15.0,13.2
China,1994,Priests,1,1,1.0,1.0,3.5,2.4
China,1994,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,1994,Trades/Professions,6,7,-3.0,5.0,18.0,16.8
China,1994,Proletariat,7,9,-4.0,2.0,18.0,16.8
China,1994,State Memory,8,8,-7.0,8.0,22.0,21.6
China,1994,Shopkeepers/Merchants,4,5,-2.0,3.0,12.0,10.8
China,1995,Executive,8,8,-6.0,7.0,21.0,20.4
China,1995,Army,4,5,-2.0,3.0,12.5,10.8
China,1995,Priests,1,1,1.0,1.0,3.5,2.4
China,1995,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,1995,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,1995,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,1995,State Memory,7,7,-6.0,7.0,19.0,16.8
China,1995,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,1996,Executive,7,7,-5.0,6.0,18.0,16.8
China,1996,Army,3,4,-1.0,2.0,9.0,8.4
China,1996,Priests,1,1,1.0,1.0,3.5,2.4
China,1996,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,1996,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,1996,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,1996,State Memory,6,6,-5.0,6.0,16.0,14.4
China,1996,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,1997,Executive,6,6,-4.0,5.0,16.0,15.6
China,1997,Army,4,5,-2.0,3.0,12.5,10.8
China,1997,Priests,1,1,1.0,1.0,3.5,2.4
China,1997,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,1997,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,1997,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,1997,State Memory,7,7,-6.0,7.0,19.0,16.8
China,1997,Shopkeepers/Merchants,3,4,-1.0,2.0,10.0,8.4
China,1998,Executive,7,7,-5.0,6.0,18.0,16.8
China,1998,Army,3,4,-1.0,2.0,9.0,8.4
China,1998,Priests,1,1,1.0,1.0,3.5,2.4
China,1998,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,1998,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,1998,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,1998,State Memory,8,8,-7.0,8.0,21.0,19.2
China,1998,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,1999,Executive,8,8,-6.0,7.0,21.0,21.6
China,1999,Army,4,5,-2.0,3.0,12.5,10.8
China,1999,Priests,1,1,1.0,1.0,3.5,2.4
China,1999,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,1999,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,1999,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,1999,State Memory,7,7,-6.0,7.0,19.0,16.8
China,1999,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2000,Executive,7,7,-5.0,6.0,18.0,16.8
China,2000,Army,3,4,-1.0,2.0,9.0,8.4
China,2000,Priests,1,1,1.0,1.0,3.5,2.4
China,2000,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2000,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2000,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2000,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2000,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2001,Executive,6,6,-4.0,5.0,17.0,15.6
China,2001,Army,4,5,-2.0,3.0,12.5,10.8
China,2001,Priests,1,1,1.0,1.0,3.5,2.4
China,2001,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2001,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2001,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2001,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2001,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2002,Executive,7,7,-5.0,6.0,18.0,16.8
China,2002,Army,3,4,-1.0,2.0,9.0,8.4
China,2002,Priests,1,1,1.0,1.0,3.5,2.4
China,2002,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2002,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2002,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2002,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2002,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2003,Executive,8,8,-6.0,7.0,21.0,20.4
China,2003,Army,4,5,-2.0,3.0,12.5,10.8
China,2003,Priests,1,1,1.0,1.0,3.5,2.4
China,2003,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2003,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2003,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2003,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2003,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2004,Executive,7,7,-5.0,6.0,18.0,16.8
China,2004,Army,3,4,-1.0,2.0,9.0,8.4
China,2004,Priests,1,1,1.0,1.0,3.5,2.4
China,2004,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2004,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2004,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2004,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2004,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2005,Executive,6,6,-4.0,5.0,16.0,15.6
China,2005,Army,4,5,-2.0,3.0,12.5,10.8
China,2005,Priests,1,1,1.0,1.0,3.5,2.4
China,2005,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2005,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2005,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2005,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2005,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2006,Executive,7,7,-5.0,6.0,19.0,18.0
China,2006,Army,3,4,-1.0,2.0,9.0,8.4
China,2006,Priests,1,1,,,,
China,2007,Executive,8,8,-6.0,7.0,21.0,20.4
China,2007,Army,4,5,-2.0,3.0,12.5,10.8
China,2007,Priests,1,1,1.0,1.0,3.5,2.4
China,2007,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2007,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2007,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2007,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2007,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2008,Executive,7,7,-5.0,6.0,18.0,16.8
China,2008,Army,3,4,-1.0,2.0,9.0,8.4
China,2008,Priests,1,1,1.0,1.0,3.5,2.4
China,2008,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2008,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2008,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2008,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2008,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2009,Executive,8,8,-6.0,7.0,21.0,20.4
China,2009,Army,4,5,-2.0,3.0,12.5,10.8
China,2009,Priests,1,1,1.0,1.0,3.5,2.4
China,2009,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2009,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2009,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2009,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2009,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2010,Executive,7,7,-5.0,6.0,18.0,16.8
China,2010,Army,3,4,-1.0,2.0,9.0,8.4
China,2010,Priests,1,1,1.0,1.0,3.5,2.4
China,2010,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2010,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2010,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2010,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2010,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2011,Executive,6,6,-4.0,5.0,16.0,15.6
China,2011,Army,4,5,-2.0,3.0,12.5,10.8
China,2011,Priests,1,1,1.0,1.0,3.5,2.4
China,2011,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2011,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2011,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2011,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2011,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2012,Executive,7,7,-5.0,6.0,19.0,18.0
China,2012,Army,3,4,-1.0,2.0,9.0,8.4
China,2012,Priests,1,1,1.0,1.0,3.5,2.4
China,2012,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2012,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2012,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2012,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2012,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2013,Executive,8,8,-6.0,7.0,21.0,21.6
China,2013,Army,4,5,-2.0,3.0,12.5,10.8
China,2013,Priests,1,1,1.0,1.0,3.5,2.4
China,2013,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2013,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2013,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2013,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2013,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2014,Executive,7,7,-5.0,6.0,18.0,16.8
China,2014,Army,3,4,-1.0,2.0,9.0,8.4
China,2014,Priests,1,1,1.0,1.0,3.5,2.4
China,2014,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2014,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2014,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2014,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2014,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2015,Executive,6,6,-4.0,5.0,16.0,15.6
China,2015,Army,4,5,-2.0,3.0,12.5,10.8
China,2015,Priests,1,1,1.0,1.0,3.5,2.4
China,2015,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2015,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2015,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2015,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2015,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2016,Executive,5,5,-3.0,4.0,15.0,13.2
China,2016,Army,4,5,-2.0,3.0,12.5,10.8
China,2016,Priests,1,1,1.0,1.0,3.5,2.4
China,2016,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2016,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2016,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2016,State Memory,6,6,-5.0,6.0,17.0,14.4
China,2016,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2017,Executive,6,6,-4.0,5.0,17.0,15.6
China,2017,Army,3,4,-1.0,2.0,9.0,8.4
China,2017,Priests,1,1,1.0,1.0,3.5,2.4
China,2017,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2017,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2017,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2017,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2017,Shopkeepers/Merchants,3,4,-1.0,2.0,10.0,8.4
China,2018,Executive,7,7,-5.0,6.0,19.0,18.0
China,2018,Army,4,5,-2.0,3.0,12.5,10.8
China,2018,Priests,1,1,1.0,1.0,3.5,2.4
China,2018,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2018,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2018,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2018,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2018,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2019,Executive,8,8,-6.0,7.0,21.0,20.4
China,2019,Army,3,4,-1.0,2.0,9.0,8.4
China,2019,Priests,1,1,1.0,1.0,3.5,2.4
China,2019,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2019,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2019,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2019,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2019,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2020,Executive,7,7,-5.0,6.0,18.0,16.8
China,2020,Army,4,5,-2.0,3.0,12.5,10.8
China,2020,Priests,1,1,1.0,1.0,3.5,2.4
China,2020,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2020,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2020,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2020,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2020,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2021,Executive,8,8,-6.0,7.0,21.0,20.4
China,2021,Army,4,5,-2.0,3.0,12.5,10.8
China,2021,Priests,1,1,1.0,1.0,3.5,2.4
China,2021,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2021,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2021,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2021,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2021,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2022,Executive,7,7,-5.0,6.0,18.0,16.8
China,2022,Army,3,4,-1.0,2.0,9.0,8.4
China,2022,Priests,1,1,1.0,1.0,3.5,2.4
China,2022,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2022,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2022,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2022,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2022,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2023,Executive,6,6,-4.0,5.0,16.0,15.6
China,2023,Army,4,5,-2.0,3.0,12.5,10.8
China,2023,Priests,1,1,1.0,1.0,3.5,2.4
China,2023,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2023,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2023,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2023,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2023,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
China,2024,Executive,7,7,-5.0,6.0,19.0,18.0
China,2024,Army,3,4,-1.0,2.0,9.0,8.4
China,2024,Priests,1,1,1.0,1.0,3.5,2.4
China,2024,Property Owners,4,5,-2.0,2.5,12.3,10.2
China,2024,Trades/Professions,4,5,-1.0,3.0,12.5,10.8
China,2024,Proletariat,7,9,-4.0,2.0,17.0,15.6
China,2024,State Memory,8,8,-7.0,8.0,21.0,19.2
China,2024,Shopkeepers/Merchants,4,5,-2.0,3.0,13.0,10.8
China,2025,Executive,8,8,-6.0,7.0,21.0,21.6
China,2025,Army,4,5,-2.0,3.0,12.5,10.8
China,2025,Priests,1,1,1.0,1.0,3.5,2.4
China,2025,Property Owners,5,6,-3.0,3.0,14.0,12.0
China,2025,Trades/Professions,5,6,-2.0,4.0,15.0,13.2
China,2025,Proletariat,8,9,-5.0,2.0,18.0,16.8
China,2025,State Memory,7,7,-6.0,7.0,19.0,16.8
China,2025,Shopkeepers/Merchants,5,6,-3.0,4.0,15.0,13.2
