Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
USA,1840,Army,5.0,5.0,-1.0,4.0,13.0,6.0
USA,1840,Priests,6.0,5.0,-2.0,5.0,14.0,7.0
USA,1840,Property Owners,8.0,8.0,0.0,7.0,23.0,8.0
USA,1840,Trades/Professions,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1840,Proletariat,4.0,5.0,-2.0,3.0,10.0,7.0
USA,1840,State Memory,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1840,Shopkeepers/Merchants,7.0,7.0,0.0,6.0,20.0,7.0
USA,1850,Executive,6.0,6.0,-3.0,5.0,14.0,9.0
USA,1850,Army,5.0,5.0,-1.0,4.0,13.0,6.0
USA,1850,Priests,6.0,5.0,-2.0,5.0,14.0,7.0
USA,1850,Property Owners,8.0,8.0,1.0,7.0,22.0,7.0
USA,1850,Trades/Professions,6.0,7.0,-1.0,6.0,18.0,8.0
USA,1850,Proletariat,4.0,6.0,-2.0,4.0,12.0,8.0
USA,1850,State Memory,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1850,Shopkeepers/Merchants,7.0,8.0,1.0,6.0,20.0,7.0
USA,1860,Executive,5.0,5.0,-5.0,4.0,9.0,10.0
USA,1860,Army,6.0,6.0,-2.0,5.0,15.0,8.0
USA,1860,Priests,6.0,5.0,-2.0,5.0,14.0,7.0
USA,1860,Property Owners,8.0,8.0,2.0,7.0,21.0,6.0
USA,1860,Trades/Professions,7.0,7.0,-1.0,6.0,19.0,8.0
USA,1860,Proletariat,5.0,6.0,-2.0,4.0,13.0,8.0
USA,1860,State Memory,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1860,Shopkeepers/Merchants,7.0,8.0,2.0,6.0,19.0,6.0
USA,1870,Executive,6.0,6.0,-3.0,5.0,14.0,9.0
USA,1870,Army,6.0,6.0,-2.0,5.0,15.0,8.0
USA,1870,Priests,6.0,5.0,-2.0,5.0,14.0,7.0
USA,1870,Property Owners,8.0,8.0,1.0,7.0,22.0,7.0
USA,1870,Trades/Professions,7.0,7.0,-1.0,6.0,19.0,8.0
USA,1870,Proletariat,5.0,6.0,-2.0,4.0,13.0,8.0
USA,1870,State Memory,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1870,Shopkeepers/Merchants,7.0,8.0,1.0,6.0,20.0,7.0
USA,1880,Executive,6.0,7.0,-2.0,6.0,17.0,9.0
USA,1880,Army,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1880,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1880,Property Owners,8.0,9.0,1.0,7.0,23.0,8.0
USA,1880,Trades/Professions,7.0,8.0,-1.0,6.0,20.0,9.0
USA,1880,Proletariat,5.0,7.0,-2.0,4.0,14.0,9.0
USA,1880,State Memory,6.0,7.0,-1.0,6.0,18.0,8.0
USA,1880,Shopkeepers/Merchants,7.0,8.0,1.0,6.0,20.0,7.0
USA,1890,Executive,6.0,7.0,-1.0,6.0,18.0,8.0
USA,1890,Army,6.0,6.0,-1.0,5.0,16.0,7.0
USA,1890,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1890,Property Owners,8.0,10.0,2.0,8.0,24.0,8.0
USA,1890,Trades/Professions,7.0,8.0,0.0,7.0,22.0,8.0
USA,1890,Proletariat,6.0,7.0,-1.0,5.0,17.0,8.0
USA,1890,State Memory,7.0,7.0,-1.0,6.0,19.0,8.0
USA,1890,Shopkeepers/Merchants,7.0,8.0,1.0,7.0,21.0,7.0
USA,1900,Executive,7.0,8.0,-1.0,7.0,21.0,9.0
USA,1900,Army,7.0,7.0,-1.0,6.0,19.0,8.0
USA,1900,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1900,Property Owners,9.0,10.0,2.0,8.0,25.0,8.0
USA,1900,Trades/Professions,8.0,9.0,0.0,7.0,24.0,9.0
USA,1900,Proletariat,6.0,8.0,-1.0,5.0,18.0,9.0
USA,1900,State Memory,7.0,8.0,-1.0,7.0,21.0,9.0
USA,1900,Shopkeepers/Merchants,8.0,9.0,1.0,7.0,23.0,8.0
USA,1910,Executive,7.0,8.0,-1.0,7.0,21.0,9.0
USA,1910,Army,7.0,7.0,-1.0,6.0,19.0,8.0
USA,1910,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1910,Property Owners,9.0,10.0,2.0,8.0,25.0,8.0
USA,1910,Trades/Professions,8.0,9.0,0.0,7.0,24.0,9.0
USA,1910,Proletariat,6.0,8.0,-1.0,5.0,18.0,9.0
USA,1910,State Memory,7.0,8.0,-1.0,7.0,21.0,9.0
USA,1910,Shopkeepers/Merchants,8.0,9.0,1.0,7.0,23.0,8.0
USA,1920,Executive,7.0,8.0,0.0,7.0,22.0,8.0
USA,1920,Army,8.0,8.0,-1.0,7.0,22.0,9.0
USA,1920,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1920,Property Owners,9.0,10.0,1.0,8.0,26.0,9.0
USA,1920,Trades/Professions,8.0,9.0,0.0,8.0,25.0,9.0
USA,1920,Proletariat,7.0,8.0,0.0,6.0,21.0,8.0
USA,1920,State Memory,8.0,8.0,-1.0,8.0,23.0,9.0
USA,1920,Shopkeepers/Merchants,8.0,9.0,0.0,8.0,25.0,9.0
USA,1921,Executive,6.0,7.0,-5.0,6.0,14.0,12.0
USA,1921,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1921,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1921,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1921,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1921,Proletariat,5.0,5.0,-5.0,5.0,10.0,10.0
USA,1921,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1921,Shopkeepers,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1922,Executive,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1922,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1922,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1922,Property Owners,7.0,7.0,-2.0,6.0,18.0,9.0
USA,1922,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1922,Proletariat,5.0,5.0,-5.0,5.0,10.0,10.0
USA,1922,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1922,Shopkeepers,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1923,Executive,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1923,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1923,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1923,Property Owners,7.0,7.0,-2.0,6.0,18.0,9.0
USA,1923,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1923,Proletariat,5.0,5.0,-5.0,5.0,10.0,10.0
USA,1923,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1923,Shopkeepers,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1924,Executive,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1924,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1924,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1924,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1924,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1924,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1924,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1924,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1925,Executive,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1925,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1925,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1925,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1925,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1925,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1925,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1925,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1926,Executive,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1926,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1926,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1926,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1926,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1926,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1926,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1926,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1927,Executive,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1927,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1927,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1927,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1927,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1927,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1927,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1927,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1928,Executive,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1928,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1928,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1928,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1928,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1928,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1928,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1928,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1929,Executive,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1929,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1929,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1929,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1929,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1929,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1929,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1929,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1930,Executive,6.0,6.0,-5.0,6.0,13.0,11.0
USA,1930,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1930,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1930,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1930,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1930,Proletariat,5.0,5.0,-5.0,5.0,10.0,10.0
USA,1930,State Memory,7.0,6.0,-5.0,7.0,15.0,11.0
USA,1930,Shopkeepers,6.0,6.0,-6.0,5.0,11.0,12.0
USA,1930,Executive,7.0,8.0,-2.0,7.0,20.0,10.0
USA,1930,Army,7.0,7.0,-1.0,6.0,19.0,8.0
USA,1930,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1930,Property Owners,8.0,8.0,3.0,7.0,22.0,5.0
USA,1930,Trades/Professions,7.0,8.0,1.0,7.0,21.0,7.0
USA,1930,Proletariat,6.0,7.0,1.0,5.0,18.0,6.0
USA,1930,State Memory,7.0,8.0,-1.0,7.0,21.0,9.0
USA,1930,Shopkeepers/Merchants,7.0,8.0,2.0,7.0,20.0,6.0
USA,1931,Executive,4.0,5.0,-8.0,5.0,6.0,13.0
USA,1931,Army,5.0,6.0,-7.0,4.0,8.0,13.0
USA,1931,Priests,6.0,5.0,-4.0,7.0,14.0,9.0
USA,1931,Property Owners,5.0,6.0,-7.0,6.0,10.0,13.0
USA,1931,Trades/Prof.,5.0,6.0,-6.0,6.0,11.0,12.0
USA,1931,Proletariat,4.0,4.0,-7.0,5.0,6.0,11.0
USA,1931,State Memory,6.0,6.0,-6.0,7.0,13.0,12.0
USA,1931,Shopkeepers,5.0,5.0,-7.0,5.0,8.0,12.0
USA,1932,Executive,5.0,6.0,-7.0,6.0,10.0,13.0
USA,1932,Army,5.0,6.0,-6.0,4.0,9.0,12.0
USA,1932,Priests,6.0,5.0,-4.0,7.0,14.0,9.0
USA,1932,Property Owners,5.0,6.0,-6.0,6.0,11.0,12.0
USA,1932,Trades/Prof.,5.0,6.0,-5.0,6.0,12.0,11.0
USA,1932,Proletariat,4.0,4.0,-6.0,5.0,7.0,10.0
USA,1932,State Memory,6.0,6.0,-5.0,7.0,14.0,11.0
USA,1932,Shopkeepers,5.0,5.0,-6.0,5.0,9.0,11.0
USA,1933,Executive,6.0,7.0,-6.0,7.0,14.0,13.0
USA,1933,Army,6.0,7.0,-5.0,5.0,13.0,12.0
USA,1933,Priests,6.0,5.0,-4.0,7.0,14.0,9.0
USA,1933,Property Owners,6.0,6.0,-5.0,6.0,13.0,11.0
USA,1933,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1933,Proletariat,5.0,5.0,-6.0,5.0,9.0,11.0
USA,1933,State Memory,7.0,6.0,-5.0,7.0,15.0,11.0
USA,1933,Shopkeepers,6.0,6.0,-6.0,5.0,11.0,12.0
USA,1934,Executive,6.0,7.0,-6.0,6.0,13.0,13.0
USA,1934,Army,6.0,7.0,-5.0,5.0,13.0,12.0
USA,1934,Priests,6.0,5.0,-4.0,7.0,14.0,9.0
USA,1934,Property Owners,6.0,6.0,-4.0,6.0,14.0,10.0
USA,1934,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1934,Proletariat,5.0,5.0,-5.0,5.0,10.0,10.0
USA,1934,State Memory,7.0,6.0,-5.0,7.0,15.0,11.0
USA,1934,Shopkeepers,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1935,Executive,7.0,8.0,-5.0,7.0,17.0,13.0
USA,1935,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1935,Priests,6.0,5.0,-3.0,7.0,15.0,8.0
USA,1935,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1935,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1935,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1935,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1935,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1936,Executive,7.0,8.0,-5.0,7.0,17.0,13.0
USA,1936,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1936,Priests,6.0,5.0,-3.0,7.0,15.0,8.0
USA,1936,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1936,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1936,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1936,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1936,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1937,Executive,7.0,8.0,-4.0,7.0,18.0,12.0
USA,1937,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1937,Priests,6.0,5.0,-3.0,7.0,15.0,8.0
USA,1937,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1937,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1937,Proletariat,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1937,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1937,Shopkeepers,7.0,6.0,-5.0,5.0,13.0,11.0
USA,1938,Executive,7.0,8.0,-4.0,7.0,18.0,12.0
USA,1938,Army,6.0,7.0,-4.0,5.0,14.0,11.0
USA,1938,Priests,6.0,5.0,-3.0,7.0,15.0,8.0
USA,1938,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1938,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1938,Proletariat,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1938,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1938,Shopkeepers,7.0,6.0,-5.0,5.0,13.0,11.0
USA,1939,Executive,7.0,8.0,-4.0,7.0,18.0,12.0
USA,1939,Army,6.0,7.0,-5.0,5.0,13.0,12.0
USA,1939,Priests,6.0,5.0,-3.0,7.0,15.0,8.0
USA,1939,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1939,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1939,Proletariat,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1939,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1939,Shopkeepers,7.0,6.0,-5.0,5.0,13.0,11.0
USA,1940,Executive,7.0,8.0,-4.0,7.0,18.0,12.0
USA,1940,Army,7.0,8.0,-5.0,5.0,15.0,13.0
USA,1940,Priests,6.0,5.0,-3.0,7.0,15.0,8.0
USA,1940,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1940,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1940,Proletariat,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1940,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1940,Shopkeepers,7.0,6.0,-5.0,5.0,13.0,11.0
USA,1940,Executive,8.0,9.0,-2.0,8.0,23.0,11.0
USA,1940,Army,8.0,8.0,-1.0,7.0,22.0,9.0
USA,1940,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
USA,1940,Property Owners,8.0,9.0,2.0,8.0,23.0,7.0
USA,1940,Trades/Professions,8.0,9.0,0.0,8.0,25.0,9.0
USA,1940,Proletariat,7.0,8.0,0.0,6.0,21.0,8.0
USA,1940,State Memory,8.0,9.0,-1.0,8.0,24.0,10.0
USA,1940,Shopkeepers/Merchants,8.0,9.0,1.0,8.0,24.0,8.0
USA,1941,Executive,8.0,9.0,-7.0,8.0,18.0,16.0
USA,1941,Army,6.0,7.0,-6.0,5.0,12.0,13.0
USA,1941,Priests,7.0,5.0,-3.0,7.0,16.0,8.0
USA,1941,Property Owners,7.0,7.0,-4.0,6.0,16.0,11.0
USA,1941,Trades/Prof.,6.0,7.0,-4.0,6.0,15.0,11.0
USA,1941,Proletariat,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1941,State Memory,7.0,6.0,-4.0,7.0,16.0,10.0
USA,1941,Shopkeepers,6.0,6.0,-5.0,5.0,12.0,11.0
USA,1942,Executive,9.0,9.0,-6.0,8.0,20.0,15.0
USA,1942,Army,7.0,8.0,-5.0,6.0,16.0,13.0
USA,1942,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1942,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1942,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1942,Proletariat,7.0,7.0,-4.0,5.0,15.0,11.0
USA,1942,State Memory,8.0,6.0,-3.0,7.0,18.0,9.0
USA,1942,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1943,Executive,9.0,9.0,-6.0,8.0,20.0,15.0
USA,1943,Army,8.0,9.0,-5.0,6.0,18.0,14.0
USA,1943,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1943,Property Owners,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1943,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1943,Proletariat,7.0,7.0,-4.0,5.0,15.0,11.0
USA,1943,State Memory,8.0,6.0,-3.0,7.0,18.0,9.0
USA,1943,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1944,Executive,9.0,9.0,-5.0,8.0,21.0,14.0
USA,1944,Army,8.0,9.0,-4.0,6.0,19.0,13.0
USA,1944,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1944,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1944,Trades/Prof.,7.0,7.0,-2.0,6.0,18.0,9.0
USA,1944,Proletariat,7.0,7.0,-3.0,5.0,16.0,10.0
USA,1944,State Memory,8.0,6.0,-3.0,7.0,18.0,9.0
USA,1944,Shopkeepers,7.0,6.0,-3.0,5.0,15.0,9.0
USA,1945,Executive,9.0,9.0,-5.0,8.0,21.0,14.0
USA,1945,Army,9.0,9.0,-4.0,7.0,21.0,13.0
USA,1945,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1945,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1945,Trades/Prof.,7.0,7.0,-2.0,6.0,18.0,9.0
USA,1945,Proletariat,7.0,7.0,-3.0,5.0,16.0,10.0
USA,1945,State Memory,8.0,6.0,-2.0,7.0,19.0,8.0
USA,1945,Shopkeepers,7.0,6.0,-3.0,5.0,15.0,9.0
USA,1946,Executive,9.0,9.0,-5.0,8.0,21.0,14.0
USA,1946,Army,8.0,8.0,-5.0,6.0,17.0,13.0
USA,1946,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1946,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1946,Trades/Prof.,7.0,7.0,-2.0,6.0,18.0,9.0
USA,1946,Proletariat,7.0,7.0,-3.0,5.0,16.0,10.0
USA,1946,State Memory,8.0,6.0,-3.0,7.0,18.0,9.0
USA,1946,Shopkeepers,7.0,6.0,-3.0,5.0,15.0,9.0
USA,1947,Executive,8.0,8.0,-4.0,7.0,19.0,12.0
USA,1947,Army,7.0,7.0,-5.0,6.0,15.0,12.0
USA,1947,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1947,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1947,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1947,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1947,State Memory,7.0,6.0,-3.0,7.0,17.0,9.0
USA,1947,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1948,Executive,8.0,8.0,-4.0,7.0,19.0,12.0
USA,1948,Army,7.0,7.0,-5.0,6.0,15.0,12.0
USA,1948,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1948,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1948,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1948,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1948,State Memory,7.0,6.0,-3.0,7.0,17.0,9.0
USA,1948,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1949,Executive,8.0,8.0,-4.0,7.0,19.0,12.0
USA,1949,Army,7.0,7.0,-5.0,6.0,15.0,12.0
USA,1949,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1949,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1949,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1949,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1949,State Memory,7.0,6.0,-3.0,7.0,17.0,9.0
USA,1949,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1950,Executive,8.0,8.0,-4.0,7.0,19.0,12.0
USA,1950,Army,7.0,7.0,-5.0,6.0,15.0,12.0
USA,1950,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1950,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1950,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1950,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1950,State Memory,7.0,6.0,-3.0,7.0,17.0,9.0
USA,1950,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1950,Executive,8.0,8.0,-4.0,7.0,19.0,12.0
USA,1950,Army,7.0,7.0,-5.0,6.0,15.0,12.0
USA,1950,Priests,7.0,5.0,-2.0,7.0,17.0,7.0
USA,1950,Property Owners,8.0,7.0,-2.0,6.0,19.0,9.0
USA,1950,Trades/Prof.,7.0,7.0,-3.0,6.0,17.0,10.0
USA,1950,Proletariat,6.0,6.0,-4.0,5.0,13.0,10.0
USA,1950,State Memory,7.0,6.0,-3.0,7.0,17.0,9.0
USA,1950,Shopkeepers,7.0,6.0,-4.0,5.0,14.0,10.0
USA,1950,Executive,8.0,9.0,-2.0,8.0,23.0,11.0
USA,1950,Army,8.0,8.0,-1.0,7.0,22.0,9.0
USA,1950,Priests,6.0,5.0,-1.0,5.0,15.0,6.0
