Society,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Markeraxax,1913,Archive,7,8,3,8,16.0,3.521
Markeraxax,1913,Craft,6,7,3,7,13.5,3.307
Markeraxax,1913,Flow,7,7,3,7,14.5,3.436
Markeraxax,1913,Hands,6,6,3,5,11.5,3.136
Markeraxax,1913,Helm,7,7,3,7,14.5,3.436
Markeraxax,1913,Lore,7,8,3,8,16.0,3.521
Markeraxax,1913,Shield,7,7,3,7,14.5,3.436
Markeraxax,1913,Stewards,6,7,3,7,13.5,3.307
Markeraxax,1914,Archive,7,8,4,8,15.0,2.604
Markeraxax,1914,Craft,6,7,4,7,12.5,2.448
Markeraxax,1914,Flow,7,7,5,7,12.5,2.356
Markeraxax,1914,Hands,6,6,5,5,9.5,2.150
Markeraxax,1914,Helm,7,7,5,7,12.5,2.356
Markeraxax,1914,Lore,7,8,4,8,15.0,2.604
Markeraxax,1914,Shield,7,8,6,7,12.5,2.192
Markeraxax,1914,Stewards,6,7,5,7,11.5,2.268
Markeraxax,1915,Archive,7,8,5,8,14.0,2.118
Markeraxax,1915,Craft,6,7,5,7,11.5,1.989
Markeraxax,1915,Flow,7,7,6,7,11.5,1.940
Markeraxax,1915,Hands,5,6,6,5,7.5,1.694
Markeraxax,1915,Helm,6,7,7,7,9.5,1.756
Markeraxax,1915,Lore,7,8,5,8,14.0,2.118
Markeraxax,1915,Shield,6,8,8,7,9.5,1.656
Markeraxax,1915,Stewards,6,7,6,7,10.5,1.866
Markeraxax,1916,Archive,7,8,5,8,14.0,1.953
Markeraxax,1916,Craft,6,7,6,7,10.5,1.731
Markeraxax,1916,Flow,6,7,7,7,9.5,1.635
Markeraxax,1916,Hands,5,6,8,5,5.5,1.402
Markeraxax,1916,Helm,5,7,8,7,7.5,1.486
Markeraxax,1916,Lore,7,8,5,8,14.0,1.953
Markeraxax,1916,Shield,6,8,9,7,8.5,1.469
Markeraxax,1916,Stewards,6,7,7,7,9.5,1.635
Markeraxax,1917,Archive,7,8,5,8,14.0,1.796
Markeraxax,1917,Craft,6,7,7,7,9.5,1.517
Markeraxax,1917,Flow,6,7,8,7,8.5,1.441
Markeraxax,1917,Hands,4,5,9,5,2.5,1.182
Markeraxax,1917,Helm,4,6,9,7,4.5,1.258
Markeraxax,1917,Lore,7,8,6,8,13.0,1.705
Markeraxax,1917,Shield,6,8,9,7,8.5,1.371
Markeraxax,1917,Stewards,5,6,8,6,6.0,1.342
Markeraxax,1918,Archive,7,8,5,8,14.0,2.092
Markeraxax,1918,Craft,6,7,6,7,10.5,1.849
Markeraxax,1918,Flow,7,7,6,7,11.5,1.921
Markeraxax,1918,Hands,5,6,7,5,6.5,1.581
Markeraxax,1918,Helm,6,7,7,7,9.5,1.742
Markeraxax,1918,Lore,7,8,5,8,14.0,2.092
Markeraxax,1918,Shield,7,9,8,8,12.0,1.754
Markeraxax,1918,Stewards,6,7,6,7,10.5,1.849
Markeraxax,1919,Archive,7,8,6,8,13.0,1.927
Markeraxax,1919,Craft,6,7,6,7,10.5,1.81
Markeraxax,1919,Flow,7,7,6,7,11.5,1.88
Markeraxax,1919,Hands,5,6,8,5,5.5,1.465
Markeraxax,1919,Helm,6,7,7,7,9.5,1.708
Markeraxax,1919,Lore,7,8,6,8,13.0,1.927
Markeraxax,1919,Shield,7,8,6,8,13.0,1.927
Markeraxax,1919,Stewards,6,7,7,7,9.5,1.708
Markeraxax,1920,Archive,7,8,4,8,15.0,2.526
Markeraxax,1920,Craft,6,7,5,7,11.5,2.205
Markeraxax,1920,Flow,7,8,5,7,13.5,2.291
Markeraxax,1920,Hands,6,6,6,5,8.5,1.945
Markeraxax,1920,Helm,6,7,6,7,10.5,2.054
Markeraxax,1920,Lore,7,8,4,8,15.0,2.526
Markeraxax,1920,Shield,7,8,5,7,13.5,2.291
Markeraxax,1920,Stewards,6,7,5,7,11.5,2.205
Markeraxax,1921,Archive,7,8,4,8,15.0,2.746
Markeraxax,1921,Craft,6,7,4,7,12.5,2.58
Markeraxax,1921,Flow,7,8,4,7,14.5,2.679
Markeraxax,1921,Hands,6,7,5,5,10.5,2.253
Markeraxax,1921,Helm,7,7,5,7,12.5,2.471
Markeraxax,1921,Lore,7,8,4,8,15.0,2.746
Markeraxax,1921,Shield,7,8,4,7,14.5,2.679
Markeraxax,1921,Stewards,6,7,4,7,12.5,2.58
Markeraxax,1922,Archive,7,8,3,8,16.0,3.139
Markeraxax,1922,Craft,6,7,4,7,12.5,2.694
Markeraxax,1922,Flow,7,8,4,7,14.5,2.799
Markeraxax,1922,Hands,6,7,4,6,12.0,2.624
Markeraxax,1922,Helm,6,7,5,7,11.5,2.472
Markeraxax,1922,Lore,7,8,3,8,16.0,3.139
Markeraxax,1922,Shield,7,8,4,7,14.5,2.799
Markeraxax,1922,Stewards,6,7,4,7,12.5,2.694
Markeraxax,1923,Archive,7,8,3,8,16.0,3.229
Markeraxax,1923,Craft,6,7,3,7,13.5,3.029
Markeraxax,1923,Flow,7,8,3,7,15.5,3.150
Markeraxax,1923,Hands,6,7,3,6,13.0,2.908
Markeraxax,1923,Helm,7,7,4,7,13.5,2.804
Markeraxax,1923,Lore,7,8,3,8,16.0,3.229
Markeraxax,1923,Shield,7,8,3,7,15.5,3.150
Markeraxax,1923,Stewards,6,7,3,7,13.5,3.029
Markeraxax,1924,Archive,7,8,3,8,16.0,3.302
Markeraxax,1924,Craft,6,7,3,7,13.5,3.098
Markeraxax,1924,Flow,7,8,3,7,15.5,3.221
Markeraxax,1924,Hands,6,7,3,6,13.0,2.975
Markeraxax,1924,Helm,7,7,3,7,14.5,3.221
Markeraxax,1924,Lore,7,8,3,8,16.0,3.302
Markeraxax,1924,Shield,7,8,3,7,15.5,3.221
Markeraxax,1924,Stewards,6,7,3,7,13.5,3.098
Markeraxax,1925,Archive,7,8,3,8,16.0,3.372
Markeraxax,1925,Craft,6,7,3,7,13.5,3.164
Markeraxax,1925,Flow,7,8,3,7,15.5,3.289
Markeraxax,1925,Hands,6,7,3,6,13.0,3.039
Markeraxax,1925,Helm,7,7,3,7,14.5,3.289
Markeraxax,1925,Lore,7,8,3,8,16.0,3.372
Markeraxax,1925,Shield,7,8,3,7,15.5,3.289
Markeraxax,1925,Stewards,6,7,3,7,13.5,3.164
Markeraxax,1926,Archive,7,8,3,8,16.0,3.439
Markeraxax,1926,Craft,6,7,3,7,13.5,3.227
Markeraxax,1926,Flow,7,8,3,7,15.5,3.354
Markeraxax,1926,Hands,6,7,3,6,13.0,3.100
Markeraxax,1926,Helm,7,7,3,8,15.0,3.439
Markeraxax,1926,Lore,7,8,3,8,16.0,3.439
Markeraxax,1926,Shield,7,8,3,7,15.5,3.354
Markeraxax,1926,Stewards,6,7,3,7,13.5,3.227
Markeraxax,1927,Archive,7,8,3,8,16.0,3.503
Markeraxax,1927,Craft,6,7,3,7,13.5,3.287
Markeraxax,1927,Flow,7,8,3,7,15.5,3.416
Markeraxax,1927,Hands,6,7,3,6,13.0,3.158
Markeraxax,1927,Helm,7,7,3,8,15.0,3.503
Markeraxax,1927,Lore,7,8,3,8,16.0,3.503
Markeraxax,1927,Shield,7,8,3,7,15.5,3.416
Markeraxax,1927,Stewards,6,7,3,7,13.5,3.287
Markeraxax,1928,Archive,7,8,3,8,16.0,3.565
Markeraxax,1928,Craft,6,7,3,7,13.5,3.345
Markeraxax,1928,Flow,7,8,3,7,15.5,3.476
Markeraxax,1928,Hands,6,7,3,6,13.0,3.214
Markeraxax,1928,Helm,7,7,3,8,15.0,3.565
Markeraxax,1928,Lore,7,8,3,8,16.0,3.565
Markeraxax,1928,Shield,7,8,3,7,15.5,3.476
Markeraxax,1928,Stewards,6,7,3,7,13.5,3.345
Markeraxax,1929,Archive,7,8,4,8,15.0,2.651
Markeraxax,1929,Craft,6,7,4,7,12.5,2.488
Markeraxax,1929,Flow,7,7,5,7,12.5,2.401
Markeraxax,1929,Hands,6,6,5,6,10.0,2.232
Markeraxax,1929,Helm,6,7,6,7,10.5,2.143
Markeraxax,1929,Lore,7,8,4,8,15.0,2.651
Markeraxax,1929,Shield,7,8,4,7,14.5,2.576
Markeraxax,1929,Stewards,6,7,5,7,11.5,2.313
Markeraxax,1930,Archive,7,8,5,8,14.0,2.108
Markeraxax,1930,Craft,5,6,6,7,8.5,1.776
Markeraxax,1930,Flow,6,6,7,7,8.5,1.685
Markeraxax,1930,Hands,5,5,8,5,4.5,1.421
Markeraxax,1930,Helm,5,6,8,7,6.5,1.512
Markeraxax,1930,Lore,7,8,5,8,14.0,2.108
Markeraxax,1930,Shield,6,7,6,7,10.5,1.868
Markeraxax,1930,Stewards,5,6,7,6,7.0,1.648
Markeraxax,1931,Archive,7,7,6,8,12.0,1.746
Markeraxax,1931,Craft,4,5,7,6,5.0,1.423
Markeraxax,1931,Flow,5,5,8,6,5.0,1.334
Markeraxax,1931,Hands,4,4,9,5,1.5,1.112
Markeraxax,1931,Helm,4,5,9,6,5.0,1.201
Markeraxax,1931,Lore,7,7,6,8,12.0,1.746
Markeraxax,1931,Shield,5,6,7,6,7.0,1.512
Markeraxax,1931,Stewards,4,5,8,6,4.0,1.245
Markeraxax,1940,Archive,7,8,4,9,15.5,2.684
Markeraxax,1940,Craft,6,7,5,8,12.0,2.352
Markeraxax,1940,Flow,7,7,5,8,13.0,2.438
Markeraxax,1940,Hands,6,6,6,6,9.0,2.082
Markeraxax,1940,Helm,7,7,5,8,13.0,2.438
Markeraxax,1940,Lore,7,8,4,9,15.5,2.684
Markeraxax,1940,Shield,7,8,6,8,13.0,2.272
Markeraxax,1940,Stewards,6,7,5,8,12.0,2.352
Markeraxax,1941,Archive,7,8,5,9,14.5,2.273
Markeraxax,1941,Craft,6,7,6,8,11.0,2.013
Markeraxax,1941,Flow,7,7,6,8,12.0,2.087
Markeraxax,1941,Hands,6,6,7,6,8.0,1.801
Markeraxax,1941,Helm,7,7,6,8,12.0,2.087
Markeraxax,1941,Lore,7,8,5,9,14.5,2.273
Markeraxax,1941,Shield,7,8,7,8,12.0,1.964
Markeraxax,1941,Stewards,6,7,6,8,11.0,2.013
Markeraxax,1942,Archive,7,8,6,9,13.5,2.005
Markeraxax,1942,Craft,7,8,7,8,12.0,1.856
Markeraxax,1942,Flow,6,7,7,8,10.0,1.791
Markeraxax,1942,Hands,6,6,8,6,7.0,1.616
Markeraxax,1942,Helm,8,8,7,8,13.0,1.92
Markeraxax,1942,Lore,7,8,6,9,13.5,2.005
Markeraxax,1942,Shield,8,9,8,8,13.0,1.822
Markeraxax,1942,Stewards,7,8,7,8,12.0,1.856
Markeraxax,1943,Archive,7,8,6,9,13.5,2.195
Markeraxax,1943,Craft,7,8,6,8,13.0,2.146
Markeraxax,1943,Flow,7,7,6,8,12.0,2.146
Markeraxax,1943,Hands,7,7,7,7,10.5,1.975
Markeraxax,1943,Helm,8,8,6,9,14.5,2.267
Markeraxax,1943,Lore,7,8,5,9,14.5,2.334
Markeraxax,1943,Shield,8,9,7,9,14.5,2.137
Markeraxax,1943,Stewards,7,8,6,8,13.0,2.146
Markeraxax,1944,Archive,7,8,5,9,14.5,2.543
Markeraxax,1944,Craft,7,8,5,9,14.5,2.543
Markeraxax,1944,Flow,7,8,5,8,14.0,2.488
Markeraxax,1944,Hands,7,7,6,7,11.5,2.27
Markeraxax,1944,Helm,8,8,5,9,15.5,2.627
Markeraxax,1944,Lore,7,8,5,9,14.5,2.543
Markeraxax,1944,Shield,8,9,6,9,15.5,2.455
Markeraxax,1944,Stewards,7,8,5,9,14.5,2.543
Markeraxax,1945,Archive,7,8,4,9,15.5,3.051
Markeraxax,1945,Craft,7,8,4,9,15.5,3.051
Markeraxax,1945,Flow,7,8,4,9,15.5,3.051
Markeraxax,1945,Hands,7,7,5,7,12.5,2.689
Markeraxax,1945,Helm,8,8,4,9,16.5,3.151
Markeraxax,1945,Lore,7,8,4,9,15.5,3.051
Markeraxax,1945,Shield,8,9,5,9,16.5,2.907
Markeraxax,1945,Stewards,7,8,4,9,15.5,3.051
Markeraxax,1946,Archive,7,8,4,8,15.0,2.771
Markeraxax,1946,Craft,6,7,5,7,11.5,2.371
Markeraxax,1946,Flow,7,7,5,7,12.5,2.461
Markeraxax,1946,Hands,6,6,6,6,9.0,2.117
Markeraxax,1946,Helm,7,7,5,7,12.5,2.461
Markeraxax,1946,Lore,7,8,4,8,15.0,2.771
Markeraxax,1946,Shield,6,7,6,7,10.5,2.191
Markeraxax,1946,Stewards,6,7,5,7,11.5,2.371
Markeraxax,1947,Archive,7,8,4,8,15.0,2.804
Markeraxax,1947,Craft,6,7,5,7,11.5,2.399
Markeraxax,1947,Flow,7,7,5,7,12.5,2.490
Markeraxax,1947,Hands,6,6,6,6,9.0,2.140
Markeraxax,1947,Helm,7,7,5,8,13.0,2.545
Markeraxax,1947,Lore,7,8,4,8,15.0,2.804
Markeraxax,1947,Shield,6,7,5,7,11.5,2.399
Markeraxax,1947,Stewards,6,7,5,7,11.5,2.399
Markeraxax,1948,Archive,7,8,4,8,15.0,2.836
Markeraxax,1948,Craft,6,7,5,7,11.5,2.426
Markeraxax,1948,Flow,7,7,5,7,12.5,2.519
Markeraxax,1948,Hands,6,6,5,6,10.0,2.333
Markeraxax,1948,Helm,7,7,5,8,13.0,2.576
Markeraxax,1948,Lore,7,8,4,8,15.0,2.836
Markeraxax,1948,Shield,6,7,5,7,11.5,2.426
Markeraxax,1948,Stewards,6,7,5,7,11.5,2.426
Markeraxax,1949,Archive,7,8,5,8,14.0,2.163
Markeraxax,1949,Craft,6,7,6,7,10.5,1.916
Markeraxax,1949,Flow,7,7,6,7,11.5,1.987
Markeraxax,1949,Hands,6,6,7,6,8.0,1.716
Markeraxax,1949,Helm,6,7,7,7,9.5,1.845
Markeraxax,1949,Lore,7,8,5,8,14.0,2.163
Markeraxax,1949,Shield,6,7,7,7,9.5,1.845
Markeraxax,1949,Stewards,6,7,6,7,10.5,1.916
Markeraxax,1950,Archive,7,8,4,8,15.0,2.836
Markeraxax,1950,Craft,6,7,5,7,11.5,2.426
Markeraxax,1950,Flow,7,7,5,7,12.5,2.519
Markeraxax,1950,Hands,6,6,5,6,10.0,2.333
Markeraxax,1950,Helm,7,7,5,8,13.0,2.576
Markeraxax,1950,Lore,7,8,4,8,15.0,2.836
Markeraxax,1950,Shield,6,7,6,7,10.5,2.166
Markeraxax,1950,Stewards,6,7,5,7,11.5,2.426
Markeraxax,1951,Archive,7,8,4,8,15.0,2.804
Markeraxax,1951,Craft,6,7,5,7,11.5,2.399
Markeraxax,1951,Flow,7,7,5,7,12.5,2.490
Markeraxax,1951,Hands,6,6,6,6,9.0,2.140
Markeraxax,1951,Helm,7,7,5,8,13.0,2.545
Markeraxax,1951,Lore,7,8,4,8,15.0,2.804
Markeraxax,1951,Shield,6,7,6,7,10.5,2.140
Markeraxax,1951,Stewards,6,7,5,7,11.5,2.399
Markeraxax,1952,Archive,7,8,4,8,15.0,2.836
Markeraxax,1952,Craft,6,7,5,7,11.5,2.426
Markeraxax,1952,Flow,7,7,5,7,12.5,2.519
Markeraxax,1952,Hands,6,6,5,6,10.0,2.333
Markeraxax,1952,Helm,7,7,5,8,13.0,2.576
Markeraxax,1952,Lore,7,8,4,8,15.0,2.836
Markeraxax,1952,Shield,6,7,6,7,10.5,2.166
Markeraxax,1952,Stewards,6,7,5,7,11.5,2.426
Markeraxax,1953,Archive,7,8,4,8,15.0,2.804
Markeraxax,1953,Craft,6,7,5,7,11.5,2.399
Markeraxax,1953,Flow,7,7,5,7,12.5,2.490
Markeraxax,1953,Hands,6,6,6,6,9.0,2.140
Markeraxax,1953,Helm,7,7,5,8,13.0,2.545
Markeraxax,1953,Lore,7,8,4,8,15.0,2.804
Markeraxax,1953,Shield,6,7,5,7,11.5,2.399
Markeraxax,1953,Stewards,6,7,5,7,11.5,2.399
Markeraxax,1954,Archive,7,8,3,8,16.0,3.387
Markeraxax,1954,Craft,7,8,4,8,15.0,2.944
Markeraxax,1954,Flow,7,8,4,8,15.0,2.944
Markeraxax,1954,Hands,6,7,5,7,11.5,2.527
Markeraxax,1954,Helm,7,8,4,8,15.0,2.944
Markeraxax,1954,Lore,7,8,3,8,16.0,3.387
Markeraxax,1954,Shield,7,8,4,8,15.0,2.944
Markeraxax,1954,Stewards,7,8,4,8,15.0,2.944
Markeraxax,1955,Archive,7,8,3,8,16.0,3.419
Markeraxax,1955,Craft,7,8,4,8,15.0,2.971
Markeraxax,1955,Flow,7,8,4,8,15.0,2.971
Markeraxax,1955,Hands,6,7,4,7,12.5,2.797
Markeraxax,1955,Helm,7,8,4,8,15.0,2.971
Markeraxax,1955,Lore,7,8,3,8,16.0,3.419
Markeraxax,1955,Shield,7,8,4,8,15.0,2.971
Markeraxax,1955,Stewards,7,8,4,8,15.0,2.971
Markeraxax,1956,Archive,7,8,3,9,16.5,3.551
Markeraxax,1956,Craft,7,8,3,8,16.0,3.419
Markeraxax,1956,Flow,7,8,3,8,16.0,3.419
Markeraxax,1956,Hands,7,7,4,7,13.5,2.970
Markeraxax,1956,Helm,7,8,3,9,16.5,3.551
Markeraxax,1956,Lore,7,8,3,9,16.5,3.551
Markeraxax,1956,Shield,7,8,3,8,16.0,3.419
Markeraxax,1956,Stewards,7,8,3,8,16.0,3.419
Markeraxax,1957,Archive,7,8,3,9,16.5,3.581
Markeraxax,1957,Craft,7,8,3,8,16.0,3.447
Markeraxax,1957,Flow,7,8,3,8,16.0,3.447
Markeraxax,1957,Hands,7,7,4,7,13.5,2.996
Markeraxax,1957,Helm,7,8,3,9,16.5,3.581
Markeraxax,1957,Lore,7,8,3,9,16.5,3.581
Markeraxax,1957,Shield,7,8,3,8,16.0,3.447
Markeraxax,1957,Stewards,7,8,3,8,16.0,3.447
Markeraxax,1958,Archive,7,8,3,9,16.5,3.610
Markeraxax,1958,Craft,7,8,3,8,16.0,3.474
Markeraxax,1958,Flow,7,8,3,8,16.0,3.474
Markeraxax,1958,Hands,7,7,3,7,14.5,3.338
Markeraxax,1958,Helm,7,8,3,9,16.5,3.610
Markeraxax,1958,Lore,7,8,3,9,16.5,3.610
Markeraxax,1958,Shield,7,8,3,8,16.0,3.474
Markeraxax,1958,Stewards,7,8,3,8,16.0,3.474
Markeraxax,1959,Archive,7,8,3,9,16.5,3.638
Markeraxax,1959,Craft,7,8,3,8,16.0,3.500
Markeraxax,1959,Flow,7,8,3,8,16.0,3.500
Markeraxax,1959,Hands,7,7,3,7,14.5,3.363
Markeraxax,1959,Helm,7,8,3,9,16.5,3.638
Markeraxax,1959,Lore,7,8,3,9,16.5,3.638
Markeraxax,1959,Shield,7,8,3,8,16.0,3.500
Markeraxax,1959,Stewards,7,8,3,8,16.0,3.500
Markeraxax,1960,Archive,7,8,3,9,16.5,3.665
Markeraxax,1960,Craft,7,8,3,8,16.0,3.525
Markeraxax,1960,Flow,7,8,3,8,16.0,3.525
Markeraxax,1960,Hands,7,7,3,7,14.5,3.388
Markeraxax,1960,Helm,7,8,3,9,16.5,3.665
Markeraxax,1960,Lore,7,8,3,9,16.5,3.665
Markeraxax,1960,Shield,7,8,3,8,16.0,3.525
Markeraxax,1960,Stewards,7,8,3,8,16.0,3.525
Markeraxax,1961,Archive,7,8,3,9,16.5,3.814
Markeraxax,1961,Craft,7,8,3,8,16.0,3.729
Markeraxax,1961,Flow,7,8,3,8,16.0,3.729
Markeraxax,1961,Hands,7,7,3,7,14.5,3.643
Markeraxax,1961,Helm,7,8,3,9,16.5,3.814
Markeraxax,1961,Lore,7,8,3,9,16.5,3.814
Markeraxax,1961,Shield,7,8,3,8,16.0,3.729
Markeraxax,1961,Stewards,7,8,3,8,16.0,3.729
Markeraxax,1962,Archive,7,8,3,9,16.5,3.814
Markeraxax,1962,Craft,7,8,3,8,16.0,3.729
Markeraxax,1962,Flow,7,8,3,8,16.0,3.729
Markeraxax,1962,Hands,7,7,3,7,14.5,3.643
Markeraxax,1962,Helm,7,8,3,9,16.5,3.814
Markeraxax,1962,Lore,7,8,3,9,16.5,3.814
Markeraxax,1962,Shield,7,8,3,8,16.0,3.729
Markeraxax,1962,Stewards,7,8,3,8,16.0,3.729
Markeraxax,1963,Archive,7,8,3,9,16.5,3.814
Markeraxax,1963,Craft,7,8,3,8,16.0,3.729
Markeraxax,1963,Flow,7,8,3,8,16.0,3.729
Markeraxax,1963,Hands,7,7,3,7,14.5,3.643
Markeraxax,1963,Helm,7,8,3,9,16.5,3.814
Markeraxax,1963,Lore,7,8,3,9,16.5,3.814
Markeraxax,1963,Shield,7,8,3,8,16.0,3.729
Markeraxax,1963,Stewards,7,8,3,8,16.0,3.729
Markeraxax,1964,Archive,7,8,3,9,16.5,3.814
Markeraxax,1964,Craft,7,8,3,8,16.0,3.729
Markeraxax,1964,Flow,7,8,3,8,16.0,3.729
Markeraxax,1964,Hands,7,7,3,7,14.5,3.643
Markeraxax,1964,Helm,7,8,3,9,16.5,3.814
Markeraxax,1964,Lore,7,8,3,9,16.5,3.814
Markeraxax,1964,Shield,7,8,3,8,16.0,3.729
Markeraxax,1964,Stewards,7,8,3,8,16.0,3.729
Markeraxax,1965,Archive,7,8,3,9,16.5,3.633
Markeraxax,1965,Craft,7,8,3,8,16.0,3.552
Markeraxax,1965,Flow,7,8,3,8,16.0,3.552
Markeraxax,1965,Hands,7,7,4,7,13.5,3.145
Markeraxax,1965,Helm,7,8,4,9,15.5,3.295
Markeraxax,1965,Lore,7,8,3,9,16.5,3.633
