Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Estonia,1906,Trades/Professions,6.5,5.5,-1,4.5,16.5,
Estonia,1906,Proletariat,4.5,7,1,2.5,15,
Estonia,1906,State Memory,7.5,4.5,-1,4.5,17.5,
Estonia,1906,Shopkeepers/Merchants,6.5,5.5,-1,3.5,15,
Estonia,1907,Executive,6.5,5,-2,4.5,16,
Estonia,1907,Army,7,4.5,-3,3.5,16,
Estonia,1907,Priests,5,3,-1,3,10.5,
Estonia,1907,Property Owners,8,6,-2,5.5,19.5,
Estonia,1907,Trades/Professions,6.5,5.5,-1,4.5,16.5,
Estonia,1907,Proletariat,4.5,7,1,2.5,15,
Estonia,1907,State Memory,7.5,4.5,-2,4.5,17,
Estonia,1907,Shopkeepers/Merchants,6.5,5.5,-1,3.5,15,
Estonia,1908,Executive,6.5,5,-2,4.5,16,
Estonia,1908,Army,7,4.5,-3,3.5,16,
Estonia,1908,Priests,5,3,-1,3,10.5,
Estonia,1908,Property Owners,8,6,-2,5.5,19.5,
Estonia,1908,Trades/Professions,6.5,5.5,-1,4.5,16.5,
Estonia,1908,Proletariat,4.5,7,1,2.5,15,
Estonia,1908,State Memory,7.5,4.5,-2,4.5,17,
Estonia,1908,Shopkeepers/Merchants,6.5,5.5,-1,3.5,15,
Estonia,1909,Executive,6.5,5,-2,4.5,16,
Estonia,1909,Army,7,4.5,-3,3.5,16,
Estonia,1909,Priests,5,3,-1,3,10.5,
Estonia,1909,Property Owners,8,6,-2,5.5,19.5,
Estonia,1909,Trades/Professions,6.5,5.5,-1,4.5,16.5,
Estonia,1909,Proletariat,4.5,7,1,2.5,15,
Estonia,1909,State Memory,7.5,4.5,-2,4.5,17,
Estonia,1909,Shopkeepers/Merchants,6.5,5.5,-1,3.5,15,
Estonia,1910,Executive,7,5.5,-3,5,18,
Estonia,1910,Army,7.5,5,-4,4,18,
Estonia,1910,Priests,5.5,3.5,-1,3.5,12.5,
Estonia,1910,Property Owners,8.5,6.5,-2,6,21,
Estonia,1910,Trades/Professions,7,6,-1,5,18.5,
Estonia,1910,Proletariat,5,7.5,1,3,16.5,
Estonia,1910,State Memory,8,5,-3,5,18.5,
Estonia,1910,Shopkeepers/Merchants,7,6,-1,4,17,
Estonia,1911,Executive,7,5.5,-3,5,18,
Estonia,1911,Army,7.5,5,-4,4,18,
Estonia,1911,Priests,5.5,3.5,-1,3.5,12.5,
Estonia,1911,Property Owners,8.5,6.5,-2,6,21,
Estonia,1911,Trades/Professions,7,6,-1,5,18.5,
Estonia,1911,Proletariat,5,7.5,1,3,16.5,
Estonia,1911,State Memory,8,5,-3,5,18.5,
Estonia,1911,Shopkeepers/Merchants,7,6,-1,4,17,
Estonia,1912,Executive,7,5.5,-3,5,18,
Estonia,1912,Army,7.5,5,-4,4,18,
Estonia,1912,Priests,5.5,3.5,-1,3.5,12.5,
Estonia,1912,Property Owners,8.5,6.5,-2,6,21,
Estonia,1912,Trades/Professions,7,6,-1,5,18.5,
Estonia,1912,Proletariat,5,7.5,1,3,16.5,
Estonia,1912,State Memory,8,5,-3,5,18.5,
Estonia,1912,Shopkeepers/Merchants,7,6,-1,4,17,
Estonia,1913,Executive,7,5.5,-2,5.5,19.5,
Estonia,1913,Army,7.5,5.5,-3,4.5,19.5,
Estonia,1913,Priests,5.5,3.5,-1,3.5,12.5,
Estonia,1913,Property Owners,8.5,6.5,-2,6.5,22,
Estonia,1913,Trades/Professions,7.5,6.5,-1,5.5,20.5,
Estonia,1913,Proletariat,5.5,8,0,3.5,18,
Estonia,1913,State Memory,8.5,5.5,-2,5.5,21,
Estonia,1913,Shopkeepers/Merchants,7.5,6.5,-1,4.5,18.5,
Estonia,1914,Executive,5,4,3,4,13,
Estonia,1914,Army,6,5,1,3,15,
Estonia,1914,Priests,4,2,4,2,8,
Estonia,1914,Property Owners,6,4,2,4,14,
Estonia,1914,Trades/Professions,5,4,2,3,12,
Estonia,1914,Proletariat,3,5,6,1,9,
Estonia,1914,State Memory,6,3,1,3,11,
Estonia,1914,Shopkeepers/Merchants,4,3,3,2,8,
Estonia,1915,Executive,4,3,5,3,9,
Estonia,1915,Army,5,4,4,2,11,
Estonia,1915,Priests,3,1,6,1,5,
Estonia,1915,Property Owners,4,2,5,2,7,
Estonia,1915,Trades/Professions,3,2,5,1,5,
Estonia,1915,Proletariat,2,3,7,1,4,
Estonia,1915,State Memory,4,2,4,2,6,
Estonia,1915,Shopkeepers/Merchants,2,1,6,1,2,
Estonia,1916,Executive,4,3,5,3,9,
Estonia,1916,Army,5,4,4,2,11,
Estonia,1916,Priests,3,1,6,1,5,
Estonia,1916,Property Owners,4,2,5,2,7,
Estonia,1916,Trades/Professions,3,2,5,1,5,
Estonia,1916,Proletariat,2,3,7,1,4,
Estonia,1916,State Memory,4,2,4,2,6,
Estonia,1916,Shopkeepers/Merchants,2,1,6,1,2,
Estonia,1917,Executive,3,4,-7,4,4,11
Estonia,1917,Army,2,3,-8,3,0,11
Estonia,1917,Priests,5,4,-3,5,11,7
Estonia,1917,Property Owners,4,5,-5,4,8,10
Estonia,1917,Trades/Professions,5,5,-4,5,11,9
Estonia,1917,Proletariat,4,4,-6,4,6,10
Estonia,1917,State Memory,3,3,-7,3,2,10
Estonia,1917,Shopkeepers/Merchants,5,5,-4,5,11,9
Estonia,1918,Executive,1,2,-9,2,-4,11
Estonia,1918,Army,1,2,-9,2,-4,11
Estonia,1918,Priests,4,4,-4,4,8,8
Estonia,1918,Property Owners,3,4,-7,3,3,11
Estonia,1918,Trades/Professions,4,4,-6,4,6,10
Estonia,1918,Proletariat,3,3,-8,3,1,11
Estonia,1918,State Memory,2,2,-8,2,-2,10
Estonia,1918,Shopkeepers/Merchants,4,4,-6,4,6,10
Estonia,1919,Executive,5,6,-4,5,12,10
Estonia,1919,Army,5,6,-3,5,13,9
Estonia,1919,Priests,6,5,-2,6,15,7
Estonia,1919,Property Owners,5,6,-4,5,12,10
Estonia,1919,Trades/Professions,6,6,-3,6,15,9
Estonia,1919,Proletariat,5,5,-4,5,11,9
Estonia,1919,State Memory,4,4,-5,4,7,9
Estonia,1919,Shopkeepers/Merchants,6,6,-3,6,15,9
Estonia,1920,Executive,6,7,-3,6,16,10
Estonia,1920,Army,6,7,-2,6,17,11
Estonia,1920,Priests,7,6,-1,7,19,7
Estonia,1920,Property Owners,6,7,-3,6,16,10
Estonia,1920,Trades/Professions,7,7,-2,7,19,11
Estonia,1920,Proletariat,6,6,-3,6,15,9
Estonia,1920,State Memory,5,5,-4,5,11,9
Estonia,1920,Shopkeepers/Merchants,7,7,-2,7,19,11
Estonia,1921,Executive,7,7,-2,6,18,9
Estonia,1921,Army,7,7,-1,6,19,10
Estonia,1921,Priests,7,6,-1,7,19,7
Estonia,1921,Property Owners,7,7,-2,6,18,9
Estonia,1921,Trades/Professions,7,7,-1,7,20,10
Estonia,1921,Proletariat,6,6,-2,6,16,8
Estonia,1921,State Memory,6,5,-3,6,14,8
Estonia,1921,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1922,Executive,7,7,-2,6,18,9
Estonia,1922,Army,7,7,-1,6,19,10
Estonia,1922,Priests,7,6,-1,7,19,7
Estonia,1922,Property Owners,7,7,-2,6,18,9
Estonia,1922,Trades/Professions,7,7,-1,7,20,10
Estonia,1922,Proletariat,6,6,-2,6,16,8
Estonia,1922,State Memory,6,5,-3,6,14,8
Estonia,1922,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1923,Executive,7,7,-2,6,18,9
Estonia,1923,Army,7,7,-1,6,19,10
Estonia,1923,Priests,7,6,-1,7,19,7
Estonia,1923,Property Owners,7,7,-2,6,18,9
Estonia,1923,Trades/Professions,7,7,-1,7,20,10
Estonia,1923,Proletariat,6,6,-2,6,16,8
Estonia,1923,State Memory,6,5,-3,6,14,8
Estonia,1923,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1924,Executive,7,7,-2,6,18,9
Estonia,1924,Army,7,7,-1,6,19,10
Estonia,1924,Priests,7,6,-1,7,19,7
Estonia,1924,Property Owners,7,7,-2,6,18,9
Estonia,1924,Trades/Professions,7,7,-1,7,20,10
Estonia,1924,Proletariat,6,6,-2,6,16,8
Estonia,1924,State Memory,6,5,-3,6,14,8
Estonia,1924,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1925,Executive,7,7,-2,6,18,9
Estonia,1925,Army,7,7,-1,6,19,10
Estonia,1925,Priests,7,6,-1,7,19,7
Estonia,1925,Property Owners,7,7,-2,6,18,9
Estonia,1925,Trades/Professions,7,7,-1,7,20,10
Estonia,1925,Proletariat,6,6,-2,6,16,8
Estonia,1925,State Memory,6,5,-3,6,14,8
Estonia,1925,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1926,Executive,7,7,-2,6,18,9
Estonia,1926,Army,7,7,-1,6,19,10
Estonia,1926,Priests,7,6,-1,7,19,7
Estonia,1926,Property Owners,7,7,-2,6,18,9
Estonia,1926,Trades/Professions,7,7,-1,7,20,10
Estonia,1926,Proletariat,6,6,-2,6,16,8
Estonia,1926,State Memory,6,5,-3,6,14,8
Estonia,1926,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1926,Executive,7,7,-2,6,18,9
Estonia,1926,Army,7,7,-1,6,19,10
Estonia,1926,Priests,7,6,-1,7,19,7
Estonia,1926,Property Owners,7,7,-2,6,18,9
Estonia,1926,Trades/Professions,7,7,-1,7,20,10
Estonia,1926,Proletariat,6,6,-2,6,16,8
Estonia,1926,State Memory,6,5,-3,6,14,8
Estonia,1926,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1927,Executive,7,7,-2,6,18,9
Estonia,1927,Army,7,7,-1,6,19,10
Estonia,1927,Priests,7,6,-1,7,19,7
Estonia,1927,Property Owners,7,7,-2,6,18,9
Estonia,1927,Trades/Professions,7,7,-1,7,20,10
Estonia,1927,Proletariat,6,6,-2,6,16,8
Estonia,1927,State Memory,6,5,-3,6,14,8
Estonia,1927,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1928,Executive,7,7,-2,6,18,9
Estonia,1928,Army,7,7,-1,6,19,10
Estonia,1928,Priests,7,6,-1,7,19,7
Estonia,1928,Property Owners,7,7,-2,6,18,9
Estonia,1928,Trades/Professions,7,7,-1,7,20,10
Estonia,1928,Proletariat,6,6,-2,6,16,8
Estonia,1928,State Memory,6,5,-3,6,14,8
Estonia,1928,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1929,Executive,7,7,-2,6,18,9
Estonia,1929,Army,7,7,-1,6,19,10
Estonia,1929,Priests,7,6,-1,7,19,7
Estonia,1929,Property Owners,7,7,-2,6,18,9
Estonia,1929,Trades/Professions,7,7,-1,7,20,10
Estonia,1929,Proletariat,6,6,-2,6,16,8
Estonia,1929,State Memory,6,5,-3,6,14,8
Estonia,1929,Shopkeepers/Merchants,7,7,-1,7,20,10
Estonia,1930,Executive,7,7,-3,6,17,10
Estonia,1930,Army,7,7,-2,6,18,9
Estonia,1930,Priests,7,6,-2,7,18,8
Estonia,1930,Property Owners,7,7,-3,6,17,10
Estonia,1930,Trades/Professions,7,7,-2,7,19,9
Estonia,1930,Proletariat,6,6,-3,6,15,9
Estonia,1930,State Memory,6,5,-4,6,13,9
Estonia,1930,Shopkeepers/Merchants,7,7,-2,7,19,9
Estonia,1931,Executive,7,7,-3,6,17,10
Estonia,1931,Army,7,7,-2,6,18,9
Estonia,1931,Priests,7,6,-2,7,18,8
Estonia,1931,Property Owners,7,7,-3,6,17,10
Estonia,1931,Trades/Professions,7,7,-2,7,19,9
Estonia,1931,Proletariat,6,6,-3,6,15,9
Estonia,1931,State Memory,6,5,-4,6,13,9
Estonia,1931,Shopkeepers/Merchants,7,7,-2,7,19,9
Estonia,1932,Executive,7,7,-4,6,16,11
Estonia,1932,Army,7,7,-3,6,17,10
Estonia,1932,Priests,7,6,-3,7,17,9
Estonia,1932,Property Owners,7,7,-4,6,16,11
Estonia,1932,Trades/Professions,7,7,,,,
Estonia,1933,Executive,7,7,-4,6,16,11
Estonia,1933,Army,7,7,-3,6,17,10
Estonia,1933,Priests,7,6,-3,7,17,9
Estonia,1933,Property Owners,7,7,-4,6,16,11
Estonia,1933,Trades/Professions,7,7,-3,7,18,10
Estonia,1933,Proletariat,6,6,-4,6,14,10
Estonia,1933,State Memory,6,5,-5,6,12,10
Estonia,1933,Shopkeepers/Merchants,7,7,-3,7,18,10
Estonia,1934,Executive,6,7,-5,6,14,12
Estonia,1934,Army,6,7,-4,6,15,11
Estonia,1934,Priests,7,6,-4,7,16,10
Estonia,1934,Property Owners,6,7,-5,6,14,12
Estonia,1934,Trades/Professions,6,7,-4,7,16,11
Estonia,1934,Proletariat,5,6,-5,6,12,11
Estonia,1934,State Memory,5,5,-6,6,10,11
Estonia,1934,Shopkeepers/Merchants,6,7,-4,7,16,11
Estonia,1935,Executive,5,7,-6,6,12,13
Estonia,1935,Army,5,7,-5,6,13,12
Estonia,1935,Priests,6,6,-5,7,14,11
Estonia,1935,Property Owners,5,7,-6,6,12,13
Estonia,1935,Trades/Professions,5,7,-5,7,14,12
Estonia,1935,Proletariat,4,6,-6,6,10,12
Estonia,1935,State Memory,4,5,-7,6,8,12
Estonia,1935,Shopkeepers/Merchants,5,7,-5,7,14,12
Estonia,1936,Executive,4,7,-7,6,10,14
Estonia,1936,Army,4,7,-6,6,11,13
Estonia,1936,Priests,5,6,-6,7,12,11
Estonia,1936,Property Owners,4,7,-7,6,10,14
Estonia,1936,Trades/Professions,4,7,-6,7,12,13
Estonia,1936,Proletariat,3,6,-7,6,8,13
Estonia,1936,State Memory,3,5,-8,6,6,13
Estonia,1936,Shopkeepers/Merchants,4,7,-6,7,12,13
Estonia,1937,Executive,3,7,-8,6,8,15
Estonia,1937,Army,3,7,-7,6,9,14
Estonia,1937,Priests,4,6,-7,7,10,13
Estonia,1937,Property Owners,3,7,-8,6,8,15
Estonia,1937,Trades/Professions,3,7,-7,7,10,14
Estonia,1937,Proletariat,2,6,-8,6,6,14
Estonia,1937,State Memory,2,5,-9,6,4,14
Estonia,1937,Shopkeepers/Merchants,3,7,-7,7,10,14
Estonia,1938,Executive,2,7,-9,6,6,16
Estonia,1938,Army,2,7,-8,6,7,15
Estonia,1938,Priests,3,6,-8,7,9,14
Estonia,1938,Property Owners,2,7,-9,6,6,16
Estonia,1938,Trades/Professions,2,7,-8,7,9,15
Estonia,1938,Proletariat,1,6,-9,6,4,15
Estonia,1938,State Memory,1,5,-10,6,2,15
Estonia,1938,Shopkeepers/Merchants,2,7,-8,7,9,15
Estonia,1939,Executive,1,7,-10,6,4,17
Estonia,1939,Army,1,7,-9,6,5,16
Estonia,1939,Priests,2,6,-9,7,6,15
Estonia,1939,Property Owners,1,7,,,,
Estonia,1940,Executive,1,7,-10,6,4,17
Estonia,1940,Army,1,7,-9,6,5,16
Estonia,1940,Priests,2,6,-9,7,6,15
Estonia,1940,Property Owners,1,7,-10,6,4,17
Estonia,1940,Trades/Professions,1,7,-9,7,6,16
Estonia,1940,Proletariat,1,6,-10,6,3,16
Estonia,1940,State Memory,1,5,-11,6,1,16
Estonia,1940,Shopkeepers/Merchants,1,7,-9,7,6,16
Estonia,1941,Executive,2,6,-9,6,5,15
Estonia,1941,Army,2,6,-8,6,6,14
Estonia,1941,Priests,3,5,-8,7,10,13
Estonia,1941,Property Owners,2,6,-9,6,5,15
Estonia,1941,Trades/Professions,2,6,-8,7,7,14
Estonia,1941,Proletariat,2,5,-9,6,4,14
Estonia,1941,State Memory,2,4,-10,6,2,14
Estonia,1941,Shopkeepers/Merchants,2,6,-8,7,7,14
Estonia,1942,Executive,3,6,-8,6,7,14
Estonia,1942,Army,3,6,-7,6,8,13
Estonia,1942,Priests,4,5,-7,7,12,12
Estonia,1942,Property Owners,3,6,-8,6,7,14
Estonia,1942,Trades/Professions,3,6,-7,7,9,13
Estonia,1942,Proletariat,3,5,-8,6,6,13
Estonia,1942,State Memory,3,4,-9,6,4,13
Estonia,1942,Shopkeepers/Merchants,3,6,-7,7,9,13
Estonia,1943,Executive,3,6,-8,6,7,14
Estonia,1943,Army,3,6,-7,6,8,13
Estonia,1943,Priests,4,5,-7,7,12,12
Estonia,1943,Property Owners,3,6,-8,6,7,14
Estonia,1943,Trades/Professions,3,6,-7,7,9,13
Estonia,1943,Proletariat,3,5,-8,6,6,13
Estonia,1943,State Memory,3,4,-9,6,4,13
Estonia,1943,Shopkeepers/Merchants,3,6,-7,7,9,13
Estonia,1944,Executive,2,5,-9,6,4,14
Estonia,1944,Army,2,5,-8,6,5,13
Estonia,1944,Priests,3,4,-8,7,9,12
Estonia,1944,Property Owners,2,5,-9,6,4,14
Estonia,1944,Trades/Professions,2,5,-8,7,6,13
Estonia,1944,Proletariat,2,4,-9,6,3,13
Estonia,1944,State Memory,2,3,-10,6,1,13
Estonia,1944,Shopkeepers/Merchants,2,5,-8,7,6,13
Estonia,1945,Executive,3,6,-8,6,7,14
Estonia,1945,Army,3,6,-7,6,8,13
Estonia,1945,Priests,4,5,-7,7,12,12
Estonia,1945,Property Owners,3,6,-8,6,7,14
Estonia,1945,Trades/Professions,3,6,-7,7,9,13
Estonia,1945,Proletariat,3,5,-8,6,6,13
Estonia,1945,State Memory,3,4,-9,6,4,13
Estonia,1945,Shopkeepers/Merchants,3,6,-7,7,9,13
Estonia,1946,Executive,4,6,-7,6,9,13
Estonia,1946,Army,4,6,-6,6,10,12
Estonia,1946,Priests,5,5,-6,7,14,11
Estonia,1946,Property Owners,4,6,-7,6,9,13
Estonia,1947,Executive,5,6,-6,6,11,12
Estonia,1947,Army,5,6,-5,6,12,11
Estonia,1947,Priests,6,5,-5,7,13,10
Estonia,1947,Property Owners,5,6,-6,6,11,12
Estonia,1947,Trades/Professions,5,6,-5,7,13,11
Estonia,1947,Proletariat,5,5,-6,6,10,11
Estonia,1947,State Memory,5,4,-7,6,8,11
Estonia,1947,Shopkeepers/Merchants,5,6,-5,7,13,11
Estonia,1948,Executive,6,6,-5,6,13,11
Estonia,1948,Army,6,6,-4,6,14,10
Estonia,1948,Priests,6,5,-4,7,14,9
Estonia,1948,Property Owners,6,6,-5,6,13,11
Estonia,1948,Trades/Professions,6,6,-4,7,15,10
Estonia,1948,Proletariat,6,5,-5,6,12,10
Estonia,1948,State Memory,6,4,-6,6,10,10
Estonia,1948,Shopkeepers/Merchants,6,6,-4,7,15,10
Estonia,1949,Executive,7,6,-4,6,15,10
Estonia,1949,Army,7,6,-3,6,16,9
Estonia,1949,Priests,7,5,-3,7,16,8
Estonia,1949,Property Owners,7,6,-4,6,15,10
Estonia,1949,Trades/Professions,7,6,-3,7,17,9
Estonia,1949,Proletariat,7,5,-4,6,14,9
Estonia,1949,State Memory,7,4,-5,6,12,9
Estonia,1949,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1950,Executive,7,6,-4,6,15,10
Estonia,1950,Army,7,6,-3,6,16,9
Estonia,1950,Priests,7,5,-3,7,16,8
Estonia,1950,Property Owners,7,6,-4,6,15,10
Estonia,1950,Trades/Professions,7,6,-3,7,17,9
Estonia,1950,Proletariat,7,5,-4,6,14,9
Estonia,1950,State Memory,7,4,-5,6,12,9
Estonia,1950,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1951,Executive,7,6,-4,6,15,10
Estonia,1951,Army,7,6,-3,6,16,9
Estonia,1951,Priests,7,5,-3,7,16,8
Estonia,1951,Property Owners,7,6,-4,6,15,10
Estonia,1951,Trades/Professions,7,6,-3,7,17,9
Estonia,1951,Proletariat,7,5,-4,6,14,9
Estonia,1951,State Memory,7,4,-5,6,12,9
Estonia,1951,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1952,Executive,7,6,-4,6,15,10
Estonia,1952,Army,7,6,-3,6,16,9
Estonia,1952,Priests,7,5,-3,7,16,8
Estonia,1952,Property Owners,7,6,-4,6,15,10
Estonia,1952,Trades/Professions,7,6,-3,7,17,9
Estonia,1952,Proletariat,7,5,-4,6,14,9
Estonia,1952,State Memory,7,4,-5,6,12,9
Estonia,1952,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1953,Executive,7,6,-4,6,15,10
Estonia,1953,Army,7,6,-3,6,16,9
Estonia,1953,Priests,7,5,-3,7,16,8
Estonia,1953,Property Owners,7,6,-4,6,15,10
Estonia,1953,Trades/Professions,7,6,-3,7,17,9
Estonia,1953,Proletariat,7,5,-4,6,14,9
Estonia,1953,State Memory,7,4,-5,6,12,9
Estonia,1953,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1954,Executive,7,6,-4,6,15,10
Estonia,1954,Army,7,6,-3,6,16,9
Estonia,1954,Priests,7,5,-3,7,16,8
Estonia,1954,Property Owners,7,6,-4,6,15,10
Estonia,1954,Trades/Professions,7,6,-3,7,17,9
Estonia,1954,Proletariat,7,5,-4,6,14,9
Estonia,1954,State Memory,7,4,-5,6,12,9
Estonia,1954,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1955,Executive,7,6,-4,6,15,10
Estonia,1955,Army,7,6,-3,6,16,9
Estonia,1955,Priests,7,5,-3,7,16,8
Estonia,1955,Property Owners,7,6,-4,6,15,10
Estonia,1955,Trades/Professions,7,6,-3,7,17,9
Estonia,1955,Proletariat,7,5,-4,6,14,9
Estonia,1955,State Memory,7,4,-5,6,12,9
Estonia,1955,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1956,Executive,7,6,-4,6,15,10
Estonia,1956,Army,7,6,-3,6,16,9
Estonia,1956,Priests,7,5,-3,7,16,8
Estonia,1956,Property Owners,7,6,-4,6,15,10
Estonia,1956,Trades/Professions,7,6,-3,7,17,9
Estonia,1956,Proletariat,7,5,-4,6,14,9
Estonia,1956,State Memory,7,4,-5,6,12,9
Estonia,1956,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1957,Executive,7,6,-4,6,15,10
Estonia,1957,Army,7,6,-3,6,16,9
Estonia,1957,Priests,7,5,-3,7,16,8
Estonia,1957,Property Owners,7,6,-4,6,15,10
Estonia,1957,Trades/Professions,7,6,-3,7,17,9
Estonia,1957,Proletariat,7,5,-4,6,14,9
Estonia,1957,State Memory,7,4,-5,6,12,9
Estonia,1957,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1958,Executive,7,6,-4,6,15,10
Estonia,1958,Army,7,6,-3,6,16,9
Estonia,1958,Priests,7,5,-3,7,16,8
Estonia,1958,Property Owners,7,6,-4,6,15,10
Estonia,1958,Trades/Professions,7,6,-3,7,17,9
Estonia,1958,Proletariat,7,5,-4,6,14,9
Estonia,1958,State Memory,7,4,-5,6,12,9
Estonia,1958,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1959,Executive,7,6,-4,6,15,10
Estonia,1959,Army,7,6,-3,6,16,9
Estonia,1959,Priests,7,5,-3,7,16,8
Estonia,1959,Property Owners,7,6,-4,6,15,10
Estonia,1959,Trades/Professions,7,6,-3,7,17,9
Estonia,1959,Proletariat,7,5,-4,6,14,9
Estonia,1959,State Memory,7,4,-5,6,12,9
Estonia,1959,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1960,Executive,7,6,-4,6,15,10
Estonia,1960,Army,7,6,-3,6,16,9
Estonia,1960,Priests,7,5,-3,7,16,8
Estonia,1960,Property Owners,7,6,-4,6,15,10
Estonia,1960,Trades/Professions,7,6,-3,7,17,9
Estonia,1960,Proletariat,7,5,-4,6,14,9
Estonia,1960,State Memory,7,4,-5,6,12,9
Estonia,1960,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1961,Executive,7,6,-4,6,15,10
Estonia,1961,Army,7,6,-3,6,16,9
Estonia,1961,Priests,7,5,-3,7,16,8
Estonia,1961,Property Owners,7,6,-4,6,15,10
Estonia,1961,Trades/Professions,7,6,-3,7,17,9
Estonia,1961,Proletariat,7,5,-4,6,14,9
Estonia,1961,State Memory,7,4,-5,6,12,9
Estonia,1961,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1962,Executive,7,6,-4,6,15,10
Estonia,1962,Army,7,6,-3,6,16,9
Estonia,1962,Priests,7,5,-3,7,16,8
Estonia,1962,Property Owners,7,6,-4,6,15,10
Estonia,1962,Trades/Professions,7,6,-3,7,17,9
Estonia,1962,Proletariat,7,5,-4,6,14,9
Estonia,1962,State Memory,7,4,-5,6,12,9
Estonia,1962,Shopkeepers/Merchants,7,6,-3,7,17,9
Estonia,1963,Executive,7,6,-4,6,15,10
Estonia,1963,Army,7,6,-3,6,16,9
Estonia,1963,Priests,7,5,-3,7,16,8
Estonia,1963,Property Owners,7,6,-4,6,15,10
