Society,Year,series_file,tier,range_tier,source,V_mean,V_std,V_min,B_mean,lambda2,sigma_min,regime
Afghanistan,1917,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,3.8125,2.5731486062798625,-1.0,0.16980384159348255,1.0593029010888146,-0.3,Systemic crisis
Afghanistan,1918,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,3.8125,2.5731486062798625,-1.0,0.16980384159348255,1.0593029010888146,-0.3,Systemic crisis
Afghanistan,1919,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,2.1875,2.235194342780958,-2.0,0.14077484421282663,0.902974802031592,-0.5,Systemic crisis
Afghanistan,1920,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,2.1875,2.235194342780958,-2.0,0.14077484421282663,0.902974802031592,-0.5,Systemic crisis
Afghanistan,1921,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,1.8371173070873836,0.0,0.1743205711106559,1.0843514351950887,-0.32,Local Node Failure
Afghanistan,1922,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.6875,2.3310070248714396,2.0,0.22989604692847995,1.4718466755417232,-0.24,Local Node Failure
Afghanistan,1923,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.6875,2.3310070248714396,2.0,0.22989604692847995,1.4718466755417232,-0.24,Local Node Failure
Afghanistan,1924,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.6875,2.3310070248714396,2.0,0.22989604692847995,1.4718466755417232,-0.24,Local Node Failure
Afghanistan,1925,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.6875,2.3310070248714396,2.0,0.22989604692847995,1.4718466755417232,-0.24,Local Node Failure
Afghanistan,1926,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.8125,2.357667014232502,2.0,0.23522321317884437,1.4904748847672622,-0.24,Local Node Failure
Afghanistan,1927,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.8125,2.357667014232502,2.0,0.23522321317884437,1.4904748847672622,-0.24,Local Node Failure
Afghanistan,1928,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1929,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,1.0,2.4748737341529163,-4.0,0.1312511019800382,0.7720168956325839,-0.6000000000000001,Systemic crisis
Afghanistan,1930,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1931,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1932,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1933,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1934,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1935,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1936,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1937,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1938,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1939,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1940,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1941,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1942,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1943,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1944,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,4.0,2.4748737341529163,-1.0,0.17830053237979487,1.094658678047204,-0.32,Systemic crisis
Afghanistan,1945,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1946,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1947,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1948,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1949,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1950,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1951,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1952,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1953,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1954,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1955,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1956,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1957,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1958,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1959,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1960,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1961,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1962,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1963,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.9375,2.3642850399222173,1.0,0.2047315064717759,1.2976965727637042,-0.32,Local Node Failure
Afghanistan,1964,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.9375,2.3642850399222173,2.0,0.2351747447001938,1.4906619184189576,-0.24,Local Node Failure
Afghanistan,1965,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.9375,2.3642850399222173,2.0,0.2351747447001938,1.4906619184189576,-0.24,Local Node Failure
Afghanistan,1966,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.9375,2.3642850399222173,2.0,0.2351747447001938,1.4906619184189576,-0.24,Local Node Failure
Afghanistan,1967,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.9375,2.3642850399222173,2.0,0.2351747447001938,1.4906619184189576,-0.24,Local Node Failure
Afghanistan,1968,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,6.9375,2.3642850399222173,2.0,0.2351747447001938,1.4906619184189576,-0.24,Local Node Failure
Afghanistan,1969,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,8.8125,2.3040385738958453,4.0,0.2665217471296445,1.7253555328238719,-0.2,Strained
Afghanistan,1970,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,8.8125,2.3040385738958453,4.0,0.2665217471296445,1.7253555328238719,-0.2,Strained
Afghanistan,1971,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,8.8125,2.3040385738958453,4.0,0.2665217471296445,1.7253555328238719,-0.2,Strained
Afghanistan,1972,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,8.8125,2.3040385738958453,4.0,0.2665217471296445,1.7253555328238719,-0.2,Strained
Afghanistan,1973,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,8.8125,2.3040385738958453,4.0,0.2665217471296445,1.7253555328238719,-0.2,Strained
Afghanistan,1974,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.5,2.4238399287081647,1.0,0.19887689196718789,1.2750583301598284,-0.32,Local Node Failure
Afghanistan,1975,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.5,2.4238399287081647,1.0,0.19887689196718789,1.2750583301598284,-0.32,Local Node Failure
Afghanistan,1976,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,5.5,2.4238399287081647,1.0,0.19887689196718789,1.2750583301598284,-0.32,Local Node Failure
Afghanistan,1977,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,2.625,2.496873044429772,-2.0,0.14927452854589612,0.9315632987797556,-0.5,Systemic crisis
Afghanistan,1978,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.25,2.6100766272276377,-5.0,0.11142022884792332,0.6615798785633491,-0.8,Freeze/Collapse
Afghanistan,1979,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.25,2.6100766272276377,-5.0,0.11142022884792332,0.6615798785633491,-0.8,Freeze/Collapse
Afghanistan,1980,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.25,2.6100766272276377,-5.0,0.11142022884792332,0.6615798785633491,-0.8,Freeze/Collapse
Afghanistan,1981,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.25,2.6100766272276377,-5.0,0.11142022884792332,0.6615798785633491,-0.8,Freeze/Collapse
Afghanistan,1982,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.375,2.5708704751503917,-7.0,0.08511125608668849,0.45670131509971734,-0.8999999999999999,Freeze/Collapse
Afghanistan,1983,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.375,2.5708704751503917,-7.0,0.08511125608668849,0.45670131509971734,-0.8999999999999999,Freeze/Collapse
Afghanistan,1984,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1985,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1986,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1987,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1988,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1989,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1990,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1991,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1992,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1993,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1994,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1995,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-0.75,3.092329219213245,-7.0,0.10300541780634528,0.5083201018958589,-0.8,Freeze/Collapse
Afghanistan,1996,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-3.375,2.4206145913796355,-7.0,0.07555581023014446,0.42593286398747565,-0.8999999999999999,Freeze/Collapse
Afghanistan,1997,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-3.375,2.4206145913796355,-7.0,0.07555581023014446,0.42593286398747565,-0.8999999999999999,Freeze/Collapse
Afghanistan,1998,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-3.375,2.4206145913796355,-7.0,0.07555581023014446,0.42593286398747565,-0.8999999999999999,Freeze/Collapse
Afghanistan,1999,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-3.375,2.4206145913796355,-7.0,0.07555581023014446,0.42593286398747565,-0.8999999999999999,Freeze/Collapse
Afghanistan,2000,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-3.375,2.4206145913796355,-7.0,0.07555581023014446,0.42593286398747565,-0.8999999999999999,Freeze/Collapse
Afghanistan,2001,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-5.375,1.2183492931011204,-7.0,0.058514946361126474,0.37162088652992037,-0.8,Freeze/Collapse
Afghanistan,2002,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
Afghanistan,2003,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
Afghanistan,2004,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2005,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2006,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2007,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2008,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2009,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2010,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2011,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2012,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2013,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2014,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2015,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2016,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2017,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2018,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2019,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2020,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,0.25,1.920286436967152,-4.0,0.1147346573909505,0.6759276155771969,-0.8,Systemic crisis
Afghanistan,2021,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
Afghanistan,2022,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
Afghanistan,2023,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
Afghanistan,2024,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
Afghanistan,2025,Afghanistan_cleaned_Bij_v10.csv,usp_or_legacy,in_range,Afghanistan_cleaned.csv,-2.75,1.920286436967152,-7.0,0.08169181477795272,0.4486891916348438,-0.8999999999999999,Freeze/Collapse
