Company,Year,Node,C,K,S,A,Node_Value,Bond_Strength
Qantas,1979,Craft,9,10,6,9,11.83,5.43
Qantas,1979,Hands,9,9,6,8,10.83,4.98
Qantas,1979,Archive,8,9,6,8,10.17,4.66
Qantas,1979,Flow,9,10,5,9,12.33,5.66
Qantas,1980,Helm,9,9,7,9,11.17,5.20
Qantas,1980,Shield,8,8,8,8,8.83,4.11
Qantas,1980,Lore,9,9,6,9,11.50,5.36
Qantas,1980,Stewards,9,9,7,9,11.17,5.20
Qantas,1980,Craft,9,10,7,9,11.50,5.36
Qantas,1980,Hands,9,9,7,8,10.50,4.89
Qantas,1980,Archive,8,9,7,8,9.83,4.58
Qantas,1980,Flow,9,10,6,9,12.00,5.59
Qantas,1981,Helm,9,9,7,9,11.17,5.18
Qantas,1981,Shield,8,8,8,8,8.83,4.09
Qantas,1981,Lore,9,9,6,9,11.50,5.33
Qantas,1981,Stewards,9,9,7,9,11.17,5.18
Qantas,1981,Craft,9,10,7,9,11.50,5.33
Qantas,1981,Hands,9,9,7,8,10.50,4.87
Qantas,1981,Archive,8,9,7,8,9.83,4.56
Qantas,1981,Flow,9,10,6,9,12.00,5.56

Qantas,1981,Helm,9,9,7,9,11.17,5.18
Qantas,1981,Shield,8,8,8,8,8.83,4.09
Qantas,1981,Lore,9,9,6,9,11.50,5.33
Qantas,1981,Stewards,9,9,7,9,11.17,5.18
Qantas,1981,Craft,9,10,7,9,11.50,5.33
Qantas,1981,Hands,9,9,7,8,10.50,4.87
Qantas,1981,Archive,8,9,7,8,9.83,4.56
Qantas,1981,Flow,9,10,6,9,12.00,5.56
Qantas,1982,Helm,9,9,6,9,11.50,5.24
Qantas,1982,Shield,8,8,7,8,9.17,4.18
Qantas,1982,Lore,9,9,6,9,11.50,5.24
Qantas,1982,Stewards,9,9,6,9,11.50,5.24
Qantas,1982,Craft,9,10,6,9,11.83,5.39
Qantas,1982,Hands,9,9,6,8,10.83,4.94
Qantas,1982,Archive,8,9,6,8,10.17,4.63
Qantas,1982,Flow,9,10,6,9,12.00,5.47
Qantas,1983,Helm,9,9,6,9,11.50,5.22
Qantas,1983,Shield,8,8,7,8,9.17,4.16
Qantas,1983,Lore,9,9,6,9,11.50,5.22
Qantas,1983,Stewards,9,9,6,9,11.50,5.22
Qantas,1983,Craft,9,10,6,9,11.83,5.37
Qantas,1983,Hands,9,9,6,8,10.83,4.92
Qantas,1983,Archive,8,9,6,8,10.17,4.62
Qantas,1983,Flow,9,10,6,9,12.00,5.45
Qantas,1984,Helm,9,9,5,9,12.17,5.35
Qantas,1984,Shield,8,8,6,8,9.50,4.18
Qantas,1984,Lore,9,9,5,9,12.17,5.35
Qantas,1984,Stewards,9,9,5,9,12.17,5.35
Qantas,1984,Craft,9,10,5,9,12.50,5.50
Qantas,1984,Hands,9,9,5,8,11.17,4.91
Qantas,1984,Archive,8,9,5,8,10.50,4.62
Qantas,1984,Flow,9,10,5,9,12.67,5.57
Qantas,1985,Helm,9,9,5,9,12.17,5.32
Qantas,1985,Shield,8,8,6,8,9.50,4.15
Qantas,1985,Lore,9,9,5,9,12.17,5.32
Qantas,1985,Stewards,9,9,5,9,12.17,5.32
Qantas,1985,Craft,9,10,5,9,12.50,5.47
Qantas,1985,Hands,9,9,5,8,11.17,4.88
Qantas,1985,Archive,8,9,5,8,10.50,4.59
Qantas,1985,Flow,9,10,5,9,12.67,5.54
Qantas,1986,Helm,9,9,5,9,12.17,5.30
Qantas,1986,Shield,8,8,6,8,9.50,4.14
Qantas,1986,Lore,9,9,5,9,12.17,5.30
Qantas,1986,Stewards,9,9,5,9,12.17,5.30
Qantas,1986,Craft,9,10,5,9,12.50,5.45
Qantas,1986,Hands,9,9,5,8,11.17,4.86
Qantas,1986,Archive,8,9,5,8,10.50,4.57
Qantas,1986,Flow,9,10,5,9,12.67,5.52
Qantas,1987,Helm,9,9,5,9,12.17,5.28
Qantas,1987,Shield,8,8,6,8,9.50,4.12
Qantas,1987,Lore,9,9,5,9,12.17,5.28
Qantas,1987,Stewards,9,9,5,9,12.17,5.28
Qantas,1987,Craft,9,10,5,9,12.50,5.43
Qantas,1987,Hands,9,9,5,8,11.17,4.84
Qantas,1987,Archive,8,9,5,8,10.50,4.56
Qantas,1987,Flow,9,10,5,9,12.67,5.50
Qantas,1988,Helm,9,9,6,9,11.50,5.22
Qantas,1988,Shield,8,8,7,8,9.17,4.16
Qantas,1988,Lore,9,9,6,9,11.50,5.22
Qantas,1988,Stewards,9,9,6,9,11.50,5.22
Qantas,1988,Craft,9,10,6,9,11.83,5.37
Qantas,1988,Hands,9,9,6,8,10.83,4.92
Qantas,1988,Archive,8,9,6,8,10.17,4.62
Qantas,1988,Flow,9,10,6,9,12.00,5.45
Qantas,1989,Helm,9,9,8,9,10.83,5.13
Qantas,1989,Shield,8,8,9,8,8.50,4.02
Qantas,1989,Lore,9,9,8,9,10.83,5.13
Qantas,1989,Stewards,9,9,9,9,10.50,4.97
Qantas,1989,Craft,9,10,9,9,10.83,5.13
Qantas,1989,Hands,8,9,9,8,9.17,4.34
Qantas,1989,Archive,8,9,9,8,8.83,4.18
Qantas,1989,Flow,9,10,9,9,11.00,5.21
Qantas,1990,Helm,9,9,8,9,10.83,5.09
Qantas,1990,Shield,8,8,9,8,8.50,3.99
Qantas,1990,Lore,9,9,8,9,10.83,5.09
Qantas,1990,Stewards,9,9,9,9,10.50,4.94
Qantas,1990,Craft,9,10,9,9,10.83,5.09
Qantas,1990,Hands,8,9,9,8,9.17,4.31
Qantas,1990,Archive,8,9,9,8,8.83,4.15
Qantas,1990,Flow,9,10,9,9,11.00,5.17
Company,Year,Node,C,K,S,A,Node_Value,Bond_Strength
Qantas,1991,Helm,8,9,8,8,9.83,4.93
Qantas,1991,Shield,7,8,9,7,7.50,3.76
Qantas,1991,Lore,8,9,8,8,9.83,4.93
Qantas,1991,Stewards,8,9,9,8,9.17,4.60
Qantas,1991,Craft,8,9,9,8,9.17,4.60
Qantas,1991,Hands,7,8,9,7,7.50,3.76
Qantas,1991,Archive,7,8,9,7,7.50,3.76
Qantas,1991,Flow,8,9,9,8,9.33,4.68
Qantas,1992,Helm,8,8,7,8,9.50,4.84
Qantas,1992,Shield,7,7,8,7,7.33,3.73
Qantas,1992,Lore,8,8,7,8,9.50,4.84
Qantas,1992,Stewards,8,8,8,8,9.00,4.58
Qantas,1992,Craft,8,9,8,8,9.67,4.92
Qantas,1992,Hands,7,8,8,7,8.00,4.07
Qantas,1992,Archive,7,8,8,7,8.00,4.07
Qantas,1992,Flow,8,9,8,8,9.67,4.92
Qantas,1993,Helm,7,8,6,8,9.17,4.79
Qantas,1993,Shield,7,7,7,7,8.00,4.18
Qantas,1993,Lore,8,8,6,8,9.67,5.05
Qantas,1993,Stewards,8,8,7,8,9.33,4.87
Qantas,1993,Craft,8,9,7,8,10.00,5.22
Qantas,1993,Hands,7,8,7,7,8.67,4.53
Qantas,1993,Archive,7,8,7,7,8.67,4.53
Qantas,1993,Flow,8,9,6,8,10.33,5.40
Qantas,1994,Helm,8,8,5,8,10.17,5.08
Qantas,1994,Shield,7,8,6,7,8.67,4.33
Qantas,1994,Lore,8,9,5,8,10.67,5.33
Qantas,1994,Stewards,8,8,6,8,9.67,4.83
Qantas,1994,Craft,8,9,6,9,10.67,5.33
Qantas,1994,Hands,8,8,6,8,9.67,4.83
Qantas,1994,Archive,8,8,6,8,9.67,4.83
Qantas,1994,Flow,8,9,5,9,11.17,5.58
Qantas,1995,Helm,8,9,5,9,11.17,5.31
Qantas,1995,Shield,8,8,6,8,9.67,4.60
Qantas,1995,Lore,9,9,5,9,11.67,5.55
Qantas,1995,Stewards,8,9,5,8,10.67,5.07
Qantas,1995,Craft,9,9,5,9,11.67,5.55
Qantas,1995,Hands,8,9,5,8,10.67,5.07
Qantas,1995,Archive,8,9,5,8,10.67,5.07
Qantas,1995,Flow,9,10,5,9,12.17,5.79
Qantas,1996,Helm,8,9,5,9,11.17,5.27
Qantas,1996,Shield,8,8,6,8,9.67,4.57
Qantas,1996,Lore,9,9,5,9,11.67,5.51
Qantas,1996,Stewards,9,9,5,9,11.67,5.51
Qantas,1996,Craft,9,10,5,9,12.17,5.75
Qantas,1996,Hands,8,9,5,8,10.67,5.04
Qantas,1996,Archive,8,9,5,8,10.67,5.04
Qantas,1996,Flow,9,10,5,9,12.17,5.75
Qantas,1997,Helm,9,9,5,9,11.67,5.43
Qantas,1997,Shield,8,8,6,8,9.67,4.50
Qantas,1997,Lore,9,9,5,9,11.67,5.43
Qantas,1997,Stewards,9,9,5,9,11.67,5.43
Qantas,1997,Craft,9,10,5,9,12.17,5.66
Qantas,1997,Hands,9,9,5,8,11.17,5.20
Qantas,1997,Archive,8,9,5,8,10.67,4.96
Qantas,1997,Flow,9,10,5,9,12.17,5.66
Qantas,1998,Helm,8,9,7,9,10.67,5.10
Qantas,1998,Shield,8,8,8,8,9.00,4.31
Qantas,1998,Lore,9,9,7,9,11.17,5.34
Qantas,1998,Stewards,9,9,7,9,11.17,5.34
Qantas,1998,Craft,9,10,7,9,11.50,5.50
Qantas,1998,Hands,8,9,7,8,10.17,4.86
Qantas,1998,Archive,8,9,7,8,10.17,4.86
Qantas,1998,Flow,9,10,7,9,11.50,5.50
Qantas,1999,Helm,9,9,6,9,11.50,5.34
Qantas,1999,Shield,8,8,7,8,9.17,4.26
Qantas,1999,Lore,9,9,6,9,11.50,5.34
Qantas,1999,Stewards,9,9,6,9,11.50,5.34
Qantas,1999,Craft,9,10,6,9,11.83,5.50
Qantas,1999,Hands,9,9,6,8,10.83,5.03
Qantas,1999,Archive,8,9,6,8,10.17,4.72
Qantas,1999,Flow,9,10,6,9,12.00,5.57
Qantas,2000,Helm,9,9,7,9,11.17,5.20
Qantas,2000,Shield,8,8,8,8,8.83,4.11
Qantas,2000,Lore,9,9,7,9,11.17,5.20
Qantas,2000,Stewards,9,9,7,9,11.17,5.20
Qantas,2000,Craft,9,10,8,9,11.17,5.20
Qantas,2000,Hands,8,9,8,8,9.50,4.43
Qantas,2000,Archive,8,9,8,8,9.50,4.43
Qantas,2000,Flow,9,10,7,9,11.50,5.36
Qantas,2001,Helm,8,8,9,8,8.50,4.17
Qantas,2001,Shield,7,7,9,7,7.17,3.52
Qantas,2001,Lore,8,8,9,8,8.50,4.17
Qantas,2001,Stewards,8,8,9,8,8.50,4.17
Qantas,2001,Craft,8,9,9,8,9.17,4.50
Qantas,2001,Hands,7,8,9,7,7.50,3.68
Qantas,2001,Archive,7,8,9,7,7.50,3.68
Qantas,2001,Flow,8,9,9,8,9.17,4.50
Qantas,2002,Helm,8,8,8,8,9.00,4.45
Qantas,2002,Shield,7,7,9,7,7.17,3.54
Qantas,2002,Lore,8,8,8,8,9.00,4.45
Qantas,2002,Stewards,8,8,8,8,9.00,4.45
Qantas,2002,Craft,8,9,8,8,9.67,4.78
Qantas,2002,Hands,7,8,8,7,8.00,3.95
Qantas,2002,Archive,7,8,8,7,8.00,3.95
Qantas,2002,Flow,8,9,8,8,9.67,4.78
Qantas,2003,Helm,8,9,7,9,10.67,5.13
Qantas,2003,Shield,8,8,8,8,9.00,4.33
Qantas,2003,Lore,9,9,7,9,11.17,5.36
Qantas,2003,Stewards,8,9,7,9,10.67,5.13
Qantas,2003,Craft,9,9,7,9,11.17,5.36
Qantas,2003,Hands,8,9,7,8,10.17,4.89
Qantas,2003,Archive,8,9,7,8,10.17,4.89
Qantas,2003,Flow,9,10,7,9,11.50,5.53
Qantas,2004,Helm,9,9,6,9,11.50,5.30
Qantas,2004,Shield,8,8,7,8,9.17,4.23
Qantas,2004,Lore,9,9,6,9,11.50,5.30
Qantas,2004,Stewards,9,9,6,9,11.50,5.30
Qantas,2004,Craft,9,10,6,9,11.83,5.46
Qantas,2004,Hands,9,9,6,8,10.83,5.00
Qantas,2004,Archive,8,9,6,8,10.17,4.69
Qantas,2004,Flow,9,10,6,9,12.00,5.54
Qantas,2005,Helm,9,9,6,9,11.50,5.28
Qantas,2005,Shield,8,8,7,8,9.17,4.21
Qantas,2005,Lore,9,9,6,9,11.50,5.28
Qantas,2005,Stewards,9,9,6,9,11.50,5.28
Qantas,2005,Craft,9,10,6,9,11.83,5.43
Qantas,2005,Hands,9,9,6,8,10.83,4.97
Qantas,2005,Archive,8,9,6,8,10.17,4.67
Qantas,2005,Flow,9,10,6,9,12.00,5.51
Qantas,2006,Helm,9,9,7,9,11.17,5.19
Qantas,2006,Shield,8,8,8,8,9.00,4.19
Qantas,2006,Lore,9,9,7,9,11.17,5.19
Qantas,2006,Stewards,9,9,7,9,11.17,5.19
Qantas,2006,Craft,9,10,7,9,11.50,5.35
Qantas,2006,Hands,9,9,7,8,10.50,4.88
Qantas,2006,Archive,8,9,7,8,10.17,4.73
Qantas,2006,Flow,9,10,7,9,11.50,5.35
Qantas,2007,Helm,9,9,7,9,11.17,5.17
Qantas,2007,Shield,8,8,8,8,9.00,4.17
Qantas,2007,Lore,9,9,7,9,11.17,5.17
Qantas,2007,Stewards,9,9,7,9,11.17,5.17
Qantas,2007,Craft,9,10,7,9,11.50,5.33
Qantas,2007,Hands,9,9,7,8,10.50,4.86
Qantas,2007,Archive,8,9,7,8,10.17,4.71
Qantas,2007,Flow,9,10,7,9,11.50,5.33
Qantas,2008,Helm,9,9,8,9,10.83,5.09
Qantas,2008,Shield,8,8,9,8,8.67,4.07
Qantas,2008,Lore,9,9,8,9,10.83,5.09
Qantas,2008,Stewards,9,9,8,9,10.83,5.09
Qantas,2008,Craft,9,10,8,9,11.17,5.25
Qantas,2008,Hands,8,9,8,8,9.50,4.46
Qantas,2008,Archive,8,9,8,8,9.50,4.46
Qantas,2008,Flow,9,10,8,9,11.17,5.25
Qantas,2009,Helm,8,9,9,8,9.50,4.67
Qantas,2009,Shield,7,8,9,7,7.50,3.69
Qantas,2009,Lore,8,9,9,8,9.50,4.67
Qantas,2009,Stewards,8,9,9,8,9.50,4.67
Qantas,2009,Craft,8,9,9,8,9.50,4.67
Qantas,2009,Hands,7,8,9,7,7.50,3.69
Qantas,2009,Archive,7,8,9,7,7.50,3.69
Qantas,2009,Flow,8,9,9,8,9.50,4.67
Qantas,2010,Helm,8,8,8,8,9.00,4.58
Qantas,2010,Shield,7,7,9,7,7.17,3.65
Qantas,2010,Lore,8,8,8,8,9.00,4.58
Qantas,2010,Stewards,8,8,8,8,9.00,4.58
Qantas,2010,Craft,8,9,8,8,9.67,4.92
Qantas,2010,Hands,7,8,8,7,8.00,4.07
Qantas,2010,Archive,7,8,8,7,8.00,4.07
Qantas,2010,Flow,8,9,8,8,9.67,4.92
Qantas,2011,Helm,7,8,9,8,8.17,4.17
Qantas,2011,Shield,6,7,10,6,5.83,2.98
Qantas,2011,Lore,7,8,9,8,8.17,4.17
Qantas,2011,Stewards,7,8,9,8,8.17,4.17
Qantas,2011,Craft,8,9,9,8,9.17,4.68
Qantas,2011,Hands,6,7,9,6,6.50,3.32
Qantas,2011,Archive,6,7,9,6,6.50,3.32
Qantas,2011,Flow,7,8,9,8,8.17,4.17
Qantas,2012,Helm,7,8,8,8,8.50,4.33
Qantas,2012,Shield,7,7,9,7,7.17,3.66
Qantas,2012,Lore,8,8,8,8,9.00,4.59
Qantas,2012,Stewards,8,8,8,8,9.00,4.59
Qantas,2012,Craft,8,9,8,8,9.67,4.93
Qantas,2012,Hands,7,8,8,7,8.00,4.08
Qantas,2012,Archive,7,8,8,7,8.00,4.08
Qantas,2012,Flow,8,9,8,8,9.67,4.93
Qantas,2013,Helm,8,8,8,8,9.00,4.50
Qantas,2013,Shield,7,7,9,7,7.17,3.58
Qantas,2013,Lore,8,8,8,8,9.00,4.50
Qantas,2013,Stewards,8,8,8,8,9.00,4.50
Qantas,2013,Craft,8,9,8,9,10.00,5.00
Qantas,2013,Hands,7,8,8,7,8.00,4.00
Qantas,2013,Archive,7,8,8,7,8.00,4.00
Qantas,2013,Flow,8,9,8,9,10.00,5.00
Qantas,2014,Helm,8,9,9,8,9.17,4.53
Qantas,2014,Shield,7,8,10,7,7.17,3.54
Qantas,2014,Lore,8,9,9,8,9.17,4.53
Qantas,2014,Stewards,8,9,9,8,9.17,4.53
Qantas,2014,Craft,8,9,9,8,9.17,4.53
Qantas,2014,Hands,7,8,9,7,7.50,3.70
Qantas,2014,Archive,7,8,9,7,7.50,3.70
Qantas,2014,Flow,8,9,9,8,9.17,4.53
Qantas,2015,Helm,9,9,7,9,11.17,5.25
Qantas,2015,Shield,8,8,8,8,9.00,4.23
Qantas,2015,Lore,9,9,7,9,11.17,5.25
Qantas,2015,Stewards,9,9,7,9,11.17,5.25
Qantas,2015,Craft,9,10,7,9,11.50,5.41
Qantas,2015,Hands,8,9,7,8,10.17,4.78
Qantas,2015,Archive,8,9,7,8,10.17,4.78
Qantas,2015,Flow,9,10,7,9,11.50,5.41
Qantas,2016,Helm,9,9,6,9,11.50,5.34
Qantas,2016,Shield,8,8,7,8,9.17,4.26
Qantas,2016,Lore,9,9,6,9,11.50,5.34
Qantas,2016,Stewards,9,9,6,9,11.50,5.34
Qantas,2016,Craft,9,10,6,9,11.83,5.50
Qantas,2016,Hands,9,9,6,8,10.83,5.03
Qantas,2016,Archive,8,9,6,8,10.17,4.72
Qantas,2016,Flow,9,10,6,9,12.00,5.57
Company,Year,Node,C,K,S,A,Node_Value,Bond_Strength
Qantas,2016,Helm,9,9,6,9,11.50,5.34
Qantas,2016,Shield,8,8,7,8,9.17,4.26
Qantas,2016,Lore,9,9,6,9,11.50,5.34
Qantas,2016,Stewards,9,9,6,9,11.50,5.34
Qantas,2016,Craft,9,10,6,9,11.83,5.50
Qantas,2016,Hands,9,9,6,8,10.83,5.03
Qantas,2016,Archive,8,9,6,8,10.17,4.72
Qantas,2016,Flow,9,10,6,9,12.00,5.57
Qantas,2017,Helm,9,9,6,9,11.50,5.32
Qantas,2017,Shield,8,8,7,8,9.17,4.24
Qantas,2017,Lore,9,9,6,9,11.50,5.32
Qantas,2017,Stewards,9,9,6,9,11.50,5.32
Qantas,2017,Craft,9,10,6,9,11.83,5.47
Qantas,2017,Hands,9,9,6,8,10.83,5.01
Qantas,2017,Archive,8,9,6,8,10.17,4.70
Qantas,2017,Flow,9,10,6,9,12.00,5.55
Qantas,2018,Helm,9,9,6,9,11.50,5.30
Qantas,2018,Shield,8,8,7,8,9.17,4.23
Qantas,2018,Lore,9,9,6,9,11.50,5.30
Qantas,2018,Stewards,9,9,6,9,11.50,5.30
Qantas,2018,Craft,9,10,6,9,11.83,5.46
Qantas,2018,Hands,9,9,6,8,10.83,5.00
Qantas,2018,Archive,8,9,6,8,10.17,4.68
Qantas,2018,Flow,9,10,6,9,12.00,5.54
Qantas,2019,Helm,9,9,6,9,11.50,5.28
Qantas,2019,Shield,8,8,7,8,9.17,4.21
Qantas,2019,Lore,9,9,6,9,11.50,5.28
Qantas,2019,Stewards,9,9,6,9,11.50,5.28
Qantas,2019,Craft,9,10,6,9,11.83,5.43
