Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Roman Empire,40.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,40.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,45.0,Executive,6.0,7.0,0,7,20.0,13.2
Roman Empire,45.0,Army,9.0,8.0,-1,6,23.0,12.6
Roman Empire,45.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,45.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,45.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,45.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,45.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,45.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,50.0,Executive,5.5,6.5,1,7,19.0,12.6
Roman Empire,50.0,Army,9.0,8.0,0,6,23.0,12.0
Roman Empire,50.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,50.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,50.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,50.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,50.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,50.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,55.0,Executive,5.0,6.0,2,7,18.0,12.0
Roman Empire,55.0,Army,9.0,8.0,-1,6,23.0,12.0
Roman Empire,55.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,55.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,55.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,55.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,55.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,55.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,60.0,Executive,4.5,5.5,3,7,17.0,11.4
Roman Empire,60.0,Army,9.0,8.0,0,6,23.0,12.0
Roman Empire,60.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,60.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,60.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,60.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,60.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,60.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,65.0,Executive,4.0,5.0,4,7,16.0,10.8
Roman Empire,65.0,Army,9.0,8.0,1,6,23.0,11.4
Roman Empire,65.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,65.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,65.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,65.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,65.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,65.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,70.0,Executive,3.5,4.5,5,7,15.0,10.2
Roman Empire,70.0,Army,9.0,8.0,2,6,23.0,10.8
Roman Empire,70.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,70.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,70.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,70.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,70.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,70.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,75.0,Executive,3.0,4.0,6,7,14.0,9.6
Roman Empire,75.0,Army,9.0,8.0,3,6,23.0,10.2
Roman Empire,75.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,75.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,75.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,75.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,75.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,75.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,80.0,Executive,2.5,3.5,7,7,13.0,9.0
Roman Empire,80.0,Army,9.0,8.0,4,6,23.0,9.6
Roman Empire,80.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,80.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,80.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,80.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,80.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,80.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,85.0,Executive,2.0,3.0,8,7,12.0,8.4
Roman Empire,85.0,Army,9.0,8.0,5,6,23.0,9.0
Roman Empire,85.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,85.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,85.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,85.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,85.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,85.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,90.0,Executive,1.5,2.5,9,7,11.0,7.8
Roman Empire,90.0,Army,9.0,8.0,6,6,23.0,8.4
Roman Empire,90.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,90.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,90.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,90.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,90.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,90.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,95.0,Executive,1.0,2.0,10,7,10.0,7.2
Roman Empire,95.0,Army,9.0,8.0,7,6,23.0,7.8
Roman Empire,95.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,95.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,95.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,95.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,95.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,95.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,100.0,Executive,1.0,2.0,10,7,10.0,7.2
Roman Empire,100.0,Army,8.0,7.0,8,6,21.0,7.2
Roman Empire,100.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,100.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,100.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,100.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,100.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,100.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,105.0,Executive,1.0,2.0,10,7,10.0,7.2
Roman Empire,105.0,Army,7.0,6.0,9,6,19.0,6.6
Roman Empire,105.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,105.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,105.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,105.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,105.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,105.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,110.0,Executive,1.0,2.0,10,7,10.0,7.2
Roman Empire,110.0,Army,6.0,5.0,10,6,17.0,6.0
Roman Empire,110.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,110.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,110.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,110.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,110.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,110.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,115.0,Executive,1.0,2.0,10,6,9.0,6.6
Roman Empire,115.0,Army,5.0,4.0,10,5,14.0,5.4
Roman Empire,115.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,115.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,115.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,115.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,115.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,115.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,120.0,Executive,1.0,2.0,10,5,8.0,6.0
Roman Empire,120.0,Army,4.0,3.0,10,4,11.0,4.8
Roman Empire,120.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,120.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,120.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,120.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,120.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,120.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,125.0,Executive,1.0,2.0,10,4,7.0,5.4
Roman Empire,125.0,Army,3.0,2.0,10,3,8.0,4.2
Roman Empire,125.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,125.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,125.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,125.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,125.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,125.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,130.0,Executive,1.0,2.0,10,3,6.0,4.8
Roman Empire,130.0,Army,2.0,1.0,10,2,7.0,3.6
Roman Empire,130.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,130.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,130.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,130.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,130.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,130.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,135.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,135.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,135.0,Priests,6.0,5.0,-2,4,15.0,8.4
Roman Empire,135.0,Property,8.0,7.0,-3,5,19.5,12.0
Roman Empire,135.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,135.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,135.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,135.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,140.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,140.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,140.0,Priests,5.0,4.0,-1,4,14.0,7.8
Roman Empire,140.0,Property,7.0,6.0,-2,5,18.0,11.4
Roman Empire,140.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,140.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,140.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,140.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,145.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,145.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,145.0,Priests,4.0,3.0,0,4,13.0,7.2
Roman Empire,145.0,Property,6.0,5.0,-1,5,17.0,10.8
Roman Empire,145.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,145.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,145.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,145.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,150.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,150.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,150.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,150.0,Property,5.0,4.0,0,5,16.5,10.2
Roman Empire,150.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,150.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,150.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,150.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,155.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,155.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,155.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,155.0,Property,5.0,4.0,0,5,16.5,10.2
Roman Empire,155.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,155.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,155.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,155.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,160.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,160.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,160.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,160.0,Property,5.0,4.0,0,5,16.5,10.2
Roman Empire,160.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,160.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,160.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,160.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,165.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,165.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,165.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,165.0,Property,5.0,4.0,0,5,16.5,10.2
Roman Empire,165.0,Trades/Professions,7.0,6.0,-2,4,17.0,9.6
Roman Empire,165.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,165.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,165.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,170.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,170.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,170.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,170.0,Property,5.0,4.0,0,5,16.5,10.2
Roman Empire,170.0,Trades/Professions,6.0,5.0,-1,4,16.0,9.0
Roman Empire,170.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,170.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,170.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,175.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,175.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,175.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,175.0,Property,5.0,4.0,0,5,16.5,10.2
Roman Empire,175.0,Trades/Professions,5.0,4.0,0,4,15.0,8.4
Roman Empire,175.0,Proletariat,6.0,7.0,-1,3,17.5,8.4
Roman Empire,175.0,StateMemory,8.0,6.0,-3,5,18.5,10.8
Roman Empire,175.0,Shopkeepers/Merchants,7.0,6.0,-2,4,17.0,9.6
Roman Empire,180.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,180.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,180.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,180.0,Property,4.0,3.0,1,5,15.5,9.6
Roman Empire,180.0,Trades/Professions,4.0,3.0,1,4,14.0,7.8
Roman Empire,180.0,Proletariat,5.0,6.0,0,3,16.0,7.8
Roman Empire,180.0,StateMemory,7.0,5.0,-2,5,17.0,10.2
Roman Empire,180.0,Shopkeepers/Merchants,6.0,5.0,-1,4,16.0,9.0
Roman Empire,185.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,185.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,185.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,185.0,Property,3.0,3.0,1,5,14.5,9.0
Roman Empire,185.0,Trades/Professions,4.0,3.0,1,4,14.0,7.8
Roman Empire,185.0,Proletariat,4.0,5.0,0,3,14.5,7.2
Roman Empire,185.0,StateMemory,6.0,5.0,-2,5,16.0,9.6
Roman Empire,185.0,Shopkeepers/Merchants,5.0,4.0,0,4,15.0,8.4
Roman Empire,190.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,190.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,190.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,190.0,Property,3.0,3.0,1,5,14.5,9.0
Roman Empire,190.0,Trades/Professions,4.0,3.0,1,4,14.0,7.8
Roman Empire,190.0,Proletariat,3.0,4.0,0,3,13.0,6.6
Roman Empire,190.0,StateMemory,5.0,4.0,-1,5,15.0,9.0
Roman Empire,190.0,Shopkeepers/Merchants,4.0,4.0,0,4,14.0,7.8
Roman Empire,195.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,195.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,195.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,195.0,Property,3.0,3.0,1,5,14.5,9.0
Roman Empire,195.0,Trades/Professions,4.0,3.0,1,4,14.0,7.8
Roman Empire,195.0,Proletariat,2.0,3.0,0,3,12.5,6.0
Roman Empire,195.0,StateMemory,4.0,3.0,0,5,14.0,8.4
Roman Empire,195.0,Shopkeepers/Merchants,3.0,3.0,0,4,13.0,7.2
Roman Empire,200.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,200.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,200.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,200.0,Property,3.0,3.0,1,5,14.5,9.0
Roman Empire,200.0,Trades/Professions,3.0,2.0,1,4,13.0,7.2
Roman Empire,200.0,Proletariat,2.0,3.0,0,3,12.5,6.0
Roman Empire,200.0,StateMemory,4.0,3.0,0,5,14.0,8.4
Roman Empire,200.0,Shopkeepers/Merchants,3.0,3.0,0,4,13.0,7.2
Roman Empire,210.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,210.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,210.0,Priests,3.0,2.0,1,4,12.0,6.6
Roman Empire,210.0,Property,3.0,3.0,1,4,13.5,8.4
Roman Empire,210.0,Trades/Professions,3.0,2.0,1,3,12.0,6.6
Roman Empire,210.0,Proletariat,2.0,3.0,0,2,11.5,5.4
Roman Empire,210.0,StateMemory,4.0,3.0,0,4,13.0,7.8
Roman Empire,210.0,Shopkeepers/Merchants,3.0,3.0,0,3,12.0,6.6
Roman Empire,215.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,215.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,215.0,Priests,3.0,2.0,1,3,11.0,6.0
Roman Empire,215.0,Property,3.0,3.0,1,3,12.5,7.8
Roman Empire,215.0,Trades/Professions,3.0,2.0,1,2,11.0,6.0
Roman Empire,215.0,Proletariat,2.0,3.0,0,2,11.5,5.4
Roman Empire,215.0,StateMemory,4.0,3.0,0,3,12.0,7.2
Roman Empire,215.0,Shopkeepers/Merchants,3.0,3.0,0,2,11.0,6.0
Roman Empire,220.0,Executive,1.0,2.0,10,2,5.0,4.2
Roman Empire,220.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,220.0,Priests,3.0,2.0,1,2,10.0,5.4
Roman Empire,220.0,Property,2.0,2.0,2,3,12.0,7.2
Roman Empire,220.0,Trades/Professions,2.0,2.0,2,2,10.0,5.4
Roman Empire,220.0,Proletariat,2.0,3.0,0,1,10.5,4.8
Roman Empire,220.0,StateMemory,3.0,2.0,0,3,11.0,6.6
Roman Empire,220.0,Shopkeepers/Merchants,2.0,2.0,1,2,10.0,5.4
Roman Empire,225.0,Executive,1.0,2.0,10,1,4.0,3.6
Roman Empire,225.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,225.0,Priests,2.0,2.0,2,2,9.0,4.8
Roman Empire,225.0,Property,2.0,2.0,3,2,11.0,6.6
Roman Empire,225.0,Trades/Professions,2.0,2.0,2,1,9.0,4.8
Roman Empire,225.0,Proletariat,1.0,2.0,1,1,10.0,4.2
Roman Empire,225.0,StateMemory,2.0,2.0,1,2,9.0,6.0
Roman Empire,225.0,Shopkeepers/Merchants,2.0,2.0,1,1,9.0,4.8
Roman Empire,230.0,Executive,1.0,2.0,10,1,4.0,3.6
Roman Empire,230.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,230.0,Priests,2.0,2.0,2,1,8.0,4.2
Roman Empire,230.0,Property,2.0,2.0,3,1,10.0,6.0
Roman Empire,230.0,Trades/Professions,1.0,1.0,3,1,8.0,4.2
Roman Empire,230.0,Proletariat,1.0,2.0,2,1,9.5,3.6
Roman Empire,230.0,StateMemory,1.0,1.0,1,2,8.0,5.4
Roman Empire,230.0,Shopkeepers/Merchants,1.0,1.0,2,1,8.0,4.2
Roman Empire,235.0,Executive,1.0,2.0,10,1,4.0,3.6
Roman Empire,235.0,Army,1.0,1.0,10,1,6.0,3.0
Roman Empire,235.0,Priests,1.0,1.0,3,1,7.0,3.6
Roman Empire,235.0,Property,1.0,1.0,4,1,9.0,5.4
