General Theory of Social Complexity 

Foundational Variables

N_{4}(t) = A node

chi_{4} = Capacity-stress

sigma_{1} = Stress

a₁ = Abstraction

hat n_{1} > sigma_{2l} )

Adaptive Cycle

d/dt (r) = r(1 - Gamma/K) - h(a)

dr at: grow.growth. stress response, and capacity limits.

③ Capacity-Behavioural Patterns

1 Crisis Response Modes (fight/filght/freeze/

② Social Learning Dynamics/memory + abstraction)

③ Path Dependence & Biturcation (divergent evolution)

Unified Predictive Model

vartheta(t) = w_{1}*H + 1/E + w_{2}*A

Critical transitions:

(dV)/(dt) <0 1 P< mathcal V cnt

Unified Predictive Model

P(t) = H+w₁/+WA

Critical transitions:

Z * 5At <0 1 rho2 t Cnt .

Legitimacy and Integration

V*alpha*r_{1}*beta_{1} \ge

L(t) = β₁H(t) + 62/1 + Ba(t)

1 Legitimacy emerges from health. Into processing. and coherence.

Innovation-Integration Balance

1 Innovation bursts must align with system coherence

Legend

N 1(t) node

sigma_{1} . Coherence

K_{1} Capacity

sigma_{i} Stress

alpha_{1} Abstraction

σ Abstraction

Capacity-Stress Balance

② Emergent Behavioural Patterns

Adaptive Cycle

Legitimacy and integration

⑤ Innovation-Integration Balance Unified predictive model
Model was developed by user with AI collaboration in seven months.  Metrics and data collection protocols are validated. 
User asserts Sybond Hypothesis where soceities are  networked into cognitive distinct meta animals. 
Has data for 50 nations. 
Nation,Year,Node,Coherence,Capacity,Stress,Abstraction,Node Value,Bond Strength
Roman Empire,35,Property Owners,8,7,-3,5,19.5,12
Roman Empire,35,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,35,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,35,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,35,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,40,Executive,6.5,7.5,-1,7,21,13.8
Roman Empire,40,Army,9,8,-2,6,23,13.2
Roman Empire,40,Priests,6,5,-2,4,15,8.4
Roman Empire,40,Property Owners,8,7,-3,5,19.5,12
Roman Empire,40,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,40,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,40,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,40,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,45,Executive,6,7,0,7,20,13.2
Roman Empire,45,Army,9,8,-1,6,23,12.6
Roman Empire,45,Priests,6,5,-2,4,15,8.4
Roman Empire,45,Property Owners,8,7,-3,5,19.5,12
Roman Empire,45,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,45,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,45,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,45,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,50,Executive,5.5,6.5,1,7,19,12.6
Roman Empire,50,Army,9,8,0,6,23,12
Roman Empire,50,Priests,6,5,-2,4,15,8.4
Roman Empire,50,Property Owners,8,7,-3,5,19.5,12
Roman Empire,50,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,50,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,50,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,50,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,55,Executive,5,6,2,7,18,12
Roman Empire,55,Army,9,8,-1,6,23,12
Roman Empire,55,Priests,6,5,-2,4,15,8.4
Roman Empire,55,Property Owners,8,7,-3,5,19.5,12
Roman Empire,55,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,55,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,55,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,55,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,60,Executive,4.5,5.5,3,7,17,11.4
Roman Empire,60,Army,9,8,0,6,23,12
Roman Empire,60,Priests,6,5,-2,4,15,8.4
Roman Empire,60,Property Owners,8,7,-3,5,19.5,12
Roman Empire,60,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,60,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,60,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,60,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,65,Executive,4,5,4,7,16,10.8
Roman Empire,65,Army,9,8,1,6,23,11.4
Roman Empire,65,Priests,6,5,-2,4,15,8.4
Roman Empire,65,Property Owners,8,7,-3,5,19.5,12
Roman Empire,65,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,65,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,65,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,65,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,70,Executive,3.5,4.5,5,7,15,10.2
Roman Empire,70,Army,9,8,2,6,23,10.8
Roman Empire,70,Priests,6,5,-2,4,15,8.4
Roman Empire,70,Property Owners,8,7,-3,5,19.5,12
Roman Empire,70,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,70,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,70,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,70,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,75,Executive,3,4,6,7,14,9.6
Roman Empire,75,Army,9,8,3,6,23,10.2
Roman Empire,75,Priests,6,5,-2,4,15,8.4
Roman Empire,75,Property Owners,8,7,-3,5,19.5,12
Roman Empire,75,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,75,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,75,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,75,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,80,Executive,2.5,3.5,7,7,13,9
Roman Empire,80,Army,9,8,4,6,23,9.6
Roman Empire,80,Priests,6,5,-2,4,15,8.4
Roman Empire,80,Property Owners,8,7,-3,5,19.5,12
Roman Empire,80,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,80,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,80,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,80,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,85,Executive,2,3,8,7,12,8.4
Roman Empire,85,Army,9,8,5,6,23,9
Roman Empire,85,Priests,6,5,-2,4,15,8.4
Roman Empire,85,Property Owners,8,7,-3,5,19.5,12
Roman Empire,85,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,85,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,85,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,85,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,90,Executive,1.5,2.5,9,7,11,7.8
Roman Empire,90,Army,9,8,6,6,23,8.4
Roman Empire,90,Priests,6,5,-2,4,15,8.4
Roman Empire,90,Property Owners,8,7,-3,5,19.5,12
Roman Empire,90,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,90,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,90,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,90,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,95,Executive,1,2,10,7,10,7.2
Roman Empire,95,Army,9,8,7,6,23,7.8
Roman Empire,95,Priests,6,5,-2,4,15,8.4
Roman Empire,95,Property Owners,8,7,-3,5,19.5,12
Roman Empire,95,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,95,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,95,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,95,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,100,Executive,1,2,10,7,10,7.2
Roman Empire,100,Army,8,7,8,6,21,7.2
Roman Empire,100,Priests,6,5,-2,4,15,8.4
Roman Empire,100,Property Owners,8,7,-3,5,19.5,12
Roman Empire,100,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,100,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,100,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,100,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,105,Executive,1,2,10,7,10,7.2
Roman Empire,105,Army,7,6,9,6,19,6.6
Roman Empire,105,Priests,6,5,-2,4,15,8.4
Roman Empire,105,Property Owners,8,7,-3,5,19.5,12
Roman Empire,105,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,105,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,105,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,105,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,110,Executive,1,2,10,7,10,7.2
Roman Empire,110,Army,6,5,10,6,17,6
Roman Empire,110,Priests,6,5,-2,4,15,8.4
Roman Empire,110,Property Owners,8,7,-3,5,19.5,12
Roman Empire,110,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,110,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,110,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,110,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,115,Executive,1,2,10,6,9,6.6
Roman Empire,115,Army,5,4,10,5,14,5.4
Roman Empire,115,Priests,6,5,-2,4,15,8.4
Roman Empire,115,Property Owners,8,7,-3,5,19.5,12
Roman Empire,115,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,115,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,115,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,115,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,120,Executive,1,2,10,5,8,6
Roman Empire,120,Army,4,3,10,4,11,4.8
Roman Empire,120,Priests,6,5,-2,4,15,8.4
Roman Empire,120,Property Owners,8,7,-3,5,19.5,12
Roman Empire,120,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,120,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,120,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,120,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,125,Executive,1,2,10,4,7,5.4
Roman Empire,125,Army,3,2,10,3,8,4.2
Roman Empire,125,Priests,6,5,-2,4,15,8.4
Roman Empire,125,Property Owners,8,7,-3,5,19.5,12
Roman Empire,125,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,125,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,125,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,125,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,130,Executive,1,2,10,3,6,4.8
Roman Empire,130,Army,2,1,10,2,7,3.6
Roman Empire,130,Priests,6,5,-2,4,15,8.4
Roman Empire,130,Property Owners,8,7,-3,5,19.5,12
Roman Empire,130,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,130,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,130,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,130,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,135,Executive,1,2,10,2,5,4.2
Roman Empire,135,Army,1,1,10,1,6,3
Roman Empire,135,Priests,6,5,-2,4,15,8.4
Roman Empire,135,Property Owners,8,7,-3,5,19.5,12
Roman Empire,135,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,135,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,135,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,135,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,140,Executive,1,2,10,2,5,4.2
Roman Empire,140,Army,1,1,10,1,6,3
Roman Empire,140,Priests,5,4,-1,4,14,7.8
Roman Empire,140,Property Owners,7,6,-2,5,18,11.4
Roman Empire,140,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,140,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,140,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,140,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,145,Executive,1,2,10,2,5,4.2
Roman Empire,145,Army,1,1,10,1,6,3
Roman Empire,145,Priests,4,3,0,4,13,7.2
Roman Empire,145,Property Owners,6,5,-1,5,17,10.8
Roman Empire,145,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,145,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,145,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,145,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,150,Executive,1,2,10,2,5,4.2
Roman Empire,150,Army,1,1,10,1,6,3
Roman Empire,150,Priests,3,2,1,4,12,6.6
Roman Empire,150,Property Owners,5,4,0,5,16.5,10.2
Roman Empire,150,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,150,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,150,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,150,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,155,Executive,1,2,10,2,5,4.2
Roman Empire,155,Army,1,1,10,1,6,3
Roman Empire,155,Priests,3,2,1,4,12,6.6
Roman Empire,155,Property Owners,5,4,0,5,16.5,10.2
Roman Empire,155,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,155,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,155,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,155,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,160,Executive,1,2,10,2,5,4.2
Roman Empire,160,Army,1,1,10,1,6,3
Roman Empire,160,Priests,3,2,1,4,12,6.6
Roman Empire,160,Property Owners,5,4,0,5,16.5,10.2
Roman Empire,160,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,160,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,160,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,160,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,165,Executive,1,2,10,2,5,4.2
Roman Empire,165,Army,1,1,10,1,6,3
Roman Empire,165,Priests,3,2,1,4,12,6.6
Roman Empire,165,Property Owners,5,4,0,5,16.5,10.2
Roman Empire,165,Trades/Professions,7,6,-2,4,17,9.6
Roman Empire,165,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,165,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,165,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,170,Executive,1,2,10,2,5,4.2
Roman Empire,170,Army,1,1,10,1,6,3
Roman Empire,170,Priests,3,2,1,4,12,6.6
Roman Empire,170,Property Owners,5,4,0,5,16.5,10.2
Roman Empire,170,Trades/Professions,6,5,-1,4,16,9
Roman Empire,170,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,170,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,170,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,175,Executive,1,2,10,2,5,4.2
Roman Empire,175,Army,1,1,10,1,6,3
Roman Empire,175,Priests,3,2,1,4,12,6.6
Roman Empire,175,Property Owners,5,4,0,5,16.5,10.2
Roman Empire,175,Trades/Professions,5,4,0,4,15,8.4
Roman Empire,175,Proletariat,6,7,-1,3,17.5,8.4
Roman Empire,175,State Memory,8,6,-3,5,18.5,10.8
Roman Empire,175,Shopkeepers/Merchants,7,6,-2,4,17,9.6
Roman Empire,180,Executive,1,2,10,2,5,4.2
Roman Empire,180,Army,1,1,10,1,6,3
Roman Empire,180,Priests,3,2,1,4,12,6.6
Roman Empire,180,Property Owners,4,3,1,5,15.5,9.6
Roman Empire,180,Trades/Professions,4,3,1,4,14,7.8
Roman Empire,180,Proletariat,5,6,0,3,16,7.8
Roman Empire,180,State Memory,7,5,-2,5,17,10.2
Roman Empire,180,Shopkeepers/Merchants,6,5,-1,4,16,9
Roman Empire,185,Executive,1,2,10,2,5,4.2
Roman Empire,185,Army,1,1,10,1,6,3
Roman Empire,185,Priests,3,2,1,4,12,6.6
Roman Empire,185,Property Owners,3,3,1,5,14.5,9
Roman Empire,185,Trades/Professions,4,3,1,4,14,7.8
Roman Empire,185,Proletariat,4,5,0,3,14.5,7.2
Roman Empire,185,State Memory,6,5,-2,5,16,9.6
Roman Empire,185,Shopkeepers/Merchants,5,4,0,4,15,8.4
Roman Empire,190,Executive,1,2,10,2,5,4.2
Roman Empire,190,Army,1,1,10,1,6,3
Roman Empire,190,Priests,3,2,1,4,12,6.6
Roman Empire,190,Property Owners,3,3,1,5,14.5,9
Roman Empire,190,Trades/Professions,4,3,1,4,14,7.8
Roman Empire,190,Proletariat,3,4,0,3,13,6.6
Roman Empire,190,State Memory,5,4,-1,5,15,9
Roman Empire,190,Shopkeepers/Merchants,4,4,0,4,14,7.8
Roman Empire,195,Executive,1,2,10,2,5,4.2
Roman Empire,195,Army,1,1,10,1,6,3
Roman Empire,195,Priests,3,2,1,4,12,6.6
Roman Empire,195,Property Owners,3,3,1,5,14.5,9
Roman Empire,195,Trades/Professions,4,3,1,4,14,7.8
Roman Empire,195,Proletariat,2,3,0,3,12.5,6
Roman Empire,195,State Memory,4,3,0,5,14,8.4
Roman Empire,195,Shopkeepers/Merchants,3,3,0,4,13,7.2
Roman Empire,200,Executive,1,2,10,2,5,4.2
Roman Empire,200,Army,1,1,10,1,6,3
Roman Empire,200,Priests,3,2,1,4,12,6.6
Roman Empire,200,Property Owners,3,3,1,5,14.5,9
Roman Empire,200,Trades/Professions,3,2,1,4,13,7.2
Roman Empire,200,Proletariat,2,3,0,3,12.5,6
Roman Empire,200,State Memory,4,3,0,5,14,8.4
Roman Empire,200,Shopkeepers/Merchants,3,3,0,4,13,7.2
Roman Empire,210,Executive,1,2,10,2,5,4.2
Roman Empire,210,Army,1,1,10,1,6,3
Roman Empire,210,Priests,3,2,1,4,12,6.6
Roman Empire,210,Property Owners,3,3,1,4,13.5,8.4
Roman Empire,210,Trades/Professions,3,2,1,3,12,6.6
Roman Empire,210,Proletariat,2,3,0,2,11.5,5.4
Roman Empire,210,State Memory,4,3,0,4,13,7.8
Roman Empire,210,Shopkeepers/Merchants,3,3,0,3,12,6.6
Roman Empire,215,Executive,1,2,10,2,5,4.2
Roman Empire,215,Army,1,1,10,1,6,3
Roman Empire,215,Priests,3,2,1,3,11,6
Roman Empire,215,Property Owners,3,3,1,3,12.5,7.8
Roman Empire,215,Trades/Professions,3,2,1,2,11,6
Roman Empire,215,Proletariat,2,3,0,2,11.5,5.4
Roman Empire,215,State Memory,4,3,0,3,12,7.2
Roman Empire,215,Shopkeepers/Merchants,3,3,0,2,11,6
Roman Empire,220,Executive,1,2,10,2,5,4.2
Roman Empire,220,Army,1,1,10,1,6,3
Roman Empire,220,Priests,3,2,1,2,10,5.4
Roman Empire,220,Property Owners,2,2,2,3,12,7.2
Roman Empire,220,Trades/Professions,2,2,2,2,10,5.4
Roman Empire,220,Proletariat,2,3,0,1,10.5,4.8
Roman Empire,220,State Memory,3,2,0,3,11,6.6
Roman Empire,220,Shopkeepers/Merchants,2,2,1,2,10,5.4
Roman Empire,225,Executive,1,2,10,1,4,3.6
Roman Empire,225,Army,1,1,10,1,6,3
Roman Empire,225,Priests,2,2,2,2,9,4.8
Roman Empire,225,Property Owners,2,2,3,2,11,6.6
Roman Empire,225,Trades/Professions,2,2,2,1,9,4.8
Roman Empire,225,Proletariat,1,2,1,1,10,4.2
Roman Empire,225,State Memory,2,2,1,2,9,6
Roman Empire,225,Shopkeepers/Merchants,2,2,1,1,9,4.8
Roman Empire,230,Executive,1,2,10,1,4,3.6
Roman Empire,230,Army,1,1,10,1,6,3
Roman Empire,230,Priests,2,2,2,1,8,4.2
Roman Empire,230,Property Owners,2,2,3,1,10,6
Roman Empire,230,Trades/Professions,1,1,3,1,8,4.2
Roman Empire,230,Proletariat,1,2,2,1,9.5,3.6
Roman Empire,230,State Memory,1,1,1,2,8,5.4
Roman Empire,230,Shopkeepers/Merchants,1,1,2,1,8,4.2
Roman Empire,235,Executive,1,2,10,1,4,3.6
Roman Empire,235,Army,1,1,10,1,6,3
Roman Empire,235,Priests,1,1,3,1,7,3.6
Roman Empire,235,Property Owners,1,1,4,1,9,5.4
Roman Empire,235,Trades/Professions,1,1,3,1,8,4.2
Roman Empire,235,Proletariat,1,2,2,1,9.5,3.6
Roman Empire,235,State Memory,1,1,2,1,7,4.8
Roman Empire,235,Shopkeepers/Merchants,1,1,3,1,7,3.6
Roman Empire,240,Executive,1,2,10,1,4,3.6
Roman Empire,240,Army,1,1,10,1,6,3
Roman Empire,240,Priests,1,1,3,1,7,3.6
Roman Empire,240,Property Owners,1,1,5,1,8,4.8
Roman Empire,240,Trades/Professions,1,1,4,1,7,3.6
Roman Empire,240,Proletariat,1,1,3,1,8,3
Roman Empire,240,State Memory,1,1,2,1,7,4.8
Roman Empire,240,Shopkeepers/Merchants,1,1,3,1,7,3.6
Roman Empire,245,Executive,1,2,10,1,4,3.6
Roman Empire,245,Army,1,1,10,1,6,3
Roman Empire,245,Priests,1,1,3,1,7,3.6
Roman Empire,245,Property Owners,1,1,6,1,7,4.2
Roman Empire,245,Trades/Professions,1,1,5,1,6,3
Roman Empire,245,Proletariat,1,1,4,1,6.5,2.4
Roman Empire,245,State Memory,1,1,3,1,6,4.2
Roman Empire,245,Shopkeepers/Merchants,1,1,4,1,6,3
Roman Empire,250,Executive,1,2,10,1,4,3.6
Roman Empire,250,Army,1,1,10,1,6,3
Roman Empire,250,Priests,1,1,3,1,7,3.6
Roman Empire,250,Property Owners,1,1,6,1,7,4.2
Roman Empire,250,Trades/Professions,1,1,5,1,6,3
Roman Empire,250,Proletariat,1,1,4,1,6.5,2.4
Roman Empire,250,State Memory,1,1,3,1,6,4.2
Roman Empire,250,Shopkeepers/Merchants,1,1,4,1,6,3
Roman Empire,255,Executive,1,2,10,1,4,3.6
Roman Empire,255,Army,1,1,10,1,6,3
Roman Empire,255,Priests,1,1,3,1,7,3.6
Roman Empire,255,Property Owners,1,1,6,1,7,4.2
Roman Empire,255,Trades/Professions,1,1,5,1,6,3
Roman Empire,255,Proletariat,1,1,4,1,6.5,2.4
Roman Empire,255,State Memory,1,1,3,1,6,4.2
Roman Empire,255,Shopkeepers/Merchants,1,1,4,1,6,3
Roman Empire,260,Executive,1,2,10,1,4,3.6
Roman Empire,260,Army,1,1,10,1,6,3
Roman Empire,260,Priests,1,1,3,1,7,3.6
Roman Empire,260,Property Owners,1,1,6,1,7,4.2
Roman Empire,260,Trades/Professions,1,1,5,1,6,3
Roman Empire,260,Proletariat,1,1,4,1,6.5,2.4
Roman Empire,260,State Memory,1,1,3,1,6,4.2
Roman Empire,260,Shopkeepers/Merchants,1,1,4,1,6,3
