Society,Year,Node,Formalism,Node_Value,Bond_Strength
Argentina,1959,Archive,JUNO-1.0,7.5,0.2319
Argentina,1959,Flow,JUNO-1.0,5.9,0.2102
Argentina,1960,Helm,JUNO-1.0,7.5,0.25
Argentina,1960,Shield,JUNO-1.0,7.5,0.25
Argentina,1960,Lore,JUNO-1.0,7.5,0.25
Argentina,1960,Stewards,JUNO-1.0,7.5,0.25
Argentina,1960,Craft,JUNO-1.0,7.5,0.25
Argentina,1960,Hands,JUNO-1.0,7.5,0.25
Argentina,1960,Archive,JUNO-1.0,7.5,0.25
Argentina,1960,Flow,JUNO-1.0,7.5,0.25
Argentina,1961,Helm,JUNO-1.0,7.5,0.25
Argentina,1961,Shield,JUNO-1.0,7.5,0.25
Argentina,1961,Lore,JUNO-1.0,7.5,0.25
Argentina,1961,Stewards,JUNO-1.0,7.5,0.25
Argentina,1961,Craft,JUNO-1.0,7.5,0.25
Argentina,1961,Hands,JUNO-1.0,7.5,0.25
Argentina,1961,Archive,JUNO-1.0,7.5,0.25
Argentina,1961,Flow,JUNO-1.0,7.5,0.25
Argentina,1962,Helm,JUNO-1.0,-0.9,0.1167
Argentina,1962,Shield,JUNO-1.0,5.0,0.1565
Argentina,1962,Lore,JUNO-1.0,3.4,0.151
Argentina,1962,Stewards,JUNO-1.0,3.2,0.1493
Argentina,1962,Craft,JUNO-1.0,4.0,0.1564
Argentina,1962,Hands,JUNO-1.0,3.6,0.1528
Argentina,1962,Archive,JUNO-1.0,3.0,0.1475
Argentina,1962,Flow,JUNO-1.0,0.1,0.1241
Argentina,1963,Helm,JUNO-1.0,5.0,0.2043
Argentina,1963,Shield,JUNO-1.0,6.0,0.2172
Argentina,1963,Lore,JUNO-1.0,7.5,0.2389
Argentina,1963,Stewards,JUNO-1.0,7.2,0.2348
Argentina,1963,Craft,JUNO-1.0,7.5,0.2389
Argentina,1963,Hands,JUNO-1.0,7.5,0.2389
Argentina,1963,Archive,JUNO-1.0,7.5,0.2389
Argentina,1963,Flow,JUNO-1.0,7.2,0.2348
Argentina,1964,Helm,JUNO-1.0,7.5,0.25
Argentina,1964,Shield,JUNO-1.0,7.5,0.25
Argentina,1964,Lore,JUNO-1.0,7.5,0.25
Argentina,1964,Stewards,JUNO-1.0,7.5,0.25
Argentina,1964,Craft,JUNO-1.0,7.5,0.25
Argentina,1964,Hands,JUNO-1.0,7.5,0.25
Argentina,1964,Archive,JUNO-1.0,7.5,0.25
Argentina,1964,Flow,JUNO-1.0,7.5,0.25
Argentina,1965,Helm,JUNO-1.0,7.5,0.25
Argentina,1965,Shield,JUNO-1.0,7.5,0.25
Argentina,1965,Lore,JUNO-1.0,7.5,0.25
Argentina,1965,Stewards,JUNO-1.0,7.5,0.25
Argentina,1965,Craft,JUNO-1.0,7.5,0.25
Argentina,1965,Hands,JUNO-1.0,7.5,0.25
Argentina,1965,Archive,JUNO-1.0,7.5,0.25
Argentina,1965,Flow,JUNO-1.0,7.5,0.25
Argentina,1966,Helm,JUNO-1.0,3.2,0.1848
Argentina,1966,Shield,JUNO-1.0,9.5,0.2405
Argentina,1966,Lore,JUNO-1.0,4.8,0.1964
Argentina,1966,Stewards,JUNO-1.0,7.5,0.2294
Argentina,1966,Craft,JUNO-1.0,7.5,0.2294
Argentina,1966,Hands,JUNO-1.0,4.0,0.1964
Argentina,1966,Archive,JUNO-1.0,6.1,0.213
Argentina,1966,Flow,JUNO-1.0,7.5,0.2294
Argentina,1967,Helm,JUNO-1.0,6.1,0.2295
Argentina,1967,Shield,JUNO-1.0,9.5,0.2612
Argentina,1967,Lore,JUNO-1.0,7.5,0.2489
Argentina,1967,Stewards,JUNO-1.0,7.5,0.2489
Argentina,1967,Craft,JUNO-1.0,7.5,0.2489
Argentina,1967,Hands,JUNO-1.0,7.5,0.2489
Argentina,1967,Archive,JUNO-1.0,7.5,0.2489
Argentina,1967,Flow,JUNO-1.0,7.5,0.2489
Argentina,1968,Helm,JUNO-1.0,5.1,0.2088
Argentina,1968,Shield,JUNO-1.0,9.5,0.2518
Argentina,1968,Lore,JUNO-1.0,7.5,0.2401
Argentina,1968,Stewards,JUNO-1.0,7.5,0.2401
Argentina,1968,Craft,JUNO-1.0,7.5,0.2401
Argentina,1968,Hands,JUNO-1.0,4.4,0.2064
Argentina,1968,Archive,JUNO-1.0,7.5,0.2401
Argentina,1968,Flow,JUNO-1.0,7.1,0.2344
Argentina,1969,Helm,JUNO-1.0,3.2,0.1681
Argentina,1969,Shield,JUNO-1.0,7.7,0.1982
Argentina,1969,Lore,JUNO-1.0,4.8,0.1785
Argentina,1969,Stewards,JUNO-1.0,5.4,0.1837
Argentina,1969,Craft,JUNO-1.0,6.5,0.1962
Argentina,1969,Hands,JUNO-1.0,3.0,0.1681
Argentina,1969,Archive,JUNO-1.0,4.8,0.1785
Argentina,1969,Flow,JUNO-1.0,5.3,0.1822
Argentina,1970,Helm,JUNO-1.0,3.0,0.1621
Argentina,1970,Shield,JUNO-1.0,5.9,0.1826
Argentina,1970,Lore,JUNO-1.0,3.8,0.1701
Argentina,1970,Stewards,JUNO-1.0,3.6,0.1661
Argentina,1970,Craft,JUNO-1.0,5.9,0.1831
Argentina,1970,Hands,JUNO-1.0,3.0,0.1621
Argentina,1970,Archive,JUNO-1.0,4.0,0.1721
Argentina,1970,Flow,JUNO-1.0,3.6,0.1661
Argentina,1971,Helm,JUNO-1.0,2.4,0.1521
Argentina,1971,Shield,JUNO-1.0,5.7,0.1757
Argentina,1971,Lore,JUNO-1.0,3.6,0.1636
Argentina,1971,Stewards,JUNO-1.0,3.4,0.1617
Argentina,1971,Craft,JUNO-1.0,4.9,0.1678
Argentina,1971,Hands,JUNO-1.0,3.0,0.1579
Argentina,1971,Archive,JUNO-1.0,3.6,0.1636
Argentina,1971,Flow,JUNO-1.0,3.2,0.1598
Argentina,1972,Helm,JUNO-1.0,-0.2,0.1154
Argentina,1972,Shield,JUNO-1.0,5.0,0.1483
Argentina,1972,Lore,JUNO-1.0,3.0,0.1398
Argentina,1972,Stewards,JUNO-1.0,1.8,0.1271
Argentina,1972,Craft,JUNO-1.0,3.0,0.1398
Argentina,1972,Hands,JUNO-1.0,-0.3,0.1163
Argentina,1972,Archive,JUNO-1.0,3.0,0.1398
Argentina,1972,Flow,JUNO-1.0,1.4,0.1256
Argentina,1973,Helm,JUNO-1.0,6.5,0.2259
Argentina,1973,Shield,JUNO-1.0,3.2,0.1928
Argentina,1973,Lore,JUNO-1.0,7.5,0.2397
Argentina,1973,Stewards,JUNO-1.0,7.5,0.2397
Argentina,1973,Craft,JUNO-1.0,7.5,0.2397
Argentina,1973,Hands,JUNO-1.0,7.5,0.2397
Argentina,1973,Archive,JUNO-1.0,7.5,0.2397
Argentina,1973,Flow,JUNO-1.0,7.5,0.2397
Argentina,1974,Helm,JUNO-1.0,3.2,0.1621
Argentina,1974,Shield,JUNO-1.0,3.8,0.1621
Argentina,1974,Lore,JUNO-1.0,4.0,0.166
Argentina,1974,Stewards,JUNO-1.0,4.8,0.1721
Argentina,1974,Craft,JUNO-1.0,5.7,0.1806
Argentina,1974,Hands,JUNO-1.0,5.4,0.1771
Argentina,1974,Archive,JUNO-1.0,4.8,0.1721
Argentina,1974,Flow,JUNO-1.0,4.8,0.1721
Argentina,1975,Helm,JUNO-1.0,-1.7,0.0907
Argentina,1975,Shield,JUNO-1.0,-0.1,0.0994
Argentina,1975,Lore,JUNO-1.0,-0.3,0.1005
Argentina,1975,Stewards,JUNO-1.0,0.1,0.1005
Argentina,1975,Craft,JUNO-1.0,3.0,0.1203
Argentina,1975,Hands,JUNO-1.0,-0.3,0.1005
Argentina,1975,Archive,JUNO-1.0,-0.3,0.1005
Argentina,1975,Flow,JUNO-1.0,-0.3,0.1005
Argentina,1976,Helm,JUNO-1.0,2.5,0.1235
Argentina,1976,Shield,JUNO-1.0,8.0,0.1528
Argentina,1976,Lore,JUNO-1.0,-0.3,0.1141
Argentina,1976,Stewards,JUNO-1.0,5.0,0.1453
Argentina,1976,Craft,JUNO-1.0,4.0,0.137
Argentina,1976,Hands,JUNO-1.0,-3.0,0.0895
Argentina,1976,Archive,JUNO-1.0,-0.5,0.1141
Argentina,1976,Flow,JUNO-1.0,3.0,0.137
Argentina,1977,Helm,JUNO-1.0,5.0,0.1542
Argentina,1977,Shield,JUNO-1.0,10.5,0.1843
Argentina,1977,Lore,JUNO-1.0,-1.3,0.111
Argentina,1977,Stewards,JUNO-1.0,6.0,0.1634
Argentina,1977,Craft,JUNO-1.0,4.0,0.1454
Argentina,1977,Hands,JUNO-1.0,-3.0,0.0946
Argentina,1977,Archive,JUNO-1.0,-0.5,0.1208
Argentina,1977,Flow,JUNO-1.0,3.0,0.1454
Argentina,1978,Helm,JUNO-1.0,6.5,0.1893
Argentina,1978,Shield,JUNO-1.0,10.5,0.2068
Argentina,1978,Lore,JUNO-1.0,0.5,0.143
Argentina,1978,Stewards,JUNO-1.0,6.5,0.1893
Argentina,1978,Craft,JUNO-1.0,6.5,0.1893
Argentina,1978,Hands,JUNO-1.0,-2.6,0.1077
Argentina,1978,Archive,JUNO-1.0,0.7,0.143
Argentina,1978,Flow,JUNO-1.0,6.5,0.1893
Argentina,1979,Helm,JUNO-1.0,6.9,0.1981
Argentina,1979,Shield,JUNO-1.0,11.5,0.2293
Argentina,1979,Lore,JUNO-1.0,1.5,0.1494
Argentina,1979,Stewards,JUNO-1.0,8.1,0.2075
Argentina,1979,Craft,JUNO-1.0,6.5,0.1981
Argentina,1979,Hands,JUNO-1.0,-2.0,0.1168
Argentina,1979,Archive,JUNO-1.0,3.5,0.1721
Argentina,1979,Flow,JUNO-1.0,6.5,0.1981
Argentina,1980,Helm,JUNO-1.0,7.3,0.1987
Argentina,1980,Shield,JUNO-1.0,11.5,0.23
Argentina,1980,Lore,JUNO-1.0,1.3,0.1498
Argentina,1980,Stewards,JUNO-1.0,8.3,0.2106
Argentina,1980,Craft,JUNO-1.0,6.5,0.1987
Argentina,1980,Hands,JUNO-1.0,-0.5,0.1408
Argentina,1980,Archive,JUNO-1.0,4.0,0.1807
Argentina,1980,Flow,JUNO-1.0,4.0,0.1701
Argentina,1981,Helm,JUNO-1.0,3.6,0.1462
Argentina,1981,Shield,JUNO-1.0,9.5,0.178
Argentina,1981,Lore,JUNO-1.0,1.5,0.1291
Argentina,1981,Stewards,JUNO-1.0,3.6,0.1462
Argentina,1981,Craft,JUNO-1.0,4.0,0.1462
Argentina,1981,Hands,JUNO-1.0,-0.5,0.1215
Argentina,1981,Archive,JUNO-1.0,3.0,0.1462
Argentina,1981,Flow,JUNO-1.0,0.5,0.1215
Argentina,1982,Helm,JUNO-1.0,-1.6,0.0922
Argentina,1982,Shield,JUNO-1.0,5.0,0.1208
Argentina,1982,Lore,JUNO-1.0,3.0,0.1208
Argentina,1982,Stewards,JUNO-1.0,-0.3,0.1009
Argentina,1982,Craft,JUNO-1.0,0.5,0.1009
Argentina,1982,Hands,JUNO-1.0,-0.5,0.1009
Argentina,1982,Archive,JUNO-1.0,-0.3,0.1009
Argentina,1982,Flow,JUNO-1.0,-3.0,0.0795
Argentina,1983,Helm,JUNO-1.0,6.5,0.2055
Argentina,1983,Shield,JUNO-1.0,3.2,0.1758
Argentina,1983,Lore,JUNO-1.0,7.5,0.2179
Argentina,1983,Stewards,JUNO-1.0,4.4,0.1868
Argentina,1983,Craft,JUNO-1.0,6.8,0.2093
Argentina,1983,Hands,JUNO-1.0,4.0,0.1868
Argentina,1983,Archive,JUNO-1.0,6.5,0.2055
Argentina,1983,Flow,JUNO-1.0,4.0,0.1868
Argentina,1984,Helm,JUNO-1.0,10.0,0.2738
Argentina,1984,Shield,JUNO-1.0,5.0,0.2164
Argentina,1984,Lore,JUNO-1.0,11.0,0.2902
Argentina,1984,Stewards,JUNO-1.0,6.0,0.23
Argentina,1984,Craft,JUNO-1.0,7.5,0.2534
Argentina,1984,Hands,JUNO-1.0,7.5,0.2534
Argentina,1984,Archive,JUNO-1.0,10.0,0.2738
Argentina,1984,Flow,JUNO-1.0,7.5,0.2534
Argentina,1985,Helm,JUNO-1.0,10.0,0.2651
Argentina,1985,Shield,JUNO-1.0,5.0,0.2097
Argentina,1985,Lore,JUNO-1.0,11.0,0.2808
Argentina,1985,Stewards,JUNO-1.0,5.8,0.2202
Argentina,1985,Craft,JUNO-1.0,7.5,0.2454
Argentina,1985,Hands,JUNO-1.0,7.0,0.2383
Argentina,1985,Archive,JUNO-1.0,10.0,0.2651
Argentina,1985,Flow,JUNO-1.0,4.6,0.2072
Argentina,1986,Helm,JUNO-1.0,10.0,0.279
Argentina,1986,Shield,JUNO-1.0,5.8,0.2314
Argentina,1986,Lore,JUNO-1.0,11.0,0.2957
Argentina,1986,Stewards,JUNO-1.0,7.2,0.2536
Argentina,1986,Craft,JUNO-1.0,7.5,0.2581
Argentina,1986,Hands,JUNO-1.0,7.5,0.2581
Argentina,1986,Archive,JUNO-1.0,10.0,0.279
Argentina,1986,Flow,JUNO-1.0,7.5,0.2581
Argentina,1987,Helm,JUNO-1.0,6.5,0.2101
Argentina,1987,Shield,JUNO-1.0,4.0,0.1796
Argentina,1987,Lore,JUNO-1.0,7.7,0.2228
Argentina,1987,Stewards,JUNO-1.0,5.4,0.1955
Argentina,1987,Craft,JUNO-1.0,7.5,0.2228
Argentina,1987,Hands,JUNO-1.0,4.2,0.1909
Argentina,1987,Archive,JUNO-1.0,7.7,0.2228
Argentina,1987,Flow,JUNO-1.0,5.0,0.1909
Argentina,1988,Helm,JUNO-1.0,3.4,0.1487
Argentina,1988,Shield,JUNO-1.0,4.0,0.1487
Argentina,1988,Lore,JUNO-1.0,5.1,0.1609
Argentina,1988,Stewards,JUNO-1.0,1.5,0.1313
Argentina,1988,Craft,JUNO-1.0,5.0,0.1577
Argentina,1988,Hands,JUNO-1.0,1.5,0.1313
Argentina,1988,Archive,JUNO-1.0,5.3,0.1609
Argentina,1988,Flow,JUNO-1.0,1.5,0.1313
Argentina,1989,Helm,JUNO-1.0,-3.0,0.0693
Argentina,1989,Shield,JUNO-1.0,2.4,0.1
Argentina,1989,Lore,JUNO-1.0,1.5,0.0928
Argentina,1989,Stewards,JUNO-1.0,-3.0,0.0693
Argentina,1989,Craft,JUNO-1.0,0.5,0.0876
Argentina,1989,Hands,JUNO-1.0,-3.0,0.0693
Argentina,1989,Archive,JUNO-1.0,0.7,0.0928
Argentina,1989,Flow,JUNO-1.0,-6.0,0.0555
Argentina,1990,Helm,JUNO-1.0,4.0,0.1564
Argentina,1990,Shield,JUNO-1.0,5.0,0.166
Argentina,1990,Lore,JUNO-1.0,5.0,0.166
Argentina,1990,Stewards,JUNO-1.0,5.0,0.166
Argentina,1990,Craft,JUNO-1.0,5.0,0.166
Argentina,1990,Hands,JUNO-1.0,1.5,0.138
Argentina,1990,Archive,JUNO-1.0,5.0,0.166
Argentina,1990,Flow,JUNO-1.0,4.0,0.1564
Argentina,1991,Helm,JUNO-1.0,8.5,0.2425
Argentina,1991,Shield,JUNO-1.0,6.0,0.2202
Argentina,1991,Lore,JUNO-1.0,7.5,0.2425
Argentina,1991,Stewards,JUNO-1.0,8.5,0.2425
Argentina,1991,Craft,JUNO-1.0,8.5,0.2425
Argentina,1991,Hands,JUNO-1.0,6.0,0.2202
Argentina,1991,Archive,JUNO-1.0,7.5,0.2425
Argentina,1991,Flow,JUNO-1.0,8.5,0.2425
Argentina,1992,Helm,JUNO-1.0,9.0,0.252
Argentina,1992,Shield,JUNO-1.0,6.0,0.2215
Argentina,1992,Lore,JUNO-1.0,7.5,0.2439
Argentina,1992,Stewards,JUNO-1.0,8.5,0.2439
Argentina,1992,Craft,JUNO-1.0,8.5,0.2439
Argentina,1992,Hands,JUNO-1.0,6.0,0.2215
Argentina,1992,Archive,JUNO-1.0,7.5,0.2439
Argentina,1992,Flow,JUNO-1.0,8.5,0.2439
Argentina,1993,Helm,JUNO-1.0,9.4,0.2827
Argentina,1993,Shield,JUNO-1.0,7.5,0.2684
Argentina,1993,Lore,JUNO-1.0,7.5,0.2684
Argentina,1993,Stewards,JUNO-1.0,9.5,0.2849
Argentina,1993,Craft,JUNO-1.0,11.0,0.3078
Argentina,1993,Hands,JUNO-1.0,8.5,0.2849
Argentina,1993,Archive,JUNO-1.0,7.5,0.2684
Argentina,1993,Flow,JUNO-1.0,10.5,0.2989
Argentina,1994,Helm,JUNO-1.0,9.0,0.2766
Argentina,1994,Shield,JUNO-1.0,7.5,0.2675
Argentina,1994,Lore,JUNO-1.0,7.5,0.2675
Argentina,1994,Stewards,JUNO-1.0,9.5,0.284
Argentina,1994,Craft,JUNO-1.0,11.0,0.3068
Argentina,1994,Hands,JUNO-1.0,8.5,0.284
Argentina,1994,Archive,JUNO-1.0,7.5,0.2675
Argentina,1994,Flow,JUNO-1.0,10.5,0.298
Argentina,1995,Helm,JUNO-1.0,10.0,0.2912
Argentina,1995,Shield,JUNO-1.0,7.5,0.2692
Argentina,1995,Lore,JUNO-1.0,7.5,0.2692
Argentina,1995,Stewards,JUNO-1.0,10.5,0.2999
Argentina,1995,Craft,JUNO-1.0,11.0,0.3088
Argentina,1995,Hands,JUNO-1.0,7.5,0.2692
Argentina,1995,Archive,JUNO-1.0,7.5,0.2692
Argentina,1995,Flow,JUNO-1.0,10.5,0.2999
Argentina,1996,Helm,JUNO-1.0,11.0,0.3121
Argentina,1996,Shield,JUNO-1.0,7.5,0.272
Argentina,1996,Lore,JUNO-1.0,7.5,0.272
Argentina,1996,Stewards,JUNO-1.0,10.5,0.3031
Argentina,1996,Craft,JUNO-1.0,11.0,0.3121
Argentina,1996,Hands,JUNO-1.0,7.5,0.272
Argentina,1996,Archive,JUNO-1.0,7.5,0.272
Argentina,1996,Flow,JUNO-1.0,10.5,0.3031
Argentina,1997,Helm,JUNO-1.0,11.0,0.3181
Argentina,1997,Shield,JUNO-1.0,7.5,0.2772
Argentina,1997,Lore,JUNO-1.0,8.7,0.2943
Argentina,1997,Stewards,JUNO-1.0,10.5,0.3089
Argentina,1997,Craft,JUNO-1.0,11.0,0.3181
Argentina,1997,Hands,JUNO-1.0,7.5,0.2772
Argentina,1997,Archive,JUNO-1.0,8.5,0.2943
Argentina,1997,Flow,JUNO-1.0,10.5,0.3089
Argentina,1998,Helm,JUNO-1.0,9.0,0.2663
Argentina,1998,Shield,JUNO-1.0,7.5,0.2576
Argentina,1998,Lore,JUNO-1.0,7.7,0.2576
Argentina,1998,Stewards,JUNO-1.0,8.5,0.2576
Argentina,1998,Craft,JUNO-1.0,11.0,0.2952
Argentina,1998,Hands,JUNO-1.0,7.5,0.2576
Argentina,1998,Archive,JUNO-1.0,7.5,0.2576
Argentina,1998,Flow,JUNO-1.0,7.7,0.2576
Argentina,1999,Helm,JUNO-1.0,5.3,0.2005
Argentina,1999,Shield,JUNO-1.0,7.5,0.2274
Argentina,1999,Lore,JUNO-1.0,7.5,0.2274
Argentina,1999,Stewards,JUNO-1.0,5.0,0.1947
Argentina,1999,Craft,JUNO-1.0,7.7,0.2274
Argentina,1999,Hands,JUNO-1.0,5.0,0.1947
Argentina,1999,Archive,JUNO-1.0,7.5,0.2274
Argentina,1999,Flow,JUNO-1.0,5.0,0.1947
Argentina,2000,Helm,JUNO-1.0,2.0,0.1398
Argentina,2000,Shield,JUNO-1.0,6.5,0.1744
Argentina,2000,Lore,JUNO-1.0,3.8,0.1534
Argentina,2000,Stewards,JUNO-1.0,1.8,0.136
Argentina,2000,Craft,JUNO-1.0,5.0,0.1589
Argentina,2000,Hands,JUNO-1.0,1.5,0.1323
Argentina,2000,Archive,JUNO-1.0,4.0,0.1589
Argentina,2000,Flow,JUNO-1.0,1.5,0.1323
Argentina,2001,Helm,JUNO-1.0,-3.0,0.0688
Argentina,2001,Shield,JUNO-1.0,4.0,0.1034
Argentina,2001,Lore,JUNO-1.0,0.9,0.0889
Argentina,2001,Stewards,JUNO-1.0,-3.0,0.0688
Argentina,2001,Craft,JUNO-1.0,0.5,0.0869
Argentina,2001,Hands,JUNO-1.0,-3.0,0.0688
Argentina,2001,Archive,JUNO-1.0,-0.5,0.0869
Argentina,2001,Flow,JUNO-1.0,-6.0,0.0551
Argentina,2002,Helm,JUNO-1.0,0.5,0.0996
Argentina,2002,Shield,JUNO-1.0,4.0,0.1191
Argentina,2002,Lore,JUNO-1.0,0.9,0.102
Argentina,2002,Stewards,JUNO-1.0,-0.5,0.0996
Argentina,2002,Craft,JUNO-1.0,1.5,0.1056
Argentina,2002,Hands,JUNO-1.0,-2.0,0.0834
Argentina,2002,Archive,JUNO-1.0,1.5,0.1056
Argentina,2002,Flow,JUNO-1.0,-2.0,0.0834
Argentina,2003,Helm,JUNO-1.0,6.5,0.1909
Argentina,2003,Shield,JUNO-1.0,5.0,0.1737
Argentina,2003,Lore,JUNO-1.0,5.0,0.1737
Argentina,2003,Stewards,JUNO-1.0,5.0,0.1737
Argentina,2003,Craft,JUNO-1.0,5.0,0.1737
Argentina,2003,Hands,JUNO-1.0,2.5,0.1533
Argentina,2003,Archive,JUNO-1.0,5.0,0.1737
Argentina,2003,Flow,JUNO-1.0,4.0,0.1737
Argentina,2004,Helm,JUNO-1.0,8.5,0.2403
Argentina,2004,Shield,JUNO-1.0,5.0,0.2055
Argentina,2004,Lore,JUNO-1.0,7.5,0.2403
Argentina,2004,Stewards,JUNO-1.0,7.5,0.2403
Argentina,2004,Craft,JUNO-1.0,7.5,0.2403
Argentina,2004,Hands,JUNO-1.0,5.0,0.2183
Argentina,2004,Archive,JUNO-1.0,7.5,0.2403
Argentina,2004,Flow,JUNO-1.0,7.5,0.2403
Argentina,2005,Helm,JUNO-1.0,9.5,0.2606
Argentina,2005,Shield,JUNO-1.0,6.0,0.2255
Argentina,2005,Lore,JUNO-1.0,7.5,0.2483
Argentina,2005,Stewards,JUNO-1.0,8.1,0.2483
Argentina,2005,Craft,JUNO-1.0,8.5,0.2483
Argentina,2005,Hands,JUNO-1.0,7.5,0.2483
Argentina,2005,Archive,JUNO-1.0,7.5,0.2483
Argentina,2005,Flow,JUNO-1.0,8.5,0.2483
Argentina,2006,Helm,JUNO-1.0,9.5,0.2606
Argentina,2006,Shield,JUNO-1.0,6.0,0.2255
Argentina,2006,Lore,JUNO-1.0,7.7,0.2483
Argentina,2006,Stewards,JUNO-1.0,8.5,0.2483
Argentina,2006,Craft,JUNO-1.0,8.5,0.2483
Argentina,2006,Hands,JUNO-1.0,7.5,0.2483
Argentina,2006,Archive,JUNO-1.0,7.5,0.2483
Argentina,2006,Flow,JUNO-1.0,8.5,0.2483
Argentina,2007,Helm,JUNO-1.0,10.3,0.2863
Argentina,2007,Shield,JUNO-1.0,6.0,0.2361
Argentina,2007,Lore,JUNO-1.0,7.5,0.2602
Argentina,2007,Stewards,JUNO-1.0,9.5,0.2761
Argentina,2007,Craft,JUNO-1.0,9.3,0.2729
Argentina,2007,Hands,JUNO-1.0,8.5,0.2761
Argentina,2007,Archive,JUNO-1.0,7.5,0.2602
Argentina,2007,Flow,JUNO-1.0,9.5,0.2761
