Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Eritrea,2004,Stewards,0.55,0.84,0.89,0.55,4.0,-1.0,3.0
Eritrea,2004,Craft,0.89,0.55,0.71,0.45,5.0,-2.0,3.0
Eritrea,2004,Hands,0.84,0.45,0.71,0.55,2.5,4.0,6.5
Eritrea,2004,Archive,0.71,0.45,0.45,0.0,3.0,-4.5,-1.5
Eritrea,2004,Flow,0.89,0.55,0.55,0.84,3.5,-2.0,1.5
Eritrea,2005,Helm,0.55,0.45,0.45,0.45,1.5,7.5,9.0
Eritrea,2005,Shield,0.84,0.0,0.55,0.84,4.0,6.0,10.0
Eritrea,2005,Lore,0.84,0.84,0.55,0.45,4.0,3.0,7.0
Eritrea,2005,Stewards,0.84,0.84,0.45,0.45,5.0,-2.0,3.0
Eritrea,2005,Craft,0.45,0.84,0.89,0.71,2.5,-1.5,1.0
Eritrea,2005,Hands,0.45,0.84,0.84,0.45,3.0,4.0,7.0
Eritrea,2005,Archive,1.0,0.84,0.55,0.0,4.0,-4.5,-0.5
Eritrea,2005,Flow,0.45,0.89,0.71,0.84,3.0,-0.5,2.5
Eritrea,2006,Helm,0.45,0.55,0.45,0.71,2.0,6.5,8.5
Eritrea,2006,Shield,0.71,0.55,0.45,0.0,3.0,6.5,9.5
Eritrea,2006,Lore,0.71,0.71,0.89,0.0,4.0,2.0,6.0
Eritrea,2006,Stewards,0.0,0.71,0.55,0.55,2.0,0.0,2.0
Eritrea,2006,Craft,0.45,0.84,0.84,0.71,4.0,-2.0,2.0
Eritrea,2006,Hands,0.0,0.55,1.0,0.45,3.0,4.0,7.0
Eritrea,2006,Archive,0.89,0.55,0.71,0.55,1.0,-3.5,-2.5
Eritrea,2006,Flow,0.84,0.45,0.55,0.45,2.0,1.0,3.0
Eritrea,2007,Helm,0.71,0.55,1.3,0.84,4.0,7.0,11.0
Eritrea,2007,Shield,1.0,0.45,0.55,0.0,3.0,5.5,8.5
Eritrea,2007,Lore,0.55,0.55,0.55,0.71,1.5,4.0,5.5
Eritrea,2007,Stewards,0.71,0.55,0.71,0.55,4.5,-1.5,3.0
Eritrea,2007,Craft,0.55,0.0,0.55,0.0,2.0,-1.0,1.0
Eritrea,2007,Hands,0.89,0.45,1.1,0.71,3.0,3.5,6.5
Eritrea,2007,Archive,0.55,0.0,0.55,0.0,1.0,-3.5,-2.5
Eritrea,2007,Flow,1.0,0.84,0.45,0.89,4.0,-0.5,3.5
Eritrea,2008,Helm,0.45,0.0,0.45,0.71,1.0,6.5,7.5
Eritrea,2008,Shield,0.84,0.55,0.55,0.89,3.0,7.0,10.0
Eritrea,2008,Lore,0.84,0.55,0.55,0.84,2.0,3.5,5.5
Eritrea,2008,Stewards,0.84,0.55,0.45,1.0,3.5,-1.0,2.5
Eritrea,2008,Craft,0.45,0.55,0.45,1.3,3.0,-1.5,1.5
Eritrea,2008,Hands,0.55,0.89,0.45,0.55,2.0,4.0,6.0
Eritrea,2008,Archive,0.71,0.71,0.89,0.45,3.0,-3.5,-0.5
Eritrea,2008,Flow,0.71,0.45,0.55,0.45,2.5,-0.5,2.0
Eritrea,2009,Helm,1.1,0.89,1.0,1.34,3.0,3.5,6.5
Eritrea,2009,Shield,0.84,0.71,0.55,0.84,3.5,8.5,12.0
Eritrea,2009,Lore,0.55,0.84,0.84,1.3,2.5,2.5,5.0
Eritrea,2009,Stewards,0.89,0.89,0.71,1.3,5.5,-2.5,3.0
Eritrea,2009,Craft,0.89,0.84,0.84,0.55,4.5,-2.0,2.5
Eritrea,2009,Hands,0.84,1.14,0.45,1.14,2.0,4.5,6.5
Eritrea,2009,Archive,1.14,1.22,1.64,0.89,5.0,-5.5,-0.5
Eritrea,2009,Flow,0.84,0.89,0.84,0.71,2.5,-4.0,-1.5
Eritrea,2010,Helm,0.55,0.89,0.71,0.84,2.5,4.0,6.5
Eritrea,2010,Shield,0.0,0.71,0.89,0.71,3.0,5.5,8.5
Eritrea,2010,Lore,0.84,0.71,0.55,0.84,1.5,3.0,4.5
Eritrea,2010,Stewards,1.22,0.55,0.55,0.71,2.5,-0.5,2.0
Eritrea,2010,Craft,0.89,0.71,0.45,0.45,3.5,0.0,3.5
Eritrea,2010,Hands,0.84,0.45,0.84,0.84,4.0,1.5,5.5
Eritrea,2010,Archive,0.89,0.55,0.71,0.45,4.5,-5.5,-1.0
Eritrea,2010,Flow,0.71,0.71,0.45,0.55,2.5,-4.0,-1.5
Eritrea,2011,Helm,0.89,0.55,1.0,0.55,2.5,4.0,6.5
Eritrea,2011,Shield,0.71,0.89,0.55,0.89,2.5,5.5,8.0
Eritrea,2011,Lore,0.45,0.55,0.0,0.45,2.0,4.0,6.0
Eritrea,2011,Stewards,0.71,0.0,0.45,0.45,2.0,-1.0,1.0
Eritrea,2011,Craft,0.45,0.45,1.14,0.71,3.0,-1.0,2.0
Eritrea,2011,Hands,0.71,0.45,0.84,0.45,4.5,1.5,6.0
Eritrea,2011,Archive,0.45,0.84,0.55,0.55,2.5,-4.5,-2.0
Eritrea,2011,Flow,0.84,0.71,0.71,0.45,3.0,-4.5,-1.5
Eritrea,2012,Helm,0.45,0.55,1.1,0.45,3.0,4.0,7.0
Eritrea,2012,Shield,0.45,0.45,1.14,0.71,3.0,6.0,9.0
Eritrea,2012,Lore,0.45,0.55,0.45,0.89,1.5,4.0,5.5
Eritrea,2012,Stewards,1.0,0.84,0.71,0.45,2.0,-1.0,1.0
Eritrea,2012,Craft,0.0,0.55,0.89,0.89,2.5,-1.0,1.5
Eritrea,2012,Hands,0.89,0.55,0.71,0.0,4.0,3.0,7.0
Eritrea,2012,Archive,0.71,0.71,0.45,0.45,1.5,-4.0,-2.5
Eritrea,2012,Flow,0.45,0.71,0.45,0.0,3.0,-3.5,-0.5
Eritrea,2013,Helm,0.84,1.1,0.55,0.45,4.0,3.0,7.0
Eritrea,2013,Shield,1.0,0.84,0.55,0.71,4.0,5.5,9.5
Eritrea,2013,Lore,1.0,0.71,0.55,0.0,3.0,3.0,6.0
Eritrea,2013,Stewards,0.55,0.84,0.45,0.45,1.5,0.0,1.5
Eritrea,2013,Craft,0.45,0.89,0.45,0.55,3.5,-1.0,2.5
Eritrea,2013,Hands,0.45,0.45,1.14,0.45,3.0,3.0,6.0
Eritrea,2013,Archive,0.89,0.55,0.45,0.45,3.0,-4.5,-1.5
Eritrea,2013,Flow,0.55,0.55,0.45,0.45,2.0,-4.5,-2.5
Eritrea,2014,Helm,0.0,0.89,0.84,0.0,3.0,3.0,6.0
Eritrea,2014,Shield,0.89,0.45,1.3,0.55,5.0,3.0,8.0
Eritrea,2014,Lore,0.71,0.55,0.45,0.45,1.5,2.5,4.0
Eritrea,2014,Stewards,0.89,0.71,0.84,0.45,4.0,-2.0,2.0
Eritrea,2014,Craft,0.45,0.71,0.89,0.55,3.0,-0.5,2.5
Eritrea,2014,Hands,0.45,0.71,0.45,0.45,0.5,4.0,4.5
Eritrea,2014,Archive,0.45,0.55,0.84,0.45,2.5,-4.5,-2.0
Eritrea,2014,Flow,0.55,0.55,1.1,0.0,3.0,-4.5,-1.5
Eritrea,2015,Helm,0.55,0.55,0.45,0.84,1.5,3.5,5.0
Eritrea,2015,Shield,0.89,0.84,0.71,0.45,3.5,6.5,10.0
Eritrea,2015,Lore,0.84,0.71,0.71,0.0,4.0,3.0,7.0
Eritrea,2015,Stewards,0.0,0.55,0.84,0.0,3.0,-1.0,2.0
Eritrea,2015,Craft,0.45,0.45,0.71,0.89,3.0,-1.5,1.5
Eritrea,2015,Hands,0.71,0.45,0.55,0.84,2.5,2.5,5.0
Eritrea,2015,Archive,0.45,0.0,0.45,0.45,1.5,-4.5,-3.0
Eritrea,2015,Flow,0.0,0.55,0.45,0.55,1.5,-2.5,-1.0
Eritrea,2016,Helm,0.55,0.55,0.45,0.89,2.0,3.5,5.5
Eritrea,2016,Shield,0.55,0.45,0.55,0.0,2.0,7.5,9.5
Eritrea,2016,Lore,0.0,0.55,0.55,0.55,2.0,3.0,5.0
Eritrea,2016,Stewards,0.45,0.71,0.89,0.55,2.5,-1.5,1.0
Eritrea,2016,Craft,0.84,0.84,0.55,0.0,3.0,-1.0,2.0
Eritrea,2016,Hands,0.84,0.84,0.45,0.84,4.0,2.0,6.0
Eritrea,2016,Archive,0.45,0.71,0.45,0.45,3.0,-4.5,-1.5
Eritrea,2016,Flow,0.84,0.89,0.55,0.0,4.0,-5.5,-1.5
Eritrea,2017,Helm,0.55,0.84,0.71,0.0,3.0,3.0,6.0
Eritrea,2017,Shield,0.45,0.71,0.84,0.71,3.0,5.5,8.5
Eritrea,2017,Lore,1.1,0.0,0.84,1.0,6.0,0.5,6.5
Eritrea,2017,Stewards,0.71,0.84,0.55,0.45,2.0,-2.0,0.0
Eritrea,2017,Craft,0.45,0.84,0.55,0.84,2.5,-2.5,0.0
Eritrea,2017,Hands,0.84,0.89,0.84,0.71,3.0,2.5,5.5
Eritrea,2017,Archive,0.45,0.55,0.84,0.0,2.0,-4.5,-2.5
Eritrea,2017,Flow,0.0,0.84,0.84,0.45,3.5,-4.5,-1.0
Eritrea,2018,Helm,0.84,0.89,1.22,1.22,3.5,8.5,12.0
Eritrea,2018,Shield,0.89,0.55,1.1,0.89,2.5,7.5,10.0
Eritrea,2018,Lore,1.22,1.52,1.1,0.71,7.5,0.5,8.0
Eritrea,2018,Stewards,0.45,1.14,0.84,0.89,4.5,0.0,4.5
Eritrea,2018,Craft,0.89,1.1,0.84,1.1,5.0,2.5,7.5
Eritrea,2018,Hands,1.14,0.71,1.0,1.0,4.0,3.5,7.5
Eritrea,2018,Archive,0.55,0.84,1.41,0.84,7.0,-4.5,2.5
Eritrea,2018,Flow,0.89,1.14,1.0,0.55,2.5,2.0,4.5
Eritrea,2019,Helm,1.1,1.3,1.41,0.55,6.0,6.0,12.0
Eritrea,2019,Shield,0.71,1.22,0.55,0.71,1.0,8.5,9.5
Eritrea,2019,Lore,0.84,1.1,0.0,0.89,4.0,6.0,10.0
Eritrea,2019,Stewards,0.84,1.1,1.0,1.0,4.0,0.5,4.5
Eritrea,2019,Craft,1.3,0.0,2.17,0.89,6.0,0.5,6.5
Eritrea,2019,Hands,1.14,0.71,0.84,1.3,3.0,5.0,8.0
Eritrea,2019,Archive,1.0,1.0,0.71,0.84,2.5,-1.5,1.0
Eritrea,2019,Flow,1.48,0.55,0.84,0.84,5.0,1.5,6.5
Eritrea,2020,Helm,0.84,0.71,1.3,0.45,3.5,5.0,8.5
Eritrea,2020,Shield,0.84,1.34,1.41,1.0,4.0,6.5,10.5
Eritrea,2020,Lore,0.89,1.82,1.14,0.55,2.5,0.5,3.0
Eritrea,2020,Stewards,0.89,1.3,1.1,0.84,6.0,-4.0,2.0
Eritrea,2020,Craft,0.89,1.3,1.14,1.22,5.5,-1.5,4.0
Eritrea,2020,Hands,1.14,0.84,0.45,0.89,5.0,3.0,8.0
Eritrea,2020,Archive,0.55,0.84,0.55,0.84,3.0,-5.5,-2.5
Eritrea,2020,Flow,0.55,0.84,0.84,0.0,5.0,-5.5,-0.5
Eritrea,2021,Helm,1.14,0.84,1.1,0.84,3.5,4.5,8.0
Eritrea,2021,Shield,1.52,0.89,0.84,0.89,6.5,2.0,8.5
Eritrea,2021,Lore,1.3,1.0,0.84,0.89,3.0,2.5,5.5
Eritrea,2021,Stewards,0.89,0.89,0.55,1.14,2.5,-2.5,0.0
Eritrea,2021,Craft,0.84,0.45,0.55,1.1,2.0,-2.0,0.0
Eritrea,2021,Hands,1.1,1.22,1.0,0.84,3.5,2.0,5.5
Eritrea,2021,Archive,0.84,1.1,0.84,0.89,4.5,-6.0,-1.5
Eritrea,2021,Flow,0.84,0.55,1.14,0.0,4.0,-4.5,-0.5
Eritrea,2022,Helm,0.89,1.3,0.45,0.84,3.5,4.0,7.5
Eritrea,2022,Shield,1.3,0.89,0.84,0.84,6.0,4.5,10.5
Eritrea,2022,Lore,1.48,0.55,0.0,0.55,4.5,1.5,6.0
Eritrea,2022,Stewards,0.45,0.89,0.84,0.84,3.5,-1.0,2.5
Eritrea,2022,Craft,0.71,0.89,0.55,0.89,4.0,-1.0,3.0
Eritrea,2022,Hands,1.34,0.55,0.84,1.3,4.0,1.5,5.5
Eritrea,2022,Archive,0.84,0.84,0.45,0.89,4.0,-4.5,-0.5
Eritrea,2022,Flow,0.55,1.1,0.55,0.0,2.0,-3.5,-1.5
Eritrea,2023,Helm,0.89,1.48,0.45,0.89,6.5,3.0,9.5
Eritrea,2023,Shield,1.92,1.14,1.0,0.89,6.0,4.5,10.5
Eritrea,2023,Lore,1.14,0.89,1.0,1.0,4.0,2.5,6.5
Eritrea,2023,Stewards,1.64,0.55,0.89,1.1,5.0,-2.5,2.5
Eritrea,2023,Craft,0.84,1.22,0.84,1.0,5.5,-4.0,1.5
Eritrea,2023,Hands,1.1,0.55,0.89,0.84,5.5,2.5,8.0
Eritrea,2023,Archive,1.3,0.89,1.34,0.84,7.0,-6.5,0.5
Eritrea,2023,Flow,1.3,0.55,1.41,0.71,5.0,-2.0,3.0
Eritrea,2024,Helm,0.45,0.45,0.84,0.84,3.0,3.5,6.5
Eritrea,2024,Shield,0.0,0.84,0.55,0.71,2.5,6.5,9.0
Eritrea,2024,Lore,0.55,0.45,0.45,0.55,1.5,3.0,4.5
Eritrea,2024,Stewards,0.45,0.45,0.71,0.0,2.0,0.0,2.0
Eritrea,2024,Craft,0.55,0.0,0.55,0.55,2.5,-1.0,1.5
Eritrea,2024,Hands,0.45,0.55,0.71,0.89,2.0,5.0,7.0
Eritrea,2024,Archive,0.71,0.89,0.55,0.89,3.0,-3.5,-0.5
Eritrea,2024,Flow,0.84,0.0,0.55,0.55,1.0,0.5,1.5
Eritrea,2025,Helm,0.71,0.89,0.71,0.84,5.0,3.5,8.5
Eritrea,2025,Shield,0.89,0.45,0.55,0.84,3.5,3.5,7.0
Eritrea,2025,Lore,0.55,0.71,0.55,0.55,2.5,3.0,5.5
Eritrea,2025,Stewards,0.84,0.45,0.55,0.89,3.0,-0.5,2.5
Eritrea,2025,Craft,0.55,0.71,0.45,0.89,3.0,-1.5,1.5
Eritrea,2025,Hands,0.71,0.0,0.55,0.55,2.5,4.5,7.0
Eritrea,2025,Archive,0.84,0.45,0.84,0.55,2.5,-3.5,-1.0
Eritrea,2025,Flow,0.45,0.71,0.71,0.55,4.5,-1.5,3.0
Eritrea,2026,Helm,0.71,0.89,0.71,0.84,2.5,4.0,6.5
Eritrea,2026,Shield,0.45,0.55,1.1,0.71,3.0,6.0,9.0
Eritrea,2026,Lore,0.45,0.45,0.45,0.45,2.0,2.5,4.5
Eritrea,2026,Stewards,0.55,0.45,0.84,0.71,3.5,0.5,4.0
Eritrea,2026,Craft,1.0,0.71,0.45,1.0,3.5,-1.5,2.0
Eritrea,2026,Hands,0.55,0.71,0.84,0.55,1.5,3.5,5.0
Eritrea,2026,Archive,1.1,0.0,0.84,0.0,3.0,-3.5,-0.5
Eritrea,2026,Flow,1.1,0.45,0.55,0.55,2.0,-1.0,1.0
