Society,Year,Rupture_Incoming,Is_Rupture_Year,Mean_S,Mean_K,SK_Ratio,Mean_NodeValue,Mean_BondStrength,Archive_V,Archive_S,Helm_V,Reactivity_Ratio,Cog_Gap,B_t_canonical,B_i_mean,N_v2,Cd_v2,T_v2,F_Deficit,P_i,Rupture_Deficit
Afghanistan,1936,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1937,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1938,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1939,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1940,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1941,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1942,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1943,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1944,0,0,5.75,3.75,1.533,4.0,0.1783,6.5,5.0,4.0,1.173,4.267,0.1783005323797948,0.1783005323797948,0.0,0.0093314109585834,0.17450666895726,1.0,-24.875,0
Afghanistan,1945,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.2388536488346403,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1946,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.1910829190677123,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1947,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.1433121893007842,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1948,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0955414595338561,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1949,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.047770729766928,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1950,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1951,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1952,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1953,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1954,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1955,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1956,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1957,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1958,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1959,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1960,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1961,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1962,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1963,0,0,5.75,4.75,1.211,5.938,0.2047,8.5,5.0,6.0,1.173,3.9,0.2047315064717759,0.2047315064717759,0.0,0.3429160546651779,0.1629830069121237,0.5,-12.0,0
Afghanistan,1964,0,0,4.75,4.75,1.0,6.938,0.2352,9.5,4.0,7.0,1.212,3.9,0.2351747447001937,0.2351747447001937,0.4553575637393997,0.154245256671057,0.2436271120878663,0.25,7.875,0
Afghanistan,1965,0,0,4.75,4.75,1.0,6.938,0.2352,9.5,4.0,7.0,1.212,3.9,0.2351747447001937,0.2351747447001937,0.3642860509915198,0.154245256671057,0.2436271120878663,0.25,7.875,0
Afghanistan,1966,0,0,4.75,4.75,1.0,6.938,0.2352,9.5,4.0,7.0,1.212,3.9,0.2351747447001937,0.2351747447001937,0.2732145382436398,0.154245256671057,0.2436271120878663,0.25,7.875,0
Afghanistan,1967,0,0,4.75,4.75,1.0,6.938,0.2352,9.5,4.0,7.0,1.212,3.9,0.2351747447001937,0.2351747447001937,0.1821430254957599,0.154245256671057,0.2436271120878663,0.25,7.875,0
Afghanistan,1968,0,0,4.75,4.75,1.0,6.938,0.2352,9.5,4.0,7.0,1.212,3.9,0.2351747447001937,0.2351747447001937,0.0910715127478799,0.154245256671057,0.2436271120878663,0.25,7.875,0
Afghanistan,1969,0,0,4.75,5.625,0.844,8.812,0.2665,11.5,4.0,9.0,1.212,3.7,0.2665217471296445,0.2665217471296445,0.4366341108135108,0.1130802375447486,0.291581386194334,0.125,29.0,0
Afghanistan,1970,1,0,4.75,5.625,0.844,8.812,0.2665,11.5,4.0,9.0,1.212,3.7,0.2665217471296445,0.2665217471296445,0.3493072886508086,0.1130802375447486,0.291581386194334,0.125,29.0,0
Afghanistan,1971,1,0,4.75,5.625,0.844,8.812,0.2665,11.5,4.0,9.0,1.212,3.7,0.2665217471296445,0.2665217471296445,0.2619804664881064,0.1130802375447486,0.291581386194334,0.125,29.0,1
Afghanistan,1972,1,0,4.75,5.625,0.844,8.812,0.2665,11.5,4.0,9.0,1.212,3.7,0.2665217471296445,0.2665217471296445,0.1746536443254043,0.1130802375447486,0.291581386194334,0.125,29.0,1
Afghanistan,1973,0,1,4.75,5.625,0.844,8.812,0.2665,11.5,4.0,9.0,1.212,3.7,0.2665217471296445,0.2665217471296445,0.0873268221627021,0.1130802375447486,0.291581386194334,0.125,29.0,1
Afghanistan,1974,0,0,5.75,4.5,1.278,5.5,0.1989,8.5,5.0,6.0,1.173,4.533,0.1988768919671878,0.1988768919671878,0.4609423063678232,0.2317070162505864,0.170705328695224,0.625,-15.625,0
Afghanistan,1975,1,0,5.75,4.5,1.278,5.5,0.1989,8.5,5.0,6.0,1.173,4.533,0.1988768919671878,0.1988768919671878,0.3687538450942585,0.2317070162505864,0.170705328695224,0.625,-15.625,0
Afghanistan,1976,1,0,5.75,4.5,1.278,5.5,0.1989,8.5,5.0,6.0,1.173,4.533,0.1988768919671878,0.1988768919671878,0.2765653838206939,0.2317070162505864,0.170705328695224,0.625,-15.625,1
Afghanistan,1977,1,0,6.75,3.625,1.862,2.625,0.1493,5.5,6.0,3.0,1.146,4.733,0.1492745285458961,0.1492745285458961,0.2449680567185209,0.0051156996747226,0.1520279978752542,1.0,-39.75,1
Afghanistan,1978,0,1,7.75,2.625,2.952,-0.25,0.1114,2.5,7.0,0.0,1.126,4.933,0.1114202288479233,0.1114202288479233,0.3951241103695275,0.026992634139305,0.1223403211080821,1.0,-54.5,1
Afghanistan,1979,0,0,7.75,2.625,2.952,-0.25,0.1114,2.5,7.0,0.0,1.126,4.933,0.1114202288479233,0.1114202288479233,0.3329529251692537,0.026992634139305,0.1223403211080821,1.0,-54.5,0
Afghanistan,1980,0,0,7.75,2.625,2.952,-0.25,0.1114,2.5,7.0,0.0,1.126,4.933,0.1114202288479233,0.1114202288479233,0.240927654041542,0.026992634139305,0.1223403211080821,1.0,-54.5,0
Afghanistan,1981,0,0,7.75,2.625,2.952,-0.25,0.1114,2.5,7.0,0.0,1.126,4.933,0.1114202288479233,0.1114202288479233,0.1495355494963467,0.026992634139305,0.1223403211080821,1.0,-54.5,0
Afghanistan,1982,0,0,8.75,2.125,4.118,-2.375,0.0851,-0.5,8.0,-1.0,1.111,4.733,0.0851112560866885,0.0851112560866885,0.3179510592401469,0.0575233513861896,0.0996544524169173,1.0,-58.0,0
Afghanistan,1983,0,0,8.75,2.125,4.118,-2.375,0.0851,-0.5,8.0,-1.0,1.111,4.733,0.0851112560866885,0.0851112560866885,0.2237284152565932,0.0575233513861896,0.0996544524169173,1.0,-58.0,0
Afghanistan,1984,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.1937441214369531,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1985,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.1582312672885533,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1986,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.1276126571372015,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1987,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.1062090087186718,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1988,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0531045043593359,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1989,1,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1990,1,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,1
Afghanistan,1991,1,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,1
Afghanistan,1992,0,1,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,1
Afghanistan,1993,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1994,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1995,0,0,8.0,2.625,3.048,-0.75,0.103,1.5,7.0,0.0,1.216,5.733,0.1030054178063452,0.1030054178063452,0.0,0.0326495599745501,0.1166205752182681,1.0,-51.0,0
Afghanistan,1996,0,0,8.875,1.75,5.071,-3.375,0.0756,-1.5,8.0,-3.0,1.151,4.733,0.0755558102301444,0.0755558102301444,0.2043895117892137,0.0569870124650538,0.0885206366870954,1.0,-49.375,0
Afghanistan,1997,0,0,8.875,1.75,5.071,-3.375,0.0756,-1.5,8.0,-3.0,1.151,4.733,0.0755558102301444,0.0755558102301444,0.1635116094313709,0.0569870124650538,0.0885206366870954,1.0,-49.375,0
Afghanistan,1998,1,0,8.875,1.75,5.071,-3.375,0.0756,-1.5,8.0,-3.0,1.151,4.733,0.0755558102301444,0.0755558102301444,0.1226337070735282,0.0569870124650538,0.0885206366870954,1.0,-49.375,0
Afghanistan,1999,1,0,8.875,1.75,5.071,-3.375,0.0756,-1.5,8.0,-3.0,1.151,4.733,0.0755558102301444,0.0755558102301444,0.0817558047156854,0.0569870124650538,0.0885206366870954,1.0,-49.375,1
Afghanistan,2000,1,0,8.875,1.75,5.071,-3.375,0.0756,-1.5,8.0,-3.0,1.151,4.733,0.0755558102301444,0.0755558102301444,0.0408779023578427,0.0569870124650538,0.0885206366870954,1.0,-49.375,1
Afghanistan,2001,0,1,9.625,1.125,8.556,-5.375,0.0585,-4.5,9.0,-6.0,1.064,2.067,0.0585149463611264,0.0585149463611264,0.2033590038426682,0.0519134214470958,0.0647924339011684,1.0,-40.5,1
Afghanistan,2002,0,0,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.1940571157863232,0.036503375030807,0.0905216188039244,1.0,-53.5,0
Afghanistan,2003,0,0,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.1509864171052459,0.036503375030807,0.0905216188039244,1.0,-53.5,0
Afghanistan,2004,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.1937727988070818,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2005,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.1420503285929927,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2006,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.095630180002091,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2007,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0657107993616422,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2008,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0328553996808211,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2009,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2010,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2011,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2012,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2013,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2014,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2015,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2016,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2017,0,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2018,1,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,0
Afghanistan,2019,1,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,1
Afghanistan,2020,1,0,7.75,3.0,2.583,0.25,0.1147,1.5,7.0,0.0,1.126,3.067,0.1147346573909505,0.1147346573909505,0.0,0.0184566746220483,0.1220561123977818,1.0,-53.75,1
Afghanistan,2021,0,1,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.1642769984041056,0.036503375030807,0.0905216188039244,1.0,-53.5,1
Afghanistan,2022,0,0,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.1314215987232844,0.036503375030807,0.0905216188039244,1.0,-53.5,0
Afghanistan,2023,0,0,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.0985661990424633,0.036503375030807,0.0905216188039244,1.0,-53.5,0
Afghanistan,2024,0,0,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.0657107993616422,0.036503375030807,0.0905216188039244,1.0,-53.5,0
Afghanistan,2025,0,0,8.75,2.0,4.375,-2.75,0.0817,-1.5,8.0,-3.0,1.111,3.067,0.0816918147779527,0.0816918147779527,0.0328553996808211,0.036503375030807,0.0905216188039244,1.0,-53.5,0
