Society,Year,Node,C_sd,K_sd,S_sd,A_sd,V_range,V_min,V_max
Egypt,1955,Hands,0.4472,0.4472,0.7071,0.4472,2.5,2.0,4.5
Egypt,1955,Archive,0.4472,0.4472,0.5477,0.5477,3.0,3.0,6.0
Egypt,1955,Flow,0.5477,0.5477,0.5477,0.7071,2.5,0.5,3.0
Egypt,1956,Helm,0.4472,0.5477,0.4472,0.4472,2.0,6.5,8.5
Egypt,1956,Shield,0.8367,0.4472,0.8944,0.7071,2.5,4.5,7.0
Egypt,1956,Lore,0.7071,0.4472,0.4472,0.4472,2.5,10.0,12.5
Egypt,1956,Stewards,0.7071,0.5477,0.8367,0.8367,2.5,6.0,8.5
Egypt,1956,Craft,0.4472,0.4472,0.8367,0.8944,2.5,3.5,6.0
Egypt,1956,Hands,0.0,0.4472,0.4472,0.8367,2.5,2.0,4.5
Egypt,1956,Archive,0.4472,0.8367,0.4472,0.5477,2.5,4.5,7.0
Egypt,1956,Flow,0.5477,0.0,0.5477,0.4472,2.0,1.5,3.5
Egypt,1957,Helm,0.7071,0.0,0.5477,0.7071,1.0,6.5,7.5
Egypt,1957,Shield,0.5477,1.0,0.4472,0.8944,3.0,3.5,6.5
Egypt,1957,Lore,0.8367,0.0,0.4472,0.7071,2.0,9.0,11.0
Egypt,1957,Stewards,0.8944,0.4472,0.5477,0.8367,2.5,6.0,8.5
Egypt,1957,Craft,0.5477,0.4472,1.0954,0.0,3.0,3.0,6.0
Egypt,1957,Hands,0.7071,0.5477,0.8367,0.5477,3.5,1.0,4.5
Egypt,1957,Archive,0.0,0.7071,0.8367,0.0,1.0,5.0,6.0
Egypt,1957,Flow,0.8367,0.8367,0.5477,0.5477,4.5,0.0,4.5
Egypt,1958,Helm,0.0,0.8367,0.0,0.5477,2.5,6.0,8.5
Egypt,1958,Shield,0.8944,0.5477,0.4472,0.5477,2.5,3.5,6.0
Egypt,1958,Lore,0.0,0.4472,0.8367,0.4472,3.0,8.0,11.0
Egypt,1958,Stewards,0.5477,0.5477,0.4472,0.8367,2.5,6.0,8.5
Egypt,1958,Craft,0.4472,0.5477,0.4472,0.5477,2.5,4.0,6.5
Egypt,1958,Hands,0.5477,0.5477,0.0,0.7071,2.5,1.0,3.5
Egypt,1958,Archive,0.7071,0.7071,0.0,0.4472,3.0,5.0,8.0
Egypt,1958,Flow,0.4472,0.0,0.4472,0.7071,2.5,1.5,4.0
Egypt,1959,Helm,0.4472,0.4472,0.5477,0.8367,2.5,5.0,7.5
Egypt,1959,Shield,0.8944,1.0954,0.5477,0.4472,3.5,3.0,6.5
Egypt,1959,Lore,0.0,0.4472,0.5477,0.7071,1.5,7.5,9.0
Egypt,1959,Stewards,0.8367,0.5477,0.5477,0.5477,2.5,6.0,8.5
Egypt,1959,Craft,0.5477,0.8367,0.4472,0.5477,2.0,3.5,5.5
Egypt,1959,Hands,0.8944,0.7071,0.5477,0.4472,2.0,2.5,4.5
Egypt,1959,Archive,0.4472,0.4472,0.4472,0.4472,3.0,4.0,7.0
Egypt,1959,Flow,0.4472,0.4472,0.5477,0.7071,3.0,2.0,5.0
Egypt,1960,Helm,0.5477,0.4472,0.0,0.8367,1.5,5.0,6.5
Egypt,1960,Shield,0.4472,0.7071,0.0,0.5477,1.5,4.5,6.0
Egypt,1960,Lore,0.0,0.5477,0.7071,0.4472,2.5,7.5,10.0
Egypt,1960,Stewards,1.3038,0.8944,0.5477,0.5477,6.5,4.0,10.5
Egypt,1960,Craft,0.5477,0.4472,0.4472,0.4472,2.5,4.0,6.5
Egypt,1960,Hands,0.0,0.4472,0.4472,0.5477,2.0,3.0,5.0
Egypt,1960,Archive,0.5477,0.4472,0.5477,0.5477,1.5,4.5,6.0
Egypt,1960,Flow,0.5477,0.5477,0.4472,0.5477,1.5,2.5,4.0
Egypt,1961,Helm,0.4472,0.5477,0.5477,0.5477,2.0,3.0,5.0
Egypt,1961,Shield,0.8944,0.7071,0.4472,0.5477,2.5,3.0,5.5
Egypt,1961,Lore,0.5477,0.5477,0.8367,0.5477,3.0,6.0,9.0
Egypt,1961,Stewards,0.7071,0.0,0.7071,0.7071,3.0,7.0,10.0
Egypt,1961,Craft,0.5477,0.4472,0.5477,0.8367,3.0,2.5,5.5
Egypt,1961,Hands,0.8944,0.4472,0.4472,0.5477,1.5,3.0,4.5
Egypt,1961,Archive,0.4472,0.7071,0.5477,0.7071,2.5,4.5,7.0
Egypt,1961,Flow,0.5477,0.4472,0.5477,0.4472,2.0,2.5,4.5
Egypt,1962,Helm,0.8367,0.8367,0.5477,0.5477,5.5,1.0,6.5
Egypt,1962,Shield,0.5477,0.5477,0.7071,0.4472,2.5,2.0,4.5
Egypt,1962,Lore,0.5477,0.7071,0.5477,0.4472,2.0,5.0,7.0
Egypt,1962,Stewards,0.5477,0.8367,0.4472,0.0,2.0,7.5,9.5
Egypt,1962,Craft,1.0954,0.5477,0.0,0.5477,3.5,4.0,7.5
Egypt,1962,Hands,0.8367,0.0,0.4472,0.0,2.0,2.5,4.5
Egypt,1962,Archive,0.4472,0.5477,0.0,0.4472,1.0,6.0,7.0
Egypt,1962,Flow,0.5477,0.5477,0.4472,0.5477,1.5,3.5,5.0
Egypt,1963,Helm,0.8367,0.4472,0.7071,0.4472,4.0,1.0,5.0
Egypt,1963,Shield,0.8367,0.4472,0.8367,0.4472,3.5,1.5,5.0
Egypt,1963,Lore,0.5477,0.4472,0.5477,0.5477,3.0,5.0,8.0
Egypt,1963,Stewards,0.4472,0.8367,0.7071,0.4472,4.0,7.5,11.5
Egypt,1963,Craft,0.5477,0.5477,0.0,0.4472,2.0,4.0,6.0
Egypt,1963,Hands,0.4472,0.4472,0.4472,0.8367,3.0,2.0,5.0
Egypt,1963,Archive,0.8367,0.5477,0.5477,0.5477,2.5,3.5,6.0
Egypt,1963,Flow,0.4472,0.8944,0.5477,0.8944,4.0,2.0,6.0
Egypt,1964,Helm,1.3038,1.6432,1.3038,1.5166,5.5,0.0,5.5
Egypt,1964,Shield,1.2247,1.0954,0.8367,1.0,7.0,-0.5,6.5
Egypt,1964,Lore,0.8944,0.8367,1.1402,0.5477,3.5,2.5,6.0
Egypt,1964,Stewards,1.5166,0.8944,0.4472,0.8367,4.0,5.0,9.0
Egypt,1964,Craft,1.0,0.8367,0.4472,0.7071,3.5,4.0,7.5
Egypt,1964,Hands,0.8367,2.0736,1.0954,0.8944,3.5,2.5,6.0
Egypt,1964,Archive,1.1402,0.4472,1.3038,1.1402,6.5,3.0,9.5
Egypt,1964,Flow,1.0,0.8944,0.8367,1.3416,4.5,0.5,5.0
Egypt,1965,Helm,1.3038,0.8367,0.7071,1.5166,5.0,0.0,5.0
Egypt,1965,Shield,1.1402,0.8944,0.0,0.8944,4.5,0.0,4.5
Egypt,1965,Lore,1.0954,1.8708,1.5166,1.1402,6.5,0.5,7.0
Egypt,1965,Stewards,0.7071,0.5477,1.5166,1.0954,6.5,2.5,9.0
Egypt,1965,Craft,1.1402,1.1402,1.1402,2.0494,6.5,1.5,8.0
Egypt,1965,Hands,1.8166,0.8944,0.7071,1.3416,6.5,1.5,8.0
Egypt,1965,Archive,1.1402,1.0954,1.1402,1.0954,6.0,4.0,10.0
Egypt,1965,Flow,0.7071,1.1402,1.3038,1.8166,6.5,2.0,8.5
Egypt,1966,Helm,1.9235,1.8708,1.1402,0.8944,4.0,0.0,4.0
Egypt,1966,Shield,0.7071,1.0954,1.5811,1.0954,7.0,0.0,7.0
Egypt,1966,Lore,0.5477,1.8166,0.8367,1.5166,3.5,1.0,4.5
Egypt,1966,Stewards,1.9235,1.6432,2.0,1.5166,6.5,6.0,12.5
Egypt,1966,Craft,0.8944,1.0,1.0,1.4832,3.0,4.5,7.5
Egypt,1966,Hands,1.8166,2.0,1.0954,1.9494,8.0,0.5,8.5
Egypt,1966,Archive,1.3038,1.8166,1.5811,0.8944,5.0,5.5,10.5
Egypt,1966,Flow,1.9235,1.3038,0.7071,0.8367,5.5,3.5,9.0
Egypt,1967,Helm,1.2247,1.2247,1.4832,1.2247,5.5,-2.0,3.5
Egypt,1967,Shield,1.1402,1.0954,0.8944,1.6733,6.0,0.5,6.5
Egypt,1967,Lore,1.4832,1.4832,1.5811,1.1402,10.5,0.0,10.5
Egypt,1967,Stewards,0.4472,0.8944,1.5166,1.3038,5.0,5.0,10.0
Egypt,1967,Craft,1.8166,1.6733,1.3416,1.1402,4.0,5.0,9.0
Egypt,1967,Hands,1.0,1.1402,0.8944,1.2247,4.0,3.0,7.0
Egypt,1967,Archive,1.0954,2.0,1.2247,1.6432,5.5,4.0,9.5
Egypt,1967,Flow,1.5166,1.1402,1.0954,1.3416,4.0,3.0,7.0
Egypt,1968,Helm,0.7071,1.4832,1.0,1.0,6.0,-0.5,5.5
Egypt,1968,Shield,1.5166,1.3416,0.7071,1.2247,4.0,-1.0,3.0
Egypt,1968,Lore,2.0,1.7889,2.8636,0.7071,8.5,0.5,9.0
Egypt,1968,Stewards,0.8367,1.3038,1.1402,1.2247,3.5,2.5,6.0
Egypt,1968,Craft,0.8944,1.8166,0.5477,1.1402,3.5,4.0,7.5
Egypt,1968,Hands,1.1402,1.2247,2.2804,0.4472,6.5,-0.5,6.0
Egypt,1968,Archive,2.1213,1.3038,2.0736,1.8708,11.5,1.0,12.5
Egypt,1968,Flow,2.3452,1.5166,1.8166,2.1213,9.5,1.5,11.0
Egypt,1969,Helm,1.4142,0.8367,1.5811,1.3038,7.5,-1.0,6.5
Egypt,1969,Shield,1.3038,0.8367,1.0,0.8367,2.5,1.0,3.5
Egypt,1969,Lore,0.4472,0.8944,0.7071,0.8367,2.5,5.5,8.0
Egypt,1969,Stewards,1.4832,1.0954,1.5811,1.4142,5.0,5.0,10.0
Egypt,1969,Craft,0.5477,1.0,1.8166,1.0954,3.0,6.0,9.0
Egypt,1969,Hands,2.0736,0.4472,1.9235,1.1402,10.0,-2.0,8.0
Egypt,1969,Archive,1.8166,0.7071,0.8367,1.0,5.0,2.5,7.5
Egypt,1969,Flow,1.4832,1.3038,0.5477,1.1402,3.0,5.0,8.0
Egypt,1970,Helm,1.5166,1.5811,0.8367,0.8367,6.0,1.5,7.5
Egypt,1970,Shield,1.3038,0.7071,0.8367,0.8367,3.5,2.0,5.5
Egypt,1970,Lore,0.7071,1.5166,0.8367,1.3416,5.5,2.5,8.0
Egypt,1970,Stewards,1.1402,1.1402,0.8944,0.8367,4.5,3.5,8.0
Egypt,1970,Craft,0.7071,1.3038,0.8944,1.1402,6.5,4.0,10.5
Egypt,1970,Hands,0.8944,0.8367,1.0,1.0,2.0,2.0,4.0
Egypt,1970,Archive,0.4472,0.8367,0.8367,1.3038,3.5,3.0,6.5
Egypt,1970,Flow,1.1402,0.4472,1.4832,1.0,4.0,2.0,6.0
Egypt,1971,Helm,0.5477,1.1402,1.3038,0.7071,5.0,3.5,8.5
Egypt,1971,Shield,0.8367,0.5477,0.5477,0.7071,1.5,5.0,6.5
Egypt,1971,Lore,1.1402,0.5477,0.8944,1.3416,5.0,5.0,10.0
Egypt,1971,Stewards,0.8367,1.0954,1.0954,1.5811,3.5,4.0,7.5
Egypt,1971,Craft,1.0954,0.8944,1.1402,1.8708,3.0,4.5,7.5
Egypt,1971,Hands,1.1402,0.5477,1.2247,0.8944,6.5,1.5,8.0
Egypt,1971,Archive,1.0,1.0954,1.1402,1.5811,5.5,4.0,9.5
Egypt,1971,Flow,0.4472,1.5811,1.3416,1.5166,6.0,3.5,9.5
Egypt,1972,Helm,1.5811,1.0,1.2247,1.0,4.0,2.5,6.5
Egypt,1972,Shield,1.4832,2.0494,2.3022,1.8166,5.5,5.5,11.0
Egypt,1972,Lore,2.3875,0.8367,0.7071,1.8166,5.0,4.5,9.5
Egypt,1972,Stewards,2.7749,0.5477,1.6432,0.8944,9.0,-1.0,8.0
Egypt,1972,Craft,2.0,1.6733,1.8708,1.0,9.0,4.0,13.0
Egypt,1972,Hands,0.8367,1.3038,2.2361,1.4142,7.0,1.5,8.5
Egypt,1972,Archive,0.7071,1.9235,1.5166,2.7019,6.5,0.5,7.0
Egypt,1972,Flow,0.4472,1.1402,0.8944,0.7071,2.5,5.0,7.5
Egypt,1973,Helm,0.8944,2.1213,1.1402,1.5811,4.5,7.5,12.0
Egypt,1973,Shield,2.1213,1.3416,0.8944,1.3038,7.0,4.5,11.5
Egypt,1973,Lore,1.8166,0.8367,2.5884,1.0,9.0,3.0,12.0
Egypt,1973,Stewards,1.5166,1.1402,1.9235,1.4832,8.5,-1.5,7.0
Egypt,1973,Craft,1.3038,1.9235,1.0954,1.5811,4.5,5.0,9.5
Egypt,1973,Hands,2.8284,1.4832,0.8367,1.7889,10.0,-2.0,8.0
Egypt,1973,Archive,0.4472,1.7889,2.1679,0.8367,7.0,1.5,8.5
Egypt,1973,Flow,1.6432,1.5166,1.6432,1.0,4.5,3.0,7.5
Egypt,1974,Helm,1.9235,1.8166,2.8284,2.0,10.0,3.0,13.0
Egypt,1974,Shield,1.0954,2.2361,1.8166,1.2247,9.5,3.0,12.5
Egypt,1974,Lore,1.5166,1.6432,1.6733,0.5477,9.5,4.0,13.5
Egypt,1974,Stewards,1.3038,1.6432,1.5166,1.3038,5.5,4.0,9.5
Egypt,1974,Craft,1.0954,1.3038,1.5166,1.3038,4.5,2.5,7.0
Egypt,1974,Hands,0.8367,1.3416,1.0954,1.2247,1.5,0.5,2.0
Egypt,1974,Archive,0.0,2.5884,2.0736,2.1213,8.5,1.5,10.0
Egypt,1974,Flow,1.8166,1.0,1.6432,1.1402,4.5,2.5,7.0
Egypt,1975,Helm,1.2247,0.8367,0.8944,1.3416,4.0,5.0,9.0
Egypt,1975,Shield,0.5477,0.5477,1.4142,1.6432,4.0,6.0,10.0
Egypt,1975,Lore,0.8367,0.5477,1.9235,1.3038,5.5,4.5,10.0
Egypt,1975,Stewards,1.1402,1.0954,0.8367,0.5477,5.5,3.0,8.5
Egypt,1975,Craft,0.8367,0.4472,0.8367,0.8944,3.0,5.0,8.0
Egypt,1975,Hands,0.8367,0.8367,1.0,1.1402,4.5,1.0,5.5
Egypt,1975,Archive,0.8944,1.6432,0.8944,0.5477,5.0,3.0,8.0
Egypt,1975,Flow,1.1402,1.6432,2.1679,1.2247,8.5,0.5,9.0
Egypt,1976,Helm,1.5166,1.3038,0.4472,0.8367,4.5,5.0,9.5
Egypt,1976,Shield,0.0,1.2247,1.1402,0.5477,4.5,6.5,11.0
Egypt,1976,Lore,1.4142,0.4472,0.8367,0.8944,4.0,4.0,8.0
Egypt,1976,Stewards,0.8944,0.8367,0.7071,1.3038,2.5,2.0,4.5
Egypt,1976,Craft,1.3416,1.2247,0.7071,1.7321,2.5,5.0,7.5
Egypt,1976,Hands,1.0954,1.0954,1.7321,1.5166,7.0,-0.5,6.5
Egypt,1976,Archive,0.5477,1.0954,0.8944,0.4472,4.0,3.0,7.0
Egypt,1976,Flow,0.7071,0.4472,0.8367,0.8367,3.5,3.0,6.5
Egypt,1977,Helm,0.5477,0.8944,0.7071,1.3416,3.5,7.0,10.5
Egypt,1977,Shield,1.0954,0.5477,1.0,1.0,4.5,6.5,11.0
Egypt,1977,Lore,0.4472,1.5811,1.2247,0.8367,8.5,3.5,12.0
Egypt,1977,Stewards,0.7071,1.3416,1.0954,1.1402,4.5,1.0,5.5
Egypt,1977,Craft,0.5477,0.8944,1.7321,1.3038,4.5,5.0,9.5
Egypt,1977,Hands,0.7071,0.7071,0.5477,0.8944,3.5,3.0,6.5
Egypt,1977,Archive,1.0,1.1402,1.1402,1.6432,5.0,2.5,7.5
Egypt,1977,Flow,0.8367,1.1402,0.8367,0.5477,4.5,1.5,6.0
Egypt,1978,Helm,1.5166,1.3038,2.1909,0.7071,11.0,2.5,13.5
Egypt,1978,Shield,0.7071,1.6733,1.5166,0.7071,7.0,5.0,12.0
Egypt,1978,Lore,1.5166,1.0954,1.3038,0.8944,5.5,2.5,8.0
Egypt,1978,Stewards,1.0954,1.9235,0.8944,1.5811,8.5,-1.0,7.5
Egypt,1978,Craft,1.3416,1.5811,1.5811,1.5166,7.5,3.5,11.0
Egypt,1978,Hands,1.5166,1.3038,1.6432,0.5477,4.5,1.5,6.0
Egypt,1978,Archive,2.1679,1.1402,1.3038,0.8944,7.0,3.0,10.0
Egypt,1978,Flow,0.7071,0.5477,0.8944,0.4472,2.0,5.0,7.0
Egypt,1979,Helm,0.8367,1.1402,2.0736,1.5166,7.0,7.5,14.5
Egypt,1979,Shield,0.5477,1.3038,1.5166,0.8944,3.0,8.5,11.5
Egypt,1979,Lore,1.4832,1.7889,1.5166,1.1402,4.5,3.5,8.0
Egypt,1979,Stewards,0.8367,1.1402,1.5166,1.3038,3.5,2.0,5.5
Egypt,1979,Craft,1.7889,2.3022,1.1402,1.3416,9.0,3.0,12.0
Egypt,1979,Hands,1.6432,1.8166,2.0,1.1402,8.5,-1.5,7.0
Egypt,1979,Archive,1.7889,1.9235,1.3038,0.8367,5.5,3.0,8.5
Egypt,1979,Flow,0.5477,0.7071,0.4472,0.4472,2.5,4.0,6.5
Egypt,1980,Helm,0.8944,1.9494,0.8367,1.1402,5.5,3.0,8.5
Egypt,1980,Shield,2.9496,0.7071,1.5166,2.0494,8.5,5.0,13.5
Egypt,1980,Lore,1.1402,0.8944,0.5477,1.5166,4.5,4.0,8.5
Egypt,1980,Stewards,0.8367,1.0,1.9235,1.5166,7.0,0.0,7.0
Egypt,1980,Craft,1.0,1.2247,2.4495,1.1402,9.0,1.0,10.0
Egypt,1980,Hands,1.0954,1.4142,1.4142,0.8944,7.0,1.0,8.0
Egypt,1980,Archive,2.7386,0.7071,1.4832,1.6733,8.0,0.5,8.5
Egypt,1980,Flow,0.7071,0.8944,0.5477,0.4472,2.0,4.0,6.0
Egypt,1981,Helm,2.9665,1.3416,0.8367,0.8367,9.5,-0.5,9.0
Egypt,1981,Shield,1.7889,1.5166,2.0,2.1213,5.0,9.0,14.0
Egypt,1981,Lore,2.3022,1.8166,1.4832,1.0954,10.0,1.0,11.0
Egypt,1981,Stewards,1.3038,0.8367,0.0,1.2247,5.5,2.5,8.0
Egypt,1981,Craft,2.0736,1.4142,1.1402,1.2247,8.5,2.5,11.0
Egypt,1981,Hands,1.9494,1.4142,2.3022,1.0954,12.0,-1.5,10.5
Egypt,1981,Archive,1.8166,1.9235,1.6432,1.9235,10.0,0.5,10.5
Egypt,1981,Flow,0.8367,0.5477,0.7071,0.7071,3.0,5.0,8.0
Egypt,1982,Helm,1.0,2.0736,1.0,1.6432,5.5,2.0,7.5
Egypt,1982,Shield,0.8367,0.8367,1.1402,1.5166,5.0,6.5,11.5
Egypt,1982,Lore,2.3022,1.3416,1.4832,1.4832,8.5,1.5,10.0
Egypt,1982,Stewards,2.0736,0.8944,1.5166,0.8944,8.0,1.0,9.0
Egypt,1982,Craft,1.2247,1.0,1.8708,1.3416,9.0,2.5,11.5
Egypt,1982,Hands,1.3416,1.8166,1.1402,1.1402,8.5,-2.0,6.5
Egypt,1982,Archive,0.8367,1.6432,1.1402,2.0494,5.5,2.0,7.5
Egypt,1982,Flow,0.5477,0.4472,0.5477,0.4472,2.5,3.5,6.0
Egypt,1983,Helm,0.8944,0.8367,1.3038,2.1213,4.5,1.0,5.5
Egypt,1983,Shield,0.8367,0.8367,1.6733,0.8944,7.0,6.5,13.5
Egypt,1983,Lore,1.0,0.5477,0.7071,0.8367,3.5,3.0,6.5
Egypt,1983,Stewards,1.1402,0.8944,1.0,0.5477,3.5,1.5,5.0
Egypt,1983,Craft,1.5166,0.8367,0.5477,1.5166,3.5,5.0,8.5
Egypt,1983,Hands,0.8367,1.3416,0.4472,1.6432,4.5,0.5,5.0
Egypt,1983,Archive,0.8944,1.0954,0.8367,0.8367,3.5,3.0,6.5
Egypt,1983,Flow,0.8944,0.4472,0.4472,0.7071,4.0,4.0,8.0
Egypt,1984,Helm,0.8367,1.2247,0.8944,0.8367,3.5,1.5,5.0
Egypt,1984,Shield,1.3038,0.4472,1.3038,1.3038,3.0,7.5,10.5
Egypt,1984,Lore,1.1402,1.5811,0.8367,0.8367,2.5,4.5,7.0
Egypt,1984,Stewards,0.5477,0.8944,1.3038,1.9494,6.0,0.5,6.5
Egypt,1984,Craft,1.4832,1.0954,0.4472,0.8944,7.0,1.5,8.5
Egypt,1984,Hands,1.5166,0.7071,0.5477,1.1402,4.5,1.0,5.5
Egypt,1984,Archive,0.7071,0.8367,1.0954,1.1402,3.0,2.5,5.5
Egypt,1984,Flow,0.5477,0.5477,0.5477,0.7071,2.5,3.0,5.5
Egypt,1985,Helm,0.5477,1.3416,0.5477,0.8944,5.0,0.5,5.5
Egypt,1985,Shield,0.4472,0.4472,0.5477,0.5477,2.5,8.0,10.5
Egypt,1985,Lore,0.8944,0.5477,0.4472,0.8367,1.0,5.5,6.5
Egypt,1985,Stewards,0.7071,0.4472,0.7071,0.4472,0.5,4.0,4.5
Egypt,1985,Craft,0.4472,0.4472,0.0,1.1402,2.5,5.5,8.0
Egypt,1985,Hands,0.4472,0.4472,0.4472,0.7071,2.0,3.0,5.0
Egypt,1985,Archive,0.4472,0.5477,0.4472,0.7071,3.0,2.5,5.5
Egypt,1985,Flow,1.0,0.0,0.4472,0.5477,2.5,3.0,5.5
Egypt,1986,Helm,0.4472,0.5477,0.8944,0.7071,2.5,2.5,5.0
Egypt,1986,Shield,0.8944,0.5477,0.5477,0.7071,2.0,9.0,11.0
Egypt,1986,Lore,0.5477,0.5477,0.5477,0.5477,2.0,5.5,7.5
Egypt,1986,Stewards,0.4472,0.0,0.0,0.8367,1.5,3.5,5.0
Egypt,1986,Craft,0.5477,0.8367,0.0,0.8944,2.0,6.0,8.0
Egypt,1986,Hands,0.5477,0.5477,0.4472,0.0,3.0,2.5,5.5
Egypt,1986,Archive,0.4472,0.4472,0.4472,0.4472,1.0,5.0,6.0
Egypt,1986,Flow,0.0,0.0,0.7071,0.4472,2.0,4.0,6.0
Egypt,1987,Helm,0.5477,0.4472,0.5477,0.7071,3.0,4.0,7.0
Egypt,1987,Shield,0.8367,0.7071,0.7071,0.5477,4.0,7.0,11.0
Egypt,1987,Lore,0.4472,0.5477,0.7071,0.5477,2.0,6.0,8.0
Egypt,1987,Stewards,0.7071,0.7071,0.0,0.4472,2.5,3.0,5.5
Egypt,1987,Craft,0.7071,0.7071,0.8944,0.8367,3.5,5.0,8.5
Egypt,1987,Hands,0.7071,0.4472,0.4472,0.8944,4.0,1.5,5.5
Egypt,1987,Archive,0.7071,0.8367,0.7071,0.8367,3.5,3.5,7.0
Egypt,1987,Flow,0.4472,0.4472,0.4472,0.4472,1.0,4.0,5.0
Egypt,1988,Helm,0.4472,0.5477,0.5477,0.8367,1.5,5.5,7.0
Egypt,1988,Shield,0.0,0.7071,0.5477,0.8367,2.0,9.0,11.0
Egypt,1988,Lore,0.5477,0.7071,0.4472,0.5477,1.5,6.5,8.0
Egypt,1988,Stewards,0.4472,0.7071,0.0,0.4472,2.5,2.5,5.0
Egypt,1988,Craft,0.4472,0.7071,0.4472,0.8367,1.0,6.0,7.0
Egypt,1988,Hands,0.4472,0.5477,0.5477,0.5477,2.0,2.5,4.5
Egypt,1988,Archive,0.4472,0.5477,0.5477,0.7071,2.5,4.0,6.5
Egypt,1988,Flow,0.5477,0.7071,0.5477,0.4472,2.5,3.5,6.0
Egypt,1989,Helm,0.0,0.7071,0.5477,0.8367,2.5,5.5,8.0
Egypt,1989,Shield,0.4472,0.8944,0.7071,0.4472,2.0,8.5,10.5
Egypt,1989,Lore,0.5477,0.7071,0.7071,0.7071,1.0,8.0,9.0
Egypt,1989,Stewards,0.7071,0.7071,0.4472,0.4472,3.5,2.0,5.5
Egypt,1989,Craft,0.4472,0.5477,0.4472,0.8944,1.0,6.0,7.0
Egypt,1989,Hands,0.0,0.4472,0.4472,0.8944,2.0,3.0,5.0
Egypt,1989,Archive,0.7071,0.5477,0.7071,0.7071,2.5,4.0,6.5
Egypt,1989,Flow,0.4472,0.4472,0.0,0.5477,1.0,4.0,5.0
Egypt,1990,Helm,0.4472,0.8944,0.4472,0.5477,2.0,6.5,8.5
Egypt,1990,Shield,0.8944,0.4472,0.7071,0.7071,2.5,7.5,10.0
Egypt,1990,Lore,0.4472,0.7071,0.0,0.4472,2.0,7.0,9.0
Egypt,1990,Stewards,0.4472,0.4472,0.0,0.8367,2.0,2.5,4.5
Egypt,1990,Craft,0.8367,0.4472,0.4472,0.7071,3.0,5.0,8.0
Egypt,1990,Hands,0.5477,0.5477,0.5477,0.5477,2.5,2.5,5.0
Egypt,1990,Archive,0.4472,1.1402,0.8367,0.5477,3.5,3.0,6.5
Egypt,1990,Flow,0.4472,0.5477,0.0,0.7071,1.0,4.0,5.0
Egypt,1991,Helm,0.5477,0.4472,0.8367,0.4472,3.0,5.5,8.5
Egypt,1991,Shield,0.4472,0.5477,0.4472,0.4472,1.5,8.0,9.5
Egypt,1991,Lore,0.5477,0.8367,0.0,0.8367,2.5,5.5,8.0
Egypt,1991,Stewards,0.4472,0.0,0.4472,0.4472,0.5,4.0,4.5
Egypt,1991,Craft,0.8367,0.5477,0.0,0.4472,3.0,5.5,8.5
